"d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "identif" "lsize" "razd" "raz92d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm"
0 0 0 0 0 11 14 12 8 0 1990-01-01 653 200 393 100 88 12 12 186 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5292" 5.97380961186926 "0" "0" 0 0 0 0 1 0 0.117233294255569 0.12 0.218053927315358 5.97380961186926 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 11 14 12 8 0 1991-01-01 755 168 495 108 99 9 7 159 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5292" 6.20455776256869 "0" "0" 0 0 0 0 1 0 0.117009750812568 0.0833333333333333 0.172264355362947 6.20455776256869 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 14 14 15 3 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5295" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 14 14 15 3 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5295" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 14 14 15 3 0 1991-01-01 1705 194 1103 398 46 352 5 176 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5295" 7.0057890192535 "0" "0" 0 0 0 0 1 0 0.209583991574513 0.884422110552764 0.0926803580832017 7.0057890192535 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 13 13 13 15 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5296" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
3 2 3 3 0 14 18 20 5 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5299" NA "1" "1" 0 0 0 0 1 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
3 2 3 3 0 14 18 20 5 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5299" NA "1" "1" 0 0 0 0 1 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
3 2 3 3 0 14 18 20 5 0 1991-01-01 1450 168 2204 -238 -399 161 12 150 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5299" 7.6980291702728 "1" "1" 0 0 0 0 1 0 -0.147095179233622 -0.676470588235294 0.0927070457354759 7.6980291702728 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 16 16 16 14 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5301" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 16 16 16 14 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5301" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 16 16 16 14 0 1991-01-01 992 364 2388 215 143 72 4 360 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5301" 7.77821147451249 "0" "0" 0 0 0 1 0 0 0.158554572271386 0.334883720930233 0.265486725663717 7.77821147451249 0.958094098883573 "0" 0.129344816950258 "0"
0 0 3 3 0 16 16 16 8 0 1989-01-01 841 100 1324 35 1 34 2 89 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5305" 7.18841273649695 "1" "1" 0 0 0 1 0 0 0.0371944739638682 0.971428571428571 0.0945802337938363 7.18841273649695 0.808654235860552 "1" 0.11015317264026 "1"
0 0 3 3 0 16 16 16 8 0 1990-01-01 644 135 1748 40 -8 48 14 112 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5305" 7.46622755621548 "1" "1" 0 0 0 1 0 0 0.0513478818998716 1.2 0.143774069319641 7.46622755621548 0.886655074983699 "1" 0.116473494204826 "0"
0 0 3 3 0 16 16 16 8 0 1991-01-01 509 150 1533 42 -5 47 21 122 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5305" 7.33498187887181 "1" "1" 0 0 0 1 0 0 0.0637329286798179 1.11904761904762 0.185128983308042 7.33498187887181 0.958094098883573 "1" 0.129344816950258 "0"
0 0 9 9 0 16 14 14 6 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5320" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 15 15 15 19 0 1989-01-01 13691 263 28555 1684 821 863 81 168 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5321" 10.259587331099 "0" "0" 0 0 0 1 0 0 0.120682241651139 0.512470308788599 0.0120395585495199 10.259587331099 0.808654235860552 "0" 0.11015317264026 "1"
0 0 0 0 0 15 15 15 19 0 1990-01-01 14981 1638 36897 2457 1088 1369 81 334 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5321" 10.5158855259105 "0" "0" 0 0 0 1 0 0 0.147842830495216 0.557183557183557 0.0200974787893375 10.5158855259105 0.886655074983699 "0" 0.116473494204826 "1"
0 0 0 0 0 15 15 15 19 0 1991-01-01 18100 1923 33661 1897 624 1273 71 359 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5321" 10.4240951761567 "0" "0" 0 0 0 1 0 0 0.0947410477950357 0.671059567738534 0.0179293812116067 10.4240951761567 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 18 19 19 56 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5323" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 15 15 15 22 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5327" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 15 15 15 22 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5327" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 15 15 15 22 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5327" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
2 0 0 0 0 14 19 19 7 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5334" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 15 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5339" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 9 0 16 16 17 6 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5340" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
3 0 0 2 0 16 17 15 6 0 1989-01-01 1031 1292 1110 245 192 53 18 1274 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5341" 7.01211529430638 "1" "1" 0 0 1 0 0 0 0.105467068445975 0.216326530612245 0.54842875591907 7.01211529430638 0.808654235860552 "0" 0.11015317264026 "0"
3 0 0 2 0 16 17 15 6 0 1990-01-01 1038 1303 1268 175 115 60 13 1290 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5341" 7.14519613499717 "1" "1" 0 0 1 0 0 0 0.074754378470739 0.342857142857143 0.55104656129859 7.14519613499717 0.886655074983699 "0" 0.116473494204826 "0"
3 0 0 2 0 16 17 15 6 0 1991-01-01 1156 1239 997 147 99 48 7 1232 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5341" 6.90475076996184 "1" "1" 0 0 1 0 0 0 0.0613778705636743 0.326530612244898 0.514405010438413 6.90475076996184 0.958094098883573 "0" 0.129344816950258 "0"
0 0 9 0 0 11 14 14 6 0 1989-01-01 550 977 494 -61 -91 30 42 935 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5342" 6.20253551718792 "0" "0" 0 0 1 0 0 0 -0.0399476096922069 -0.491803278688525 0.612311722331369 6.20253551718792 0.808654235860552 "0" 0.11015317264026 "0"
0 0 9 0 0 11 14 14 6 0 1990-01-01 938 1125 1831 49 26 23 105 1020 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5342" 7.51261754467451 "0" "0" 0 0 1 0 0 0 0.0237518177411537 0.469387755102041 0.494425593795444 7.51261754467451 0.886655074983699 "0" 0.116473494204826 "0"
0 0 9 0 0 11 14 14 6 0 1991-01-01 1093 1048 1857 0.15 0.54 39 99 949 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5342" 7.52671756135271 "0" "0" 0 0 1 0 0 0 7.00607192900514e-05 0.986342943854325 0.443250817375058 7.52671756135271 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 15 15 15 11 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5343" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 15 15 15 11 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5343" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 15 15 15 11 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5343" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 21 21 21 8 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5344" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 13 13 13 3 0 1989-01-01 203 170 432 -80 0.18 38 2 163 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5352" 6.06842558824411 "0" "0" 0 0 1 0 0 0 -0.214477211796247 0.995285489785228 0.436997319034853 6.06842558824411 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 13 13 13 3 0 1990-01-01 217 151 535 0.3 -63 50 2 144 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5352" 6.28226674689601 "0" "0" 0 0 1 0 0 0 0.000815217391304348 -3.84615384615385 0.391304347826087 6.28226674689601 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 13 13 13 3 0 1991-01-01 319 114 754 99 64 35 0 108 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5352" 6.62539236800796 "0" "0" 0 0 1 0 0 0 0.228637413394919 0.353535353535354 0.249422632794457 6.62539236800796 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 16 16 16 12 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5354" NA "0" "0" 1 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 18 18 18 12 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5355" NA "0" "0" 0 1 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 9 0 11 12 12 10 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5359" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 8 12 12 9 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5360" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 16 16 16 3 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5362" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 16 16 16 3 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5362" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 16 16 16 3 0 1991-01-01 1332 89 3416 141 15 126 34 53 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5362" 8.13622555490846 "0" "0" 0 0 1 0 0 0 0.0992258972554539 0.893617021276596 0.0372976776917664 8.13622555490846 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 0 0 16 14 0 1989-01-01 849 281 215 44 43 1 3 278 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5367" 5.37063802812766 "0" "0" 0 0 1 0 0 0 0.0389380530973451 0.0227272727272727 0.246017699115044 5.37063802812766 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 0 0 16 14 0 1990-01-01 843 301 1468 214 209 5 0.3 314 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5367" 7.29165620917446 "0" "0" 0 0 1 0 0 0 0.187062937062937 0.0233644859813084 0.274475524475524 7.29165620917446 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 0 0 16 14 0 1991-01-01 828 529 1829 272 261 11 10 278 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5367" 7.51152464839087 "0" "0" 0 0 1 0 0 0 0.200442151805453 0.0404411764705882 0.204863669859985 7.51152464839087 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 10 10 10 31 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5373" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 10 10 10 31 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5373" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 10 10 10 31 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5373" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 11 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5377" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 20 20 20 8 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5379" NA "0" "0" 1 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 15 15 15 6 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5380" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 15 15 15 6 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5380" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 15 15 15 6 0 1991-01-01 1278 1008 4646 129 0.01 230 3 987 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5380" 8.44376191333035 "0" "0" 0 0 1 0 0 0 0.0564304461942257 0.999956523629407 0.431758530183727 8.44376191333035 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 18 20 19 6 0 1989-01-01 8601 601 8651 1170 47 1123 441 144 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5381" 9.06543020018037 "0" "0" 0 0 1 0 0 0 0.127146272549446 0.95982905982906 0.0156487720060856 9.06543020018037 0.808654235860552 "1" 0.11015317264026 "1"
0 0 0 0 0 18 20 19 6 0 1990-01-01 9438 873 8834 1458 83 1375 578 144 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5381" 9.08636319215647 "0" "0" 0 0 1 0 0 0 0.141402385801571 0.943072702331962 0.0139656677334885 9.08636319215647 0.886655074983699 "1" 0.116473494204826 "1"
0 0 0 0 0 18 20 19 6 0 1991-01-01 10781 778 8451 1468 39 1429 477 198 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5381" 9.04204005654448 "0" "0" 0 0 1 0 0 0 0.127000605588719 0.973433242506812 0.0171295094731378 9.04204005654448 0.958094098883573 "1" 0.129344816950258 "1"
9 0 0 0 0 22 23 23 4 0 1989-01-01 2831 984 6279 72 0.1 83 9 975 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5392" 8.74496601111411 "0" "0" 0 0 1 0 0 0 0.018872870249017 0.998796630565584 0.255570117955439 8.74496601111411 0.808654235860552 "1" 0.11015317264026 "0"
9 0 0 0 0 22 23 23 4 0 1990-01-01 3742 1737 7449 297 11 286 6 1731 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5392" 8.91583507417628 "0" "0" 0 0 1 0 0 0 0.0542069720751962 0.962962962962963 0.315933564519073 8.91583507417628 0.886655074983699 "1" 0.116473494204826 "0"
9 0 0 0 0 22 23 23 4 0 1991-01-01 4933 1701 11720 313 0.18 431 3 1698 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5392" 9.369052063131 "0" "0" 0 0 1 0 0 0 0.0471811878203196 0.999582540934181 0.255954175459753 9.369052063131 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 15 15 15 31 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5394" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 15 15 15 31 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5394" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 15 15 15 31 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5394" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 13 13 15 23 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5396" NA "0" "0" 1 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 14 14 14 18 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5402" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 12 12 12 34 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5406" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 16 13 14 20 0 1989-01-01 2739 292 6399 320 270 50 0 292 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5412" 8.76389700713946 "0" "0" 0 0 1 0 0 0 0.105575717584955 0.15625 0.0963378422962719 8.76389700713946 0.808654235860552 "0" 0.11015317264026 "1"
0 0 0 0 0 16 13 14 20 0 1990-01-01 2726 296 6872 74 -62 136 0 296 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5412" 8.83521046366409 "0" "0" 0 0 1 0 0 0 0.0244870946393117 1.83783783783784 0.0979483785572469 8.83521046366409 0.886655074983699 "1" 0.116473494204826 "1"
0 0 0 0 0 16 13 14 20 0 1991-01-01 3049 265 7694 341 163 178 0 265 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5412" 8.94819608331224 "0" "0" 0 0 1 0 0 0 0.102896801448401 0.521994134897361 0.079963789981895 8.94819608331224 0.958094098883573 "0" 0.129344816950258 "1"
0 0 2 0 0 13 13 13 10 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5417" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 15 14 14 17 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5420" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 15 14 14 17 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5420" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 15 14 14 17 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5420" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 15 17 15 7 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5424" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 13 13 13 12 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5427" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 16 16 16 92 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5429" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 19 21 20 60 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5430" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 16 18 19 14 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5433" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
1 1 3 3 1 14 14 14 9 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5436" NA "1" "1" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 9 13 13 18 NA 0 1989-01-01 1525 373 2949 100 -24 124 5 350 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5440" 7.98922140881528 "0" "0" 1 0 1 0 0 0 0.0526870389884089 1.24 0.184404636459431 7.98922140881528 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 9 13 13 18 NA 0 1990-01-01 1698 337 2628 208 24 184 5 314 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5440" 7.8739783796045 "0" "0" 1 0 1 0 0 0 0.102211302211302 0.884615384615385 0.154299754299754 7.8739783796045 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 9 13 13 18 NA 0 1991-01-01 1994 307 3259 0.28 -366 238 8 281 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "5440" 8.08917567883756 "0" "0" 1 0 1 0 0 0 0.000121686223381139 -1.859375 0.122120817036071 8.08917567883756 0.958094098883573 "0" 0.129344816950258 "1"
