"d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "identif" "lsize" "razd" "raz92d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm"
0 0 0 0 0 61 61 65 8 0 1991-01-01 8351 2101 13088 1252 1094 158 77 1742 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3332" 9.47945105884253 "0" "0" 1 0 0 1 0 0 0.119785686949866 0.126198083067093 0.166666666666667 9.47945105884253 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 0 0 103 16 0 1989-01-01 7418 2853 10994 1558 1106 452 119 2201 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3336" 9.30510494842061 "0" "0" 0 0 1 0 0 0 0.151689222081589 0.290115532734275 0.214292668678804 9.30510494842061 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 0 0 103 16 0 1990-01-01 10278 4016 13850 1660 1066 594 107 3414 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3336" 9.53604051161548 "0" "0" 0 0 1 0 0 0 0.116132643067021 0.357831325301205 0.238841471946271 9.53604051161548 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 0 0 103 16 0 1991-01-01 10088 5096 14347 1614 889 725 67 4339 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3336" 9.57129614009839 "0" "0" 0 0 1 0 0 0 0.106296101159115 0.449194547707559 0.285761327713383 9.57129614009839 0.958094098883573 "0" 0.129344816950258 "0"
0 0 9 0 0 0 0 67 74 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3337" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 116 7 1 1989-01-01 6014 5923 10656 0.378 0.533 155 726 5195 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3340" 9.27387839278017 "0" "0" 0 0 1 0 0 0 3.1666247800955e-05 0.996573074524378 0.435201474407305 9.27387839278017 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 0 0 116 7 1 1990-01-01 10213 6144 11656 0.576 0.845 269 1018 5124 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3340" 9.36357634787504 "0" "0" 0 0 1 0 0 0 3.52142813474353e-05 0.996868572699142 0.313260377819894 9.36357634787504 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 0 0 116 7 1 1991-01-01 9457 7890 17097 0.135 0.351 216 770 7118 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3340" 9.74665828850311 "0" "0" 0 0 1 0 0 0 7.78232547414538e-06 0.998377636340946 0.410330316481236 9.74665828850311 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 111 106 119 20 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3343" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 112 129 134 34 0 1989-01-01 4868 2889 9438 252 -66 318 400 2439 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3351" 9.15249937228633 "0" "0" 1 0 0 1 0 0 0.032486786128658 1.26190476190476 0.31442568003094 9.15249937228633 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 112 129 134 34 0 1990-01-01 6763 3838 12296 611 58 553 511 3277 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3351" 9.41702928521843 "0" "0" 1 0 0 1 0 0 0.0576360720686728 0.905073649754501 0.30912178096406 9.41702928521843 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 112 129 134 34 0 1991-01-01 6787 8295 12643 856 -200 1056 641 7604 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3351" 9.4448589813119 "0" "0" 1 0 0 1 0 0 0.0567563983556557 1.23364485981308 0.50417716483225 9.4448589813119 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 508 500 508 20 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3352" NA "0" "0" 1 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 414 408 405 23 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3353" NA "0" "0" 1 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 322 320 325 30 1 1989-01-01 49078 2460 100288 9903 8748 1155 24 2330 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3354" 11.5158013257157 "0" "0" 0 0 1 0 0 0 0.192149481935659 0.11663132384126 0.0452093600838216 11.5158013257157 0.808654235860552 "0" 0.11015317264026 "1"
0 0 0 0 0 322 320 325 30 1 1990-01-01 59603 3005 131014 14884 13432 1452 135 2762 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3354" 11.7830594667021 "0" "0" 0 0 1 0 0 0 0.237733197035523 0.097554420854609 0.0441157679529773 11.7830594667021 0.886655074983699 "0" 0.116473494204826 "1"
0 0 0 0 0 322 320 325 30 1 1991-01-01 62263 4408 137627 16599 14568 2031 474 3617 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3354" 11.8323024061628 "0" "0" 0 0 1 0 0 0 0.248968817026893 0.122356768480029 0.0542514736542125 11.8323024061628 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 350 354 354 51 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3356" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 22 22 20 44 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3360" NA "0" "0" 1 0 0 0 0 1 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 3 0 0 0 12 12 12 7 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3363" NA "1" "1" 0 1 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 14 14 14 67 0 1989-01-01 1171 349 1171 133 15 118 6 335 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3370" 7.06561336359772 "0" "0" 0 0 1 0 0 0 0.0875 0.887218045112782 0.220394736842105 7.06561336359772 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 14 14 14 67 0 1990-01-01 1301 329 2080 73 -62 135 3 318 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3370" 7.64012317269536 "0" "0" 0 0 1 0 0 0 0.0447852760736196 1.84931506849315 0.195092024539877 7.64012317269536 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 14 14 14 67 0 1991-01-01 1433 371 1117 93 0 103 63 300 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3370" 7.0184017990692 "0" "0" 0 0 1 0 0 0 0.0515521064301552 1 0.16629711751663 7.0184017990692 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 26 25 25 7 0 1989-01-01 14462 1758 56556 1490 201 1289 10 1748 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3373" 10.9429865767117 "0" "0" 0 0 1 0 0 0 0.0918618988902589 0.86510067114094 0.107768187422935 10.9429865767117 0.808654235860552 "1" 0.11015317264026 "1"
0 0 0 0 0 26 25 25 7 0 1990-01-01 25559 2327 74722 2760 621 2139 7 2320 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3373" 11.2215298391398 "0" "0" 0 0 1 0 0 0 0.0989743957541419 0.775 0.0831958688947859 11.2215298391398 0.886655074983699 "0" 0.116473494204826 "1"
0 0 0 0 0 26 25 25 7 0 1991-01-01 21371 2345 84285 2727 112 2615 4 2341 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3373" 11.3419591922144 "0" "0" 0 0 1 0 0 0 0.114985663686962 0.958929226255959 0.0987097318266149 11.3419591922144 0.958094098883573 "1" 0.129344816950258 "1"
0 0 0 2 2 21 21 22 18 0 1989-01-01 1199 368 2144 139 128 11 0 360 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3375" 7.67042852219069 "0" "0" 0 0 0 1 0 0 0.0887045309508615 0.079136690647482 0.2297383535418 7.67042852219069 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 2 2 21 21 22 18 0 1990-01-01 1292 450 2712 267 257 10 0 327 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3375" 7.90544164906029 "0" "0" 0 0 0 1 0 0 0.153272101033295 0.0374531835205993 0.187715269804822 7.90544164906029 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 2 2 21 21 22 18 0 1991-01-01 1488 350 2805 454 420 34 0 343 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3375" 7.9391588179568 "0" "0" 0 0 0 1 0 0 0.247007616974973 0.0748898678414097 0.186615886833515 7.9391588179568 0.958094098883573 "0" 0.129344816950258 "0"
3 0 0 0 0 42 42 42 5 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3380" NA "1" "1" 0 0 1 0 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
3 0 0 0 0 42 42 42 5 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3380" NA "1" "1" 0 0 1 0 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
3 0 0 0 0 42 42 42 5 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3380" NA "1" "1" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
3 0 0 0 0 59 59 49 4 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3381" NA "1" "1" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 43 38 18 13 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3386" NA "0" "0" 1 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 55 51 50 12 0 1989-01-01 16055 5455 20750 1016 298 718 48 4974 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3388" 9.94030152565884 "0" "0" 1 0 0 1 0 0 0.0472338447233845 0.706692913385827 0.231241283124128 9.94030152565884 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 55 51 50 12 0 1990-01-01 11994 5161 20746 727 112 615 17 4708 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3388" 9.94010873599177 "0" "0" 1 0 0 1 0 0 0.0423783153599534 0.845942228335626 0.274438939084815 9.94010873599177 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 55 51 50 12 0 1991-01-01 15051 4397 19788 758 47 711 19 4209 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3388" 9.8928309723476 "0" "0" 1 0 0 1 0 0 0.0389757301522007 0.937994722955145 0.216423282599753 9.8928309723476 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 3 102 110 110 97 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3399" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 145 145 145 31 0 1989-01-01 6264 2100 11229 794 242 552 800 1300 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3403" 9.32625499657254 "0" "0" 0 0 1 0 0 0 0.0949306551889048 0.695214105793451 0.155428024868484 9.32625499657254 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 145 145 145 31 0 1990-01-01 7674 1996 11452 1018 377 641 653 1264 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3403" 9.34591966621801 "0" "0" 0 0 1 0 0 0 0.105274043433299 0.629666011787819 0.13071354705274 9.34591966621801 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 145 145 145 31 0 1991-01-01 8116 1781 10524 213 -341 554 344 1399 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3403" 9.26141364216018 "0" "0" 0 0 1 0 0 0 0.0215216732343134 2.60093896713615 0.141355966454481 9.26141364216018 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 0 0 409 NA 0 1989-01-01 55021 125476 103004 12419 196 12223 576 124871 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3409" 11.5425231014092 "0" "0" 0 0 0 1 0 0 0.0688044676642825 0.984217730896207 0.691817592536164 11.5425231014092 0.808654235860552 "1" 0.11015317264026 "0"
0 0 0 0 0 0 0 409 NA 0 1990-01-01 27938 68638 98030 7869 -4462 12331 306 68285 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3409" 11.4930288332558 "0" "0" 0 0 0 1 0 0 0.0814798707753479 1.56703520142331 0.707059724983433 11.4930288332558 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 0 0 409 NA 0 1991-01-01 36241 82727 77962 0.133 -9927 8794 204 82463 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3409" 11.2639768074741 "0" "0" 0 0 0 1 0 0 1.11794768341066e-06 -7.76169461606355 0.693152780579652 11.2639768074741 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 355 333 318 130 0 1989-01-01 16946 3122 21194 789 176 613 618 2455 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3410" 9.96147340173478 "0" "0" 0 0 1 0 0 0 0.0393163244967112 0.776932826362484 0.122334064181782 9.96147340173478 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 355 333 318 130 0 1990-01-01 17662 3378 21017 693 0.57 850 429 2949 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3410" 9.95308691302741 "0" "0" 0 0 1 0 0 0 0.0329372623574144 0.999329861151933 0.140161596958175 9.95308691302741 0.886655074983699 "1" 0.116473494204826 "0"
0 0 0 0 0 355 333 318 130 0 1991-01-01 17401 4346 15270 1003 -60 1063 565 3781 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3410" 9.63364539821268 "0" "0" 0 0 1 0 0 0 0.0461213040879202 1.05982053838485 0.173863061571711 9.63364539821268 0.958094098883573 "1" 0.129344816950258 "0"
0 0 0 0 0 0 0 320 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3413" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 4 36 2 1 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3417" NA "0" "0" 0 0 0 0 0 1 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 0 4 36 2 1 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3417" NA "0" "0" 0 0 0 0 0 1 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 0 4 36 2 1 1991-01-01 1204 408 1777 103 11 92 47 360 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3417" 7.48268182815465 "0" "0" 0 0 0 0 0 1 0.0638957816377171 0.893203883495146 0.223325062034739 7.48268182815465 0.958094098883573 "0" 0.129344816950258 "0"
9 0 0 0 0 93 93 108 3 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3419" NA "0" "0" 1 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 109 117 111 20 0 1989-01-01 7746 3085 10735 912 685 227 225 2848 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3420" 9.28126471031288 "0" "0" 0 0 0 0 1 0 0.0842027513618318 0.24890350877193 0.262948942849229 9.28126471031288 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 109 117 111 20 0 1990-01-01 7389 2677 11761 253 44 209 127 2538 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3420" 9.37254425185104 "0" "0" 0 0 0 0 1 0 0.0251341148420425 0.826086956521739 0.252135903039936 9.37254425185104 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 109 117 111 20 0 1991-01-01 7567 3038 12175 675 350 325 315 2692 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3420" 9.40713994795079 "0" "0" 0 0 0 0 1 0 0.0636492220650637 0.481481481481481 0.253842527109854 9.40713994795079 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 21 21 21 49 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3421" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 9 0 19 20 19 18 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3427" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 14 14 14 13 0 1989-01-01 1338 248 2335 79 NA 80 172 76 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3432" 7.755767170103 "0" "0" 0 0 0 1 0 0 0.0498108448928121 NA 0.0479192938209332 7.755767170103 0.808654235860552 NA 0.11015317264026 "1"
0 0 0 0 0 14 14 14 13 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3432" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 14 14 14 13 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3432" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 14 14 17 30 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3433" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 2 16 17 18 25 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3434" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 19 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3435" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
1 0 0 3 0 12 14 13 14 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3446" NA "1" "1" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 16 18 15 9 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3447" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 16 18 15 9 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3447" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 16 18 15 9 0 1991-01-01 1232 406 1602 329 293 36 19 368 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3447" 7.3790081276283 "0" "0" 0 0 0 1 0 0 0.200854700854701 0.109422492401216 0.224664224664225 7.3790081276283 0.958094098883573 "0" 0.129344816950258 "0"
9 0 0 9 0 11 13 16 10 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3451" NA "0" "0" 0 1 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 36 39 41 3 0 1989-01-01 1959 181 4410 91 77 14 12 169 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3452" 8.39162996844089 "0" "0" 0 0 0 1 0 0 0.0425233644859813 0.153846153846154 0.0789719626168224 8.39162996844089 0.808654235860552 "0" 0.11015317264026 "1"
0 0 0 0 0 36 39 41 3 0 1990-01-01 2052 187 5265 102 91 11 46 141 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3452" 8.56883642456808 "0" "0" 0 0 0 1 0 0 0.0455560518088432 0.107843137254902 0.0629745422063421 8.56883642456808 0.886655074983699 "0" 0.116473494204826 "1"
0 0 0 0 0 36 39 41 3 0 1991-01-01 2251 248 6019 62 48 14 74 174 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3452" 8.70267641154777 "0" "0" 0 0 0 1 0 0 0.0248099239695878 0.225806451612903 0.0696278511404562 8.70267641154777 0.958094098883573 "0" 0.129344816950258 "1"
0 0 0 0 0 12 12 12 23 1 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3453" NA "0" "0" 0 0 0 0 1 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 17 18 17 7 0 1989-01-01 397 893 1679 289 168 121 0 866 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3458" 7.42595365707754 "0" "0" 0 0 0 1 0 0 0.224031007751938 0.418685121107266 0.671317829457364 7.42595365707754 0.808654235860552 "0" 0.11015317264026 "0"
0 0 0 0 0 17 18 17 7 0 1990-01-01 525 864 1925 361 233 128 0 836 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3458" 7.56268124672188 "0" "0" 0 0 0 1 0 0 0.259899208063355 0.354570637119114 0.60187185025198 7.56268124672188 0.886655074983699 "0" 0.116473494204826 "0"
0 0 0 0 0 17 18 17 7 0 1991-01-01 555 847 2078 374 268 106 0 814 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3458" 7.63916117165917 "0" "0" 0 0 0 1 0 0 0.266761768901569 0.283422459893048 0.580599144079886 7.63916117165917 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 0 0 16 NA 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3461" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 0 0 10 11 0 1989-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3466" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.808654235860552 NA 0.11015317264026 NA
0 0 0 0 0 0 0 10 11 0 1990-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3466" NA "0" "0" 0 0 0 1 0 0 NA NA NA NA 0.886655074983699 NA 0.116473494204826 NA
0 0 0 0 0 0 0 10 11 0 1991-01-01 1452 797 2752 267 26 241 14 783 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3466" 7.92008319905323 "0" "0" 0 0 0 1 0 0 0.118719430858159 0.902621722846442 0.348154735437972 7.92008319905323 0.958094098883573 "0" 0.129344816950258 "0"
0 0 0 0 0 8 10 10 26 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3475" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 21 21 21 14 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3486" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
0 0 0 0 0 18 19 17 11 0 1991-01-01 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "3497" NA "0" "0" 0 0 1 0 0 0 NA NA NA NA 0.958094098883573 NA 0.129344816950258 NA
