"identif" "d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "lsize" "razd" "raz95d" "duacq" "dusco" "durg" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "persist" "eta"
1847 NA NA NA NA NA NA NA NA NA "1994-01-01" 33698 19114 78951 3725 1382 2343 864 17750 NA 0 0 166 188 175 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.276582685848 0 0 0 0 1 1 0 0 0 0.0705332121487541 0.628993288590604 0.336097856547754 11.276582685848 0.894230769230769 0 0.111177201406444 0 0 14
1849 NA NA NA NA NA NA NA NA NA "1992-01-01" 16407 15308 19067 -2699 -5153 2454 52 15253 NA 0 0 95 69 58 63 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.85571437106444 0 0 0 0 0 1 0 0 0 -0.0851016868989437 -0.909225639125602 0.480939618477061 9.85571437106444 0.998156685158956 0 0.123483853912901 0 0 61
1849 NA NA NA NA NA NA NA NA NA "1993-01-01" 14663 14887 17707 1379 -841 2220 21 14863 NA 0 0 95 69 58 63 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.78171532060622 0 0 0 0 0 1 0 0 0 0.0466666666666667 1.60986221899927 0.502978003384095 9.78171532060622 0.994739892944572 1 0.118665919194348 0 0 62
1849 NA NA NA NA NA NA NA NA NA "1994-01-01" 16292 15039 18390 1352 -92 1444 16 15020 NA 0 0 95 69 58 63 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.81956231759837 0 0 0 0 0 1 0 0 0 0.0431521496281638 1.06804733727811 0.479397401934187 9.81956231759837 0.894230769230769 1 0.111177201406444 0 0 63
1850 NA NA NA NA NA NA NA NA NA "1992-01-01" 12029 2470 13104 212 -798 1010 35 378 NA 0 0 90 90 90 72 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.48067280609285 0 0 1 0 0 1 0 0 0 0.0146216980481413 4.76415094339623 0.0260707635009311 9.48067280609285 0.998156685158956 1 0.123483853912901 1 0 70
1850 NA NA NA NA NA NA NA NA NA "1993-01-01" 14629 1735 13152 0 0.112 1012 17 557 NA 0 0 90 90 90 72 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.48432911729596 0 0 1 0 0 1 0 0 0 0 0.999889340310163 0.0340381324859448 9.48432911729596 0.994739892944572 1 0.118665919194348 1 0 71
1850 NA NA NA NA NA NA NA NA NA "1994-01-01" 11874 7672 14401 820 136 684 10 4690 NA 0 0 90 90 90 72 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.57505292759738 0 0 1 0 0 1 0 0 0 0.0419523176097411 0.834146341463415 0.239946792182544 9.57505292759738 0.894230769230769 0 0.111177201406444 0 0 72
1851 NA NA NA NA NA NA NA NA NA "1992-01-01" 4112 2421 10059 -252 -270 18 126 2080 NA 1 0 132 110 94 57 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.21622303513434 1 1 0 0 0 1 0 0 0 -0.0385733966018674 -0.0714285714285714 0.318383590999541 9.21622303513434 0.998156685158956 0 0.123483853912901 0 0 55
1851 NA NA NA NA NA NA NA NA NA "1993-01-01" 4075 2277 7758 0.085 0.168 83 67 2084 NA 1 0 132 110 94 57 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.95647984799991 1 1 0 0 0 1 0 0 0 1.33816120906801e-05 0.997979992304733 0.32808564231738 8.95647984799991 0.994739892944572 1 0.118665919194348 0 0 56
1851 NA NA NA NA NA NA NA NA NA "1994-01-01" 4553 2457 9240 -74 -218 144 28 2330 NA 1 0 132 110 94 57 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.13129716463573 1 1 0 0 0 1 0 0 0 -0.0105563480741797 -1.94594594594595 0.332382310984308 9.13129716463573 0.894230769230769 0 0.111177201406444 0 0 57
1852 NA NA NA NA NA NA NA NA NA "1992-01-01" 5322 13984 15892 3100 2381 719 194 9970 NA 0 0 160 160 160 48 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.67357111693449 0 0 0 0 1 1 0 0 0 0.160571842950378 0.231935483870968 0.516419765875894 9.67357111693449 0.998156685158956 0 0.123483853912901 0 0 46
1852 NA NA NA NA NA NA NA NA NA "1993-01-01" 5026 13627 13922 1129 428 701 21 10034 NA 0 0 160 160 160 48 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.54122560172861 0 0 0 0 1 1 0 0 0 0.0605264568702085 0.620903454384411 0.537929555567469 9.54122560172861 0.994739892944572 0 0.118665919194348 0 0 47
1852 NA NA NA NA NA NA NA NA NA "1994-01-01" 5453 12222 14253 1211 661 550 14 10314 NA 0 0 160 160 160 48 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.56472268985503 0 0 0 0 1 1 0 0 0 0.0685148514851485 0.454170107349298 0.583536067892504 9.56472268985503 0.894230769230769 0 0.111177201406444 0 0 48
1855 NA NA NA NA NA NA NA NA NA "1992-01-01" 17132 3241 23807 137 -460 597 98 3079 NA 0 0 NA NA 116 36 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.0777349340625 0 0 0 0 0 1 0 0 0 0.00672458646247484 4.35766423357664 0.151131399401168 10.0777349340625 0.998156685158956 1 0.123483853912901 0 0 34
1855 NA NA NA NA NA NA NA NA NA "1993-01-01" 19516 3128 27304 1310 780 530 106 2955 NA 0 0 NA NA 116 36 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.2147884905865 0 0 0 0 0 1 0 0 0 0.0578519696166755 0.404580152671756 0.130498145204028 10.2147884905865 0.994739892944572 0 0.118665919194348 0 0 35
1855 NA NA NA NA NA NA NA NA NA "1994-01-01" 19808 3404 33706 2064 1647 417 77 3260 NA 0 0 NA NA 116 36 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.425431142036 0 0 0 0 0 1 0 0 0 0.0889195243839393 0.20203488372093 0.14044459762192 10.425431142036 0.894230769230769 0 0.111177201406444 0 0 36
1857 NA NA NA NA NA NA NA NA NA "1992-01-01" 15881 6039 22383 1208 149 1059 124 5623 NA 0 0 100 100 100 41 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.0160570211396 0 0 0 0 1 1 0 0 0 0.0551094890510949 0.876655629139073 0.256523722627737 10.0160570211396 0.998156685158956 0 0.123483853912901 0 0 39
1857 NA NA NA NA NA NA NA NA NA "1993-01-01" 18267 5491 26136 1152 189 963 44 5167 NA 0 0 100 100 100 41 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.1710689532809 0 0 0 0 1 1 0 0 0 0.0484889300446166 0.8359375 0.217484636753936 10.1710689532809 0.994739892944572 0 0.118665919194348 0 0 40
1857 NA NA NA NA NA NA NA NA NA "1994-01-01" 21461 7325 33617 1700 607 1093 17 6745 NA 0 0 100 100 100 41 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4227871703815 0 0 0 0 1 1 0 0 0 0.0590564857917043 0.642941176470588 0.234315292155909 10.4227871703815 0.894230769230769 0 0.111177201406444 0 0 41
1858 NA NA NA NA NA NA NA NA NA "1992-01-01" 27840 6772 44807 3454 879 2575 250 6289 NA 0 0 143 150 168 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.7101196561973 0 0 0 0 1 1 0 0 0 0.0997919796602334 0.745512449334105 0.181699988443314 10.7101196561973 0.998156685158956 0 0.123483853912901 0 0 12
1858 NA NA NA NA NA NA NA NA NA "1993-01-01" 31500 8034 50310 4112 1138 2974 219 7700 NA 0 0 143 150 168 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.8259591434854 0 0 0 0 1 1 0 0 0 0.104011736732939 0.723249027237354 0.194769059543684 10.8259591434854 0.994739892944572 0 0.118665919194348 0 0 13
1858 NA NA NA NA NA NA NA NA NA "1994-01-01" 40156 9519 61168 3190 873 2317 306 9098 NA 0 0 143 150 168 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.0213794559362 0 0 0 0 1 1 0 0 0 0.0642174131857071 0.726332288401254 0.1831504781077 11.0213794559362 0.894230769230769 0 0.111177201406444 0 0 14
1859 NA NA NA NA NA NA NA NA NA "1992-01-01" 11141 11446 15702 965 -88 1053 1281 9904 NA 0 0 100 101 115 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.6615433717582 0 0 0 0 0 1 0 0 0 0.0427236906184974 1.09119170984456 0.438482312834816 9.6615433717582 0.998156685158956 1 0.123483853912901 0 0 5
1859 NA NA NA NA NA NA NA NA NA "1993-01-01" 11268 9984 17060 609 -237 846 348 9427 NA 0 0 100 101 115 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.74449182104567 0 0 0 0 0 1 0 0 0 0.0286561264822134 1.38916256157635 0.443581780538302 9.74449182104567 0.994739892944572 1 0.118665919194348 0 0 6
1859 NA NA NA NA NA NA NA NA NA "1994-01-01" 14010 11679 19982 1461 954 507 273 11277 NA 0 0 100 101 115 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.90258714729296 0 0 0 0 0 1 0 0 0 0.0568725913815252 0.347022587268994 0.438981665304216 9.90258714729296 0.894230769230769 0 0.111177201406444 0 0 7
1866 NA NA NA NA NA NA NA NA NA "1992-01-01" 17492 1956 10484 1844 1832 12 5 1932 NA 0 0 72 67 68 44 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.2576055644433 0 0 0 0 1 1 0 0 0 0.0948169477581242 0.00650759219088937 0.0993418346359523 9.2576055644433 0.998156685158956 0 0.123483853912901 1 0 42
1866 NA NA NA NA NA NA NA NA NA "1993-01-01" 11454 7667 9296 711 702 9 2 2146 NA 0 0 72 67 68 44 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.13733947909169 0 0 0 0 1 1 0 0 0 0.0371842476857905 0.0126582278481013 0.112232623816746 9.13733947909169 0.994739892944572 0 0.118665919194348 1 0 43
1866 NA NA NA NA NA NA NA NA NA "1994-01-01" 11901 8008 9692 1237 1223 14 35 2323 NA 0 0 72 67 68 44 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.17905608193642 0 0 0 0 1 1 0 0 0 0.0621327038023005 0.0113177041228779 0.116680898086293 9.17905608193642 0.894230769230769 0 0.111177201406444 0 0 44
1876 NA NA NA NA NA NA NA NA NA "1992-01-01" 35277 10665 36539 1989 338 1651 0 8789 NA 0 0 205 207 193 64 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.5061354622888 0 0 0 0 0 1 0 0 0 0.0432937181663837 0.830065359477124 0.191306429846328 10.5061354622888 0.998156685158956 0 0.123483853912901 0 0 62
1876 NA NA NA NA NA NA NA NA NA "1993-01-01" 36513 11367 36232 1016 -837 1853 12 9097 NA 0 0 205 207 193 64 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.497697985236 0 0 0 0 0 1 0 0 0 0.0212197159565581 1.8238188976378 0.18999582289056 10.497697985236 0.994739892944572 1 0.118665919194348 0 0 63
1876 NA NA NA NA NA NA NA NA NA "1994-01-01" 43735 9616 39551 2539 716 1823 14 8984 NA 0 0 205 207 193 64 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.5853462573262 0 0 0 0 0 1 0 0 0 0.0475904856516279 0.717999212288302 0.168394219414819 10.5853462573262 0.894230769230769 0 0.111177201406444 0 0 64
1878 NA NA NA NA NA NA NA NA NA "1992-01-01" 20898 5187 42602 1866 293 1573 348 4740 NA 0 0 166 161 151 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.6596564795122 0 0 0 0 0 1 0 0 0 0.0715353651523864 0.842979635584137 0.181713628522139 10.6596564795122 0.998156685158956 0 0.123483853912901 0 0 19
1878 NA NA NA NA NA NA NA NA NA "1993-01-01" 19372 5251 35471 1339 -75 1414 255 4505 NA 0 0 166 161 151 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4764707402093 0 0 0 0 0 1 0 0 0 0.0543800511716688 1.05601194921583 0.182959022052552 10.4764707402093 0.994739892944572 1 0.118665919194348 0 0 20
1878 NA NA NA NA NA NA NA NA NA "1994-01-01" 18827 5304 36243 1201 57 1144 166 4643 NA 0 0 166 161 151 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4980015381877 0 0 0 0 0 1 0 0 0 0.0497700053872612 0.952539550374688 0.192408105756081 10.4980015381877 0.894230769230769 1 0.111177201406444 0 0 21
1883 NA NA NA NA NA NA NA NA NA "1992-01-01" 9674 7287 14472 999 66 933 16 5703 NA 0 0 107 109 112 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.57997102707513 0 0 1 0 0 1 0 0 0 0.0588998290195154 0.933933933933934 0.336241966865161 9.57997102707513 0.998156685158956 0 0.123483853912901 0 0 8
1883 NA NA NA NA NA NA NA NA NA "1993-01-01" 10446 5112 18225 674 57 617 9 5085 NA 0 0 107 109 112 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.81054955687686 0 0 1 0 0 1 0 0 0 0.0433217637228436 0.915430267062315 0.32684149633629 9.81054955687686 0.994739892944572 0 0.118665919194348 0 0 9
1883 NA NA NA NA NA NA NA NA NA "1994-01-01" 15002 5911 28342 1649 576 1073 3 5890 NA 0 0 107 109 112 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.2521000823848 0 0 1 0 0 1 0 0 0 0.0788504757806149 0.650697392359005 0.281642997178788 10.2521000823848 0.894230769230769 0 0.111177201406444 0 0 10
1887 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 25 25 30 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 20
1887 NA NA NA NA NA NA NA NA NA "1993-01-01" 3414 2099 5486 296 75 221 7 2086 NA 0 0 25 25 30 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.60995467149755 0 0 0 0 0 1 0 0 0 0.0536912751677852 0.746621621621622 0.378378378378378 8.60995467149755 0.994739892944572 0 0.118665919194348 0 0 21
1887 NA NA NA NA NA NA NA NA NA "1994-01-01" 3675 2104 5746 447 94 353 5 2091 NA 0 0 25 25 30 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.65625923953924 0 0 0 0 0 1 0 0 0 0.0773490223222011 0.789709172259508 0.361827305762243 8.65625923953924 0.894230769230769 0 0.111177201406444 0 0 22
1892 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 81 81 53 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 19
1892 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 81 81 53 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 1 0 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 20
1892 NA NA NA NA NA NA NA NA NA "1994-01-01" 1319 2050 3779 64 -78 142 2 2048 NA 0 0 81 81 53 21 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.23721470334949 0 0 0 0 0 1 0 0 0 0.0189967349361828 2.21875 0.607895517957851 8.23721470334949 0.894230769230769 1 0.111177201406444 0 0 21
1897 NA NA NA NA NA NA NA NA NA "1992-01-01" 13009 5900 23516 2247 1426 821 4 5446 NA 0 0 155 151 138 55 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.0654363195221 0 0 0 0 0 1 0 0 0 0.118832302078375 0.365376056964842 0.288011000052885 10.0654363195221 0.998156685158956 0 0.123483853912901 0 0 53
1897 NA NA NA NA NA NA NA NA NA "1993-01-01" 11301 6073 18561 1131 639 492 0 5401 NA 0 0 155 151 138 55 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.8288178841991 0 0 0 0 0 1 0 0 0 0.0650972717854265 0.435013262599469 0.310866812478416 9.8288178841991 0.994739892944572 0 0.118665919194348 0 0 54
1897 NA NA NA NA NA NA NA NA NA "1994-01-01" 15710 6001 19388 363 0.81 544 0 5446 NA 0 0 155 151 138 55 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.87240959696527 0 0 0 0 0 1 0 0 0 0.0167196352079591 0.998513243148988 0.25084058772051 9.87240959696527 0.894230769230769 1 0.111177201406444 0 0 55
1908 NA NA NA NA NA NA NA NA NA "1992-01-01" 49693 92695 81245 6270 -402 6672 13237 79274 NA 0 0 178 178 173 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3052245598369 0 0 0 0 0 1 0 0 0 0.0440346096581173 1.06411483253589 0.556746355029918 11.3052245598369 0.998156685158956 1 0.123483853912901 0 0 6
1908 NA NA NA NA NA NA NA NA NA "1993-01-01" 50230 89249 92318 10297 -46 10343 9443 79618 NA 0 0 178 178 173 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.4329944177291 0 0 0 0 0 1 0 0 0 0.0738247334724224 1.00446732057881 0.570824281791524 11.4329944177291 0.994739892944572 1 0.118665919194348 0 0 7
1908 NA NA NA NA NA NA NA NA NA "1994-01-01" 65626 80239 118973 6603 423 6180 10294 69575 NA 0 0 178 178 173 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.6866518555938 0 0 0 0 0 1 0 0 0 0.0452678846878963 0.935938209904589 0.476982141020807 11.6866518555938 0.894230769230769 1 0.111177201406444 0 0 8
1910 NA NA NA NA NA NA NA NA NA "1992-01-01" 33699 20113 65773 -3193 -5600 2407 694 10708 NA 1 1 157 144 140 45 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.0939646987567 1 1 0 0 0 1 0 0 0 -0.0593362075373523 -0.753836517381773 0.198989073069204 11.0939646987567 0.998156685158956 0 0.123483853912901 0 0 43
1910 NA NA NA NA NA NA NA NA NA "1993-01-01" 34310 22997 82456 431 0.791 2222 520 15024 NA 1 1 157 144 140 45 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3200200967166 1 1 0 0 0 1 0 0 0 0.00752089622559199 0.99964414108209 0.262166925506483 11.3200200967166 0.994739892944572 1 0.118665919194348 0 0 44
1910 NA NA NA NA NA NA NA NA NA "1994-01-01" 38945 23389 82066 0.867 -4664 2797 375 15687 NA 1 1 157 144 140 45 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3152790805545 1 1 0 0 0 1 0 0 0 1.39089421503513e-05 -1.49812533476165 0.25166041004909 11.3152790805545 0.894230769230769 0 0.111177201406444 0 0 45
1911 NA NA NA NA NA NA NA NA NA "1992-01-01" 32129 13162 64734 -747 -4108 3361 165 12293 NA 1 1 167 169 171 44 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.0780418447794 1 1 0 0 0 0 1 0 0 -0.0164933430482877 -4.49933065595716 0.271422578437217 11.0780418447794 0.998156685158956 0 0.123483853912901 0 0 42
1911 NA NA NA NA NA NA NA NA NA "1993-01-01" 32599 13444 88403 2263 0.408 3671 110 12239 NA 1 1 167 169 171 44 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3896611847015 1 1 0 0 0 0 1 0 0 0.0491497078817627 0.999888870972662 0.265816736528897 11.3896611847015 0.994739892944572 1 0.118665919194348 0 0 43
1911 NA NA NA NA NA NA NA NA NA "1994-01-01" 44774 12536 101812 1914 -977 2891 62 11749 NA 1 1 167 169 171 44 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.530883254344 1 1 0 0 0 0 1 0 0 0.0333973128598848 1.51044932079415 0.205007852032804 11.530883254344 0.894230769230769 1 0.111177201406444 0 0 44
1912 NA NA NA NA NA NA NA NA NA "1992-01-01" 35426 39654 87431 3445 -7699 11144 520 33828 NA 0 0 198 198 198 16 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3786051898311 0 0 0 0 0 1 0 0 0 0.045884389984017 3.23483309143686 0.450559403303143 11.3786051898311 0.998156685158956 1 0.123483853912901 0 0 14
1912 NA NA NA NA NA NA NA NA NA "1993-01-01" 28067 36044 107869 6309 -3227 9536 734 30344 NA 0 0 198 198 198 16 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.5886728069084 0 0 0 0 0 1 0 0 0 0.0984074495796353 1.51149152005072 0.473304113178706 11.5886728069084 0.994739892944572 1 0.118665919194348 0 0 15
1912 NA NA NA NA NA NA NA NA NA "1994-01-01" 17388 30691 62367 446 -3808 4254 468 28873 NA 0 0 198 198 198 16 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.0407915683152 0 0 0 0 0 1 0 0 0 0.00927639925955199 9.53811659192825 0.600532456997858 11.0407915683152 0.894230769230769 1 0.111177201406444 0 0 16
1914 NA NA NA NA NA NA NA NA NA "1992-01-01" 21405 22314 43280 0.96 -3333 3137 49 21798 NA 0 1 113 109 100 32 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.6754459135204 0 0 0 0 0 0 1 0 0 2.1958416249228e-05 -16.0051020408163 0.498593288959034 10.6754459135204 0.998156685158956 0 0.123483853912901 0 0 30
1914 NA NA NA NA NA NA NA NA NA "1993-01-01" 19607 22243 57557 1972 -70 2042 107 21409 NA 0 1 113 109 100 32 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.9605310401156 0 0 0 0 0 0 1 0 0 0.0471206690561529 1.03549695740365 0.511565113500597 10.9605310401156 0.994739892944572 1 0.118665919194348 0 0 31
1914 NA NA NA NA NA NA NA NA NA "1994-01-01" 27818 20854 67887 -778 -2729 1951 92 20064 NA 0 1 113 109 100 32 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1255998371899 0 0 0 0 0 0 1 0 0 -0.0159845496383958 -2.50771208226221 0.412228796844181 11.1255998371899 0.894230769230769 0 0.111177201406444 0 0 32
1918 NA NA NA NA NA NA NA NA NA "1992-01-01" 27364 3933 48238 6555 3689 2866 628 953 NA 0 0 113 122 130 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.7839023711718 0 0 1 0 1 0 1 0 0 0.209444994727929 0.4372234935164 0.0304502028948462 10.7839023711718 0.998156685158956 0 0.123483853912901 1 0 11
1918 NA NA NA NA NA NA NA NA NA "1993-01-01" 32369 6762 60683 11789 8934 2855 726 1832 NA 0 0 113 122 130 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.013418871924 0 0 1 0 1 0 1 0 0 0.301270092765327 0.242174908813301 0.0468171015307557 11.013418871924 0.994739892944572 0 0.118665919194348 1 0 12
1918 NA NA NA NA NA NA NA NA NA "1994-01-01" 34169 7853 73707 13188 11293 1895 552 2167 NA 0 0 113 122 130 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2078530533144 0 0 1 0 1 0 1 0 0 0.313835609918614 0.143691234455566 0.0515682261672457 11.2078530533144 0.894230769230769 0 0.111177201406444 1 0 13
1920 NA NA NA NA NA NA NA NA NA "1992-01-01" 16350 10697 15404 409 0.16 525 912 9624 NA 0 0 206 207 228 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.6423824949348 0 0 0 0 1 0 1 0 0 0.0151218249713462 0.999695330946759 0.35582504529153 9.6423824949348 0.998156685158956 1 0.123483853912901 0 0 7
1920 NA NA NA NA NA NA NA NA NA "1993-01-01" 4804 10077 28862 120 -327 447 547 9400 NA 0 0 206 207 228 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.270281129996 0 0 0 0 1 0 1 0 0 0.00806397419528257 3.725 0.631677978630468 10.270281129996 0.994739892944572 1 0.118665919194348 0 0 8
1920 NA NA NA NA NA NA NA NA NA "1994-01-01" 3780 14937 17217 294 -78 372 315 7996 NA 0 0 206 207 228 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.75365254677647 0 0 0 0 1 0 1 0 0 0.0157076454560026 1.26530612244898 0.427205214510872 9.75365254677647 0.894230769230769 1 0.111177201406444 0 0 9
1921 NA NA NA NA NA NA NA NA NA "1992-01-01" 26006 23772 37106 3123 1628 1495 173 19728 NA 0 0 145 133 131 47 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.5215339605868 0 0 0 0 0 1 0 0 0 0.0627385592028607 0.47870637207813 0.396319659287235 10.5215339605868 0.998156685158956 0 0.123483853912901 0 0 45
1921 NA NA NA NA NA NA NA NA NA "1993-01-01" 18278 23497 31959 1643 -34 1677 471 19615 NA 0 0 145 133 131 47 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.3722091102793 0 0 0 0 0 1 0 0 0 0.0393297426690604 1.02069385270846 0.469539198084979 10.3722091102793 0.994739892944572 1 0.118665919194348 0 0 46
1921 NA NA NA NA NA NA NA NA NA "1994-01-01" 19342 23596 30941 1442 -224 1666 935 19517 NA 0 0 145 133 131 47 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.3398374442253 0 0 0 0 0 1 0 0 0 0.0335833061623737 1.15533980582524 0.454539102892543 10.3398374442253 0.894230769230769 1 0.111177201406444 0 0 47
1926 NA NA NA NA NA NA NA NA NA "1992-01-01" 24758 24949 39461 264 0.524 1788 477 24363 NA 0 0 134 105 110 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.5830681213741 0 0 0 0 1 1 0 0 0 0.00531112318184562 0.999707020984902 0.490132174542821 10.5830681213741 0.998156685158956 1 0.123483853912901 0 0 8
1926 NA NA NA NA NA NA NA NA NA "1993-01-01" 27418 25530 36008 0.224 -2386 1162 1255 24179 NA 0 0 134 105 110 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4914964149728 0 0 0 0 1 1 0 0 0 4.23056583818086e-06 -0.949346405228758 0.456655586613281 10.4914964149728 0.994739892944572 0 0.118665919194348 0 0 9
1926 NA NA NA NA NA NA NA NA NA "1994-01-01" 30866 23773 38613 -946 -2598 1652 1181 22592 NA 0 0 134 105 110 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.5613442863175 0 0 0 0 1 1 0 0 0 -0.0173136404399788 -1.74630021141649 0.413477552663848 10.5613442863175 0.894230769230769 0 0.111177201406444 0 0 10
1930 NA NA NA NA NA NA NA NA NA "1992-01-01" 4928 3475 8000 1063 536 527 0 3446 NA 0 0 53 51 49 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.98719682066197 0 0 0 0 1 0 0 1 0 0.126502439604903 0.495766698024459 0.410091633940259 8.98719682066197 0.998156685158956 0 0.123483853912901 0 0 12
1930 NA NA NA NA NA NA NA NA NA "1993-01-01" 4829 3815 7844 772 336 436 0 3768 NA 0 0 53 51 49 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.96750418731624 0 0 0 0 1 0 0 1 0 0.0893105043961129 0.564766839378238 0.435909301249422 8.96750418731624 0.994739892944572 0 0.118665919194348 0 0 13
