"identif" "d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "lsize" "razd" "raz95d" "duacq" "dusco" "durg" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "persist" "eta"
11925 NA NA NA NA NA NA NA NA NA "1994-01-01" 40818 20332 68176 12627 11929 698 216 19989 NA 0 0 268 250 244 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1298478757397 0 0 0 0 0 0 1 0 0 0.206492232215863 0.0552783717430902 0.326884709730172 11.1298478757397 0.894230769230769 0 0.111177201406444 0 0 34
11927 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA NA NA 132 120 128 5 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 1 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 3
11927 NA NA NA NA NA NA NA NA NA "1993-01-01" 14058 15299 9178 0.133 -2860 1727 3048 6598 NA NA NA 132 120 128 5 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.12456459495478 NA 0 1 0 1 0 1 0 0 4.53043567121981e-06 -1.52427184466019 0.224750485403822 9.12456459495478 0.994739892944572 0 0.118665919194348 0 0 4
11927 NA NA NA NA NA NA NA NA NA "1994-01-01" 14686 13570 11426 -976 -2408 1432 2823 6412 NA NA NA 132 120 128 5 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.34364673928441 NA 0 1 0 1 0 1 0 0 -0.0345413363533409 -1.4672131147541 0.226925254813137 9.34364673928441 0.894230769230769 0 0.111177201406444 0 0 5
11932 NA NA NA NA NA NA NA NA NA "1992-01-01" 12061 1409 9849 933 916 17 15 1394 NA 0 0 125 125 125 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.1951252061697 0 0 0 0 0 0 1 0 0 0.0692650334075724 0.0182207931404073 0.103489235337788 9.1951252061697 0.998156685158956 0 0.123483853912901 1 0 13
11932 NA NA NA NA NA NA NA NA NA "1993-01-01" 13654 1386 11106 1580 1511 69 66 1314 NA 0 0 125 125 125 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.31524078180155 0 0 0 0 0 0 1 0 0 0.105053191489362 0.0436708860759494 0.0873670212765957 9.31524078180155 0.994739892944572 0 0.118665919194348 1 0 14
11932 NA NA NA NA NA NA NA NA NA "1994-01-01" 14563 1468 13396 2033 2012 21 57 1405 NA 0 0 125 125 125 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.5027114339141 0 0 0 0 0 0 1 0 0 0.1268167924646 0.0103295622233153 0.0876426922837003 9.5027114339141 0.894230769230769 0 0.111177201406444 1 0 15
11933 NA NA NA NA NA NA NA NA NA "1992-01-01" 23075 4410 28990 2065 103 1962 965 3445 NA 0 0 140 140 140 87 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.2747062219157 0 0 0 0 0 0 1 0 0 0.0751318901218847 0.950121065375303 0.125341095142805 10.2747062219157 0.998156685158956 0 0.123483853912901 0 0 85
11933 NA NA NA NA NA NA NA NA NA "1993-01-01" 22137 3231 29198 -4461 -6845 2384 220 3011 NA 0 0 140 140 140 87 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.2818554927599 0 0 0 0 0 0 1 0 0 -0.17585146641438 -0.534409325263394 0.118692841374961 10.2818554927599 0.994739892944572 0 0.118665919194348 0 0 86
11933 NA NA NA NA NA NA NA NA NA "1994-01-01" 23542 10601 30631 506 -734 1240 1259 2723 NA 0 0 140 140 140 87 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.3297678470249 0 0 0 0 0 0 1 0 0 0.0148200216735495 2.45059288537549 0.0797528043815716 10.3297678470249 0.894230769230769 1 0.111177201406444 1 0 87
11934 NA NA NA NA NA NA NA NA NA "1992-01-01" 3758 411 6031 376 218 158 0 408 NA 0 0 69 64 53 25 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.70466811345099 0 0 0 0 0 0 1 0 0 0.0901894938834253 0.420212765957447 0.0978651954905253 8.70466811345099 0.998156685158956 0 0.123483853912901 1 0 23
11934 NA NA NA NA NA NA NA NA NA "1993-01-01" 4243 865 7037 527 351 176 0 265 NA 0 0 69 64 53 25 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.85893722196655 0 0 0 0 0 0 1 0 0 0.103171495693031 0.333965844402277 0.0518794048551292 8.85893722196655 0.994739892944572 0 0.118665919194348 1 0 24
11934 NA NA NA NA NA NA NA NA NA "1994-01-01" 2855 760 6059 348 223 125 0 294 NA 0 0 69 64 53 25 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.70930004894499 0 0 0 0 0 0 1 0 0 0.0962655601659751 0.359195402298851 0.0813278008298755 8.70930004894499 0.894230769230769 0 0.111177201406444 1 0 25
11936 NA NA NA NA NA NA NA NA NA "1992-01-01" 7050 1822 16297 420 292 128 94 1605 NA 0 0 99 101 120 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.69873632077599 0 0 0 0 0 0 1 0 0 0.0473399458972047 0.304761904761905 0.180906221821461 9.69873632077599 0.998156685158956 0 0.123483853912901 0 0 9
11936 NA NA NA NA NA NA NA NA NA "1993-01-01" 9712 1992 21796 610 482 128 60 1932 NA 0 0 99 101 120 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.98948174570299 0 0 0 0 0 0 1 0 0 0.0521189336978811 0.20983606557377 0.165071770334928 9.98948174570299 0.994739892944572 0 0.118665919194348 0 0 10
11936 NA NA NA NA NA NA NA NA NA "1994-01-01" 14372 5018 28487 551 462 89 51 4896 NA 0 0 99 101 120 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.2572031218422 0 0 0 0 0 0 1 0 0 0.0284167096441465 0.161524500907441 0.252501289324394 10.2572031218422 0.894230769230769 0 0.111177201406444 0 0 11
11938 NA NA NA NA NA NA NA NA NA "1992-01-01" 73598 31631 150309 9419 6564 2855 1956 25622 NA 0 0 360 360 319 47 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.9204484541878 0 0 0 0 0 1 0 0 0 0.0895095458476276 0.303110733623527 0.243488011859849 11.9204484541878 0.998156685158956 0 0.123483853912901 0 0 45
11938 NA NA NA NA NA NA NA NA NA "1993-01-01" 83087 34115 187923 6144 2192 3952 2582 26363 NA 0 0 360 360 319 47 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.1437875834455 0 0 0 0 0 1 0 0 0 0.0524223136123957 0.643229166666667 0.224936434531834 12.1437875834455 0.994739892944572 0 0.118665919194348 0 0 46
11938 NA NA NA NA NA NA NA NA NA "1994-01-01" 90705 34242 180434 3273 0.886 5159 2605 27974 NA 0 0 360 360 319 47 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.1031203389189 0 0 0 0 0 1 0 0 0 0.0261951067252515 0.999828290780068 0.223886928057496 12.1031203389189 0.894230769230769 1 0.111177201406444 0 0 47
11947 NA NA NA NA NA NA NA NA NA "1992-01-01" 24555 3755 36294 2420 0.87 2607 52 3682 NA 0 1 248 234 215 82 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.499407717335 0 0 0 0 0 1 0 0 0 0.0854821617802897 0.999666394413832 0.13006004945249 10.499407717335 0.998156685158956 1 0.123483853912901 0 0 80
11947 NA NA NA NA NA NA NA NA NA "1993-01-01" 25658 3455 37304 2314 0 2414 0 3392 NA 0 1 248 234 215 82 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.5268558384882 0 0 0 0 0 1 0 0 0 0.079483392298973 1 0.116511524061416 10.5268558384882 0.994739892944572 1 0.118665919194348 1 0 81
11947 NA NA NA NA NA NA NA NA NA "1994-01-01" 28551 3246 42858 1920 214 1706 0 3246 NA 0 1 248 234 215 82 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.665647604383 0 0 0 0 0 1 0 0 0 0.0603830550051892 0.888541666666667 0.102085102368148 10.665647604383 0.894230769230769 0 0.111177201406444 1 0 82
11956 NA NA NA NA NA NA NA NA NA "1992-01-01" 24893 35798 67759 -5462 -7851 2389 21118 14537 NA 0 0 207 226 249 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1237125712477 0 0 0 0 1 1 0 0 0 -0.0899968693875533 -0.437385573050165 0.239524805984413 11.1237125712477 0.998156685158956 0 0.123483853912901 0 0 21
11956 NA NA NA NA NA NA NA NA NA "1993-01-01" 28877 32633 77441 142 0.686 1828 19002 13475 NA 0 0 207 226 249 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2572716350902 0 0 0 0 1 1 0 0 0 0.00230856771256706 0.999624867254411 0.219070069907332 11.2572716350902 0.994739892944572 1 0.118665919194348 0 0 22
11956 NA NA NA NA NA NA NA NA NA "1994-01-01" 19821 225 47898 262 232 30 140 3 NA 0 0 207 226 249 23 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.7768290288739 0 0 0 0 1 1 0 0 0 0.0130699391399781 0.114503816793893 0.000149655791679138 10.7768290288739 0.894230769230769 0 0.111177201406444 1 0 23
11957 NA NA NA NA NA NA NA NA NA "1992-01-01" 50367 10339 75133 12330 11649 681 695 9638 NA 0 0 NA 451 465 38 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2270151553526 0 0 0 0 0 1 0 0 0 0.20311007149211 0.0552311435523114 0.15876519619148 11.2270151553526 0.998156685158956 0 0.123483853912901 0 0 36
11957 NA NA NA NA NA NA NA NA NA "1993-01-01" 47038 11231 72391 11910 10915 995 947 10272 NA 0 0 NA 451 465 38 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1898372612545 0 0 0 0 0 1 0 0 0 0.204396849096432 0.0835432409739714 0.176285846676621 11.1898372612545 0.994739892944572 0 0.118665919194348 0 0 37
11957 NA NA NA NA NA NA NA NA NA "1994-01-01" 51699 12178 75854 11638 10953 685 894 11265 NA 0 0 NA 451 465 38 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2365657190487 0 0 0 0 0 1 0 0 0 0.182193903909075 0.0588589104657158 0.176354556413106 11.2365657190487 0.894230769230769 0 0.111177201406444 0 0 38
11962 NA NA NA NA NA NA NA NA NA "1992-01-01" 24648 23359 68834 5558 4978 580 325 7900 NA 0 0 311 330 369 46 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.1394530878982 0 0 0 0 0 1 0 0 0 0.115774782844169 0.104354084202951 0.164559335096965 11.1394530878982 0.998156685158956 0 0.123483853912901 0 0 44
11962 NA NA NA NA NA NA NA NA NA "1993-01-01" 26548 25500 73765 3138 2858 280 266 9968 NA 0 0 311 330 369 46 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2086396433517 0 0 0 0 0 1 0 0 0 0.0602905010759299 0.0892288081580625 0.191515524131571 11.2086396433517 0.994739892944572 0 0.118665919194348 0 0 45
11962 NA NA NA NA NA NA NA NA NA "1994-01-01" 33084 38218 82191 799 -275 1074 238 22715 NA 0 0 311 330 369 46 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3168010859988 0 0 0 0 0 1 0 0 0 0.011205856778211 1.3441802252816 0.318574514038877 11.3168010859988 0.894230769230769 1 0.111177201406444 0 0 46
11965 NA NA NA NA NA NA NA NA NA "1992-01-01" 34685 48427 64382 3946 0.05 4051 10079 35030 NA 0 0 340 334 331 27 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.0725893699186 0 0 0 0 0 0 1 0 0 0.047478101838483 0.99998765752089 0.421479449417653 11.0725893699186 0.998156685158956 1 0.123483853912901 0 0 25
11965 NA NA NA NA NA NA NA NA NA "1993-01-01" 41407 42750 82441 7759 3704 4055 5053 33811 NA 0 0 340 334 331 27 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3198381649648 0 0 0 0 0 0 1 0 0 0.0921967275449458 0.522618894187395 0.401760994332022 11.3198381649648 0.994739892944572 0 0.118665919194348 0 0 26
11965 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 340 334 331 27 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 27
11966 NA NA NA NA NA NA NA NA NA "1992-01-01" 69015 47422 100629 3919 1180 2739 135 47098 NA 0 1 378 382 377 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.5191957654836 0 0 0 0 0 0 1 0 0 0.0336576861306973 0.698902781321766 0.404493417040975 11.5191957654836 0.998156685158956 0 0.123483853912901 0 0 13
11966 NA NA NA NA NA NA NA NA NA "1993-01-01" 76411 80586 109931 14656 9011 5645 140 41169 NA 0 1 378 382 377 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.6076081752294 0 0 0 0 0 0 1 0 0 0.0933521022694701 0.385166484716157 0.262227940661287 11.6076081752294 0.994739892944572 0 0.118665919194348 0 0 14
11966 NA NA NA NA NA NA NA NA NA "1994-01-01" 78543 79510 116595 16831 12682 4149 95 32032 NA 0 1 378 382 377 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.6664616703324 0 0 0 0 0 0 1 0 0 0.106489595262349 0.246509417146931 0.202666194251295 11.6664616703324 0.894230769230769 0 0.111177201406444 0 0 15
11968 NA NA NA NA NA NA NA NA NA "1992-01-01" 74334 20904 84347 6226 265 5961 1131 18979 NA 0 0 351 347 345 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.342694521248 0 0 1 0 0 0 1 0 0 0.0653730653730654 0.957436556376486 0.199279699279699 11.342694521248 0.998156685158956 0 0.123483853912901 0 0 32
11968 NA NA NA NA NA NA NA NA NA "1993-01-01" 75847 26306 94464 7136 805 6331 1768 20510 NA 0 0 351 347 345 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.4559740885201 0 0 1 0 0 0 1 0 0 0.0698560003132556 0.887191704035874 0.200777265474338 11.4559740885201 0.994739892944572 0 0.118665919194348 0 0 33
11968 NA NA NA NA NA NA NA NA NA "1994-01-01" 77475 30742 91046 5551 -30 5581 1931 24107 NA 0 0 351 347 345 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.4191201522852 0 0 1 0 0 0 1 0 0 0.0512950830276204 1.00540443163394 0.222765369581489 11.4191201522852 0.894230769230769 1 0.111177201406444 0 0 34
11972 NA NA NA NA NA NA NA NA NA "1992-01-01" 29553 10290 47060 1605 870 735 4109 6103 NA 0 0 245 222 150 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.7591786622814 0 0 1 0 1 0 1 0 0 0.0402831112115052 0.457943925233645 0.153176216650353 10.7591786622814 0.998156685158956 0 0.123483853912901 0 0 2
11972 NA NA NA NA NA NA NA NA NA "1993-01-01" 39028 10650 51156 0.97 0.109 912 3520 6943 NA 0 0 245 222 150 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.8426350665532 0 0 1 0 1 0 1 0 0 1.95257458029711e-05 0.999880496738877 0.139760054752607 10.8426350665532 0.994739892944572 1 0.118665919194348 0 0 3
11972 NA NA NA NA NA NA NA NA NA "1994-01-01" 30593 10730 55523 -3298 -3923 625 2876 7177 NA 0 0 245 222 150 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.924552628303 0 0 1 0 1 0 1 0 0 -0.0798102751494325 -0.189508793208005 0.173680516903419 10.924552628303 0.894230769230769 0 0.111177201406444 0 0 4
11975 NA NA NA NA NA NA NA NA NA "1992-01-01" 118877 99537 195511 -2775 0.8284 15509 2008 96759 NA 0 0 772 772 772 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.1833719228093 0 0 0 0 1 0 1 0 0 -0.0127052295182543 0.999946588706294 0.443007316380818 12.1833719228093 0.998156685158956 1 0.123483853912901 0 0 13
11975 NA NA NA NA NA NA NA NA NA "1993-01-01" 80878 92694 179773 0.6974 -31098 14124 1590 84495 NA 0 0 772 772 772 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.0994502228914 0 0 0 0 1 0 1 0 0 4.01792915908096e-06 -0.832096147048427 0.486800866499205 12.0994502228914 0.994739892944572 0 0.118665919194348 0 0 14
11975 NA NA NA NA NA NA NA NA NA "1994-01-01" 87425 97587 199465 -5161 0.4509 9348 1569 90007 NA 0 0 772 772 772 15 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.2033940613244 0 0 0 0 1 0 1 0 0 -0.0278954878602469 0.999951767409935 0.486492768036668 12.2033940613244 0.894230769230769 1 0.111177201406444 0 0 15
11978 NA NA NA NA NA NA NA NA NA "1992-01-01" 36272 18614 41135 1475 -2173 3648 1387 14165 NA 0 0 458 458 445 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.624614619603 0 0 0 0 1 0 1 0 0 0.0268738840505776 2.47322033898305 0.25808038479758 10.624614619603 0.998156685158956 1 0.123483853912901 0 0 11
11978 NA NA NA NA NA NA NA NA NA "1993-01-01" 37989 20302 40592 605 -3180 3785 1286 13871 NA 0 0 458 458 445 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.6113262818391 0 0 0 0 1 0 1 0 0 0.0103789607315023 6.25619834710744 0.237961263316807 10.6113262818391 0.994739892944572 1 0.118665919194348 0 0 12
11978 NA NA NA NA NA NA NA NA NA "1994-01-01" 40414 22046 51350 3402 0.35 3537 1106 16052 NA 0 0 458 458 445 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.8464202153567 0 0 0 0 1 0 1 0 0 0.0544668587896254 0.999901055875161 0.256996477745757 10.8464202153567 0.894230769230769 1 0.111177201406444 0 0 13
11983 NA NA NA NA NA NA NA NA NA "1992-01-01" 39410 62426 74897 10740 2095 8645 16642 45330 NA 0 0 289 318 351 30 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.2238691152986 0 0 0 0 1 1 0 0 0 0.105463686711968 0.804934823091248 0.445127459837386 11.2238691152986 0.998156685158956 0 0.123483853912901 0 0 28
11983 NA NA NA NA NA NA NA NA NA "1993-01-01" 38148 66129 94087 12647 5332 7315 12376 49034 NA 0 0 289 318 351 30 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.4519751651265 0 0 0 0 1 1 0 0 0 0.121282737324626 0.578398039060647 0.47022833414847 11.4519751651265 0.994739892944572 0 0.118665919194348 0 0 29
11983 NA NA NA NA NA NA NA NA NA "1994-01-01" 41512 70627 108260 14069 9116 4953 9136 56099 NA 0 0 289 318 351 30 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.592291020351 0 0 0 0 1 1 0 0 0 0.125460366152721 0.352050607719099 0.500263066372984 11.592291020351 0.894230769230769 0 0.111177201406444 0 0 30
11987 NA NA NA NA NA NA NA NA NA "1992-01-01" 19843 11950 36292 3551 699 2852 8881 2993 NA 1 1 250 250 230 52 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4993526102895 1 1 0 0 0 0 0 0 1 0.111691252791495 0.803154041115179 0.0941402195451829 10.4993526102895 0.998156685158956 0 0.123483853912901 1 0 50
11987 NA NA NA NA NA NA NA NA NA "1993-01-01" 18051 8842 34404 1936 -81 2017 5357 3485 NA 1 1 250 250 230 52 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.4459281156714 1 1 0 0 0 0 0 0 1 0.0719889934183617 1.04183884297521 0.129587625032536 10.4459281156714 0.994739892944572 1 0.118665919194348 0 0 51
11987 NA NA NA NA NA NA NA NA NA "1994-01-01" 15901 7503 29424 1986 623 1363 2052 3222 NA 1 1 250 250 230 52 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.2895659468441 1 1 0 0 0 0 0 0 1 0.0848572893522475 0.686304128902316 0.13766877456845 10.2895659468441 0.894230769230769 0 0.111177201406444 0 0 52
11993 NA NA NA NA NA NA NA NA NA "1992-01-01" 69159 23046 153721 36950 36488 462 496 15176 NA 0 0 500 500 520 38 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.942894549992 0 0 0 0 1 0 0 0 1 0.400737487121089 0.0125033829499323 0.164589772788894 11.942894549992 0.998156685158956 0 0.123483853912901 0 0 36
11993 NA NA NA NA NA NA NA NA NA "1993-01-01" 81608 29600 189043 27728 27357 371 459 19158 NA 0 0 500 500 520 38 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.1497297813921 0 0 0 0 1 0 0 0 1 0.249334580246025 0.0133799769186382 0.172271779008704 12.1497297813921 0.994739892944572 0 0.118665919194348 0 0 37
11993 NA NA NA NA NA NA NA NA NA "1994-01-01" 83299 27491 208470 24184 23861 323 415 20162 NA 0 0 500 500 520 38 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.2475504249765 0 0 0 0 1 0 0 0 1 0.218286848993591 0.0133559378101224 0.181983933568012 12.2475504249765 0.894230769230769 0 0.111177201406444 0 0 38
12001 NA NA NA NA NA NA NA NA NA "1992-01-01" NA NA NA NA NA NA NA NA NA 0 0 88 85 85 30 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 1 0 0 NA NA NA NA 0.998156685158956 NA 0.123483853912901 NA 0 28
12001 NA NA NA NA NA NA NA NA NA "1993-01-01" NA NA NA NA NA NA NA NA NA 0 0 88 85 85 30 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 1 0 0 NA NA NA NA 0.994739892944572 NA 0.118665919194348 NA 0 29
12001 NA NA NA NA NA NA NA NA NA "1994-01-01" NA NA NA NA NA NA NA NA NA 0 0 88 85 85 30 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 1 0 1 0 0 NA NA NA NA 0.894230769230769 NA 0.111177201406444 NA 0 30
12006 NA NA NA NA NA NA NA NA NA "1992-01-01" 136255 59029 278300 10055 0.54 10209 1516 57424 NA NA NA NA NA 598 NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.536454947514 NA 0 0 0 1 0 0 0 1 0.0514891132914115 0.999947108292832 0.294053788328793 12.536454947514 0.998156685158956 1 0.123483853912901 0 0 NA
12006 NA NA NA NA NA NA NA NA NA "1993-01-01" 138155 62847 317307 11597 3614 7983 1161 61571 NA NA NA NA NA 598 NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.6676250384688 NA 0 0 0 1 0 0 0 1 0.057695943323947 0.688367681296887 0.306320335121044 12.6676250384688 0.994739892944572 0 0.118665919194348 0 0 NA
12006 NA NA NA NA NA NA NA NA NA "1994-01-01" 148655 67525 354365 12695 7366 5329 865 66561 NA NA NA NA NA 598 NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.7780827343711 NA 0 0 0 1 0 0 0 1 0.0587242113053937 0.41977156360772 0.3078961976131 12.7780827343711 0.894230769230769 0 0.111177201406444 0 0 NA
12008 NA NA NA NA NA NA NA NA NA "1992-01-01" 20259 16233 18323 3656 1577 2079 142 7545 NA 0 0 89 86 84 54 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.81591238028017 0 0 0 0 1 0 0 0 1 0.100186342211992 0.568654266958424 0.206757645511345 9.81591238028017 0.998156685158956 0 0.123483853912901 0 0 52
12008 NA NA NA NA NA NA NA NA NA "1993-01-01" 12533 18993 17891 1235 0.834 3069 1335 7763 NA 0 0 89 86 84 54 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9.79205307208982 0 0 0 0 1 0 0 0 1 0.0391740150986487 0.999728324072246 0.246241197741547 9.79205307208982 0.994739892944572 1 0.118665919194348 0 0 53
12008 NA NA NA NA NA NA NA NA NA "1994-01-01" 13828 19679 22681 2459 973 1486 1845 7675 NA 0 0 89 86 84 54 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.0292828485804 0 0 0 0 1 0 0 0 1 0.0733876503417196 0.604310695404636 0.229056615035664 10.0292828485804 0.894230769230769 0 0.111177201406444 0 0 54
12013 NA NA NA NA NA NA NA NA NA "1992-01-01" 164516 114935 308228 34582 22971 11611 11446 60761 NA 0 1 1201 1201 1082 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.6385950478389 0 0 1 1 0 0 1 0 0 0.123749780820251 0.335752703718698 0.2174298893187 12.6385950478389 0.998156685158956 0 0.123483853912901 0 0 20
12013 NA NA NA NA NA NA NA NA NA "1993-01-01" 177176 114233 307595 27278 19118 8160 11100 59510 NA 0 1 1201 1201 1082 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.6365392616051 0 0 1 1 0 0 1 0 0 0.0936072667625228 0.299142165847936 0.204214694810387 12.6365392616051 0.994739892944572 0 0.118665919194348 0 0 21
12013 NA NA NA NA NA NA NA NA NA "1994-01-01" 168188 101457 271626 26339 22011 4328 9774 52803 NA 0 1 1201 1201 1082 22 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.5121813990982 0 0 1 1 0 0 1 0 0 0.0976802833354967 0.164319070579749 0.195824139145914 12.5121813990982 0.894230769230769 0 0.111177201406444 0 0 22
12014 NA NA NA NA NA NA NA NA NA "1992-01-01" 36679 74417 73690 7019 5787 1232 109 16851 NA 0 0 376 376 384 42 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.207622383761 0 0 0 0 0 0 1 0 0 0.0631795924245697 0.175523578857387 0.151679628429466 11.207622383761 0.998156685158956 0 0.123483853912901 0 0 40
12014 NA NA NA NA NA NA NA NA NA "1993-01-01" 42850 84800 89120 10149 8610 1539 120 15441 NA 0 0 376 376 384 42 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.3977390551611 0 0 0 0 0 0 1 0 0 0.0795064629847239 0.151640555719775 0.12096357226792 11.3977390551611 0.994739892944572 0 0.118665919194348 0 0 41
12014 NA NA NA NA NA NA NA NA NA "1994-01-01" 49889 82012 101572 14099 12094 2005 256 15194 NA 0 0 376 376 384 42 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.5285231855933 0 0 0 0 0 0 1 0 0 0.106890774141212 0.142208667281367 0.115192454947271 11.5285231855933 0.894230769230769 0 0.111177201406444 0 0 42
12016 NA NA NA NA NA NA NA NA NA "1992-01-01" 119291 36638 244226 8812 -8131 16943 836 20614 NA 0 0 590 598 593 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.4058493050977 0 0 0 0 1 0 0 0 1 0.0565129001019695 1.92271901951884 0.132201194133227 12.4058493050977 0.998156685158956 1 0.123483853912901 0 0 32
12016 NA NA NA NA NA NA NA NA NA "1993-01-01" 123842 37008 224671 0.2653 0.7268 4615 1028 21922 NA 0 0 590 598 593 34 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.3223923888742 0 0 0 0 1 0 0 0 1 1.64936276033572e-06 0.999842538340874 0.13628846751632 12.3223923888742 0.994739892944572 1 0.118665919194348 0 0 33
