"identif" "eta92c" "eta95c" "persist"
8435 NA NA "0"
8438 7 NA "0"
8440 NA 31 "0"
8445 4 NA "0"
8449 2 5 "0"
8451 20 23 "0"
8453 23 26 "0"
8455 13 NA "0"
8458 6 NA "0"
8460 12 NA "0"
8461 13 NA "0"
8464 5 8 "0"
8465 94 NA "0"
8467 13 16 "0"
8472 NA 24 "0"
8474 NA 25 "0"
8475 NA 23 "0"
8476 NA 29 "0"
8477 17 20 "0"
8478 27 NA "0"
8481 11 14 "0"
8482 NA 23 "0"
8483 19 22 "0"
8484 NA 7 "0"
8485 NA 14 "0"
8487 NA 13 "0"
8488 NA 31 "0"
8489 NA 9 "0"
8495 30 NA "0"
8496 15 18 "0"
8503 12 NA "0"
8507 NA 9 "0"
8508 15 NA NA
8510 NA 20 "0"
8511 NA 27 NA
8514 16 NA "0"
8516 NA 17 "0"
8517 NA 16 "0"
8521 9 12 "0"
8522 6 9 "0"
8524 NA 8 "0"
8527 11 14 "0"
8528 NA 5 "0"
8529 NA 31 NA
8530 22 25 "0"
8533 17 NA "0"
8534 17 NA "0"
8538 NA 9 "0"
8543 NA 21 "0"
8547 38 NA "0"
8548 24 NA "0"
8551 20 NA NA
8553 14 17 "0"
8554 NA 16 NA
8555 13 16 "0"
8558 NA NA "0"
8560 NA 15 "0"
8562 11 NA "0"
8563 10 13 "0"
8567 NA NA "0"
8568 5 NA "0"
8571 3 NA "0"
8574 64 NA "0"
8576 NA 5 "0"
8577 16 19 "0"
8578 9 12 "0"
8579 13 16 "0"
8580 9 12 "0"
8582 NA 11 "0"
8587 NA 23 "0"
8588 3 NA "0"
8589 27 30 "0"
8595 6 9 "0"
8596 36 39 "0"
8598 25 NA "0"
8602 NA 17 "0"
8615 29 NA "0"
8619 13 NA "0"
8624 NA NA "0"
8631 18 21 "0"
8636 14 NA "0"
8646 3 NA "0"
8650 25 28 "0"
8651 19 NA "0"
8652 15 18 "0"
8657 NA 21 "0"
8658 16 NA "0"
8660 3 NA "0"
8674 29 32 "0"
8683 NA 27 "0"
8699 12 15 "0"
8702 NA 8 "0"
8705 10 13 "1"
8714 7 10 "0"
8715 16 19 "0"
8716 40 NA "0"
8718 NA 6 "0"
8720 NA NA "0"
8728 NA 11 "0"
8730 6 9 "0"
8733 3 NA "0"
8735 1 NA "0"
8737 15 NA "0"
8739 NA NA "0"
8740 NA 16 "0"
8742 NA 24 "0"
8743 48 NA "0"
8746 NA NA "0"
8748 11 NA "0"
8755 2 NA "0"
8758 1 NA "0"
8760 11 NA NA
8764 7 NA "0"
8767 37 NA "0"
8773 10 NA "0"
8777 NA 22 "0"
8778 18 NA "0"
8779 15 18 "0"
8782 27 NA "0"
8789 19 NA "0"
8799 NA NA "0"
8800 4 NA "0"
8802 1 4 "0"
8803 NA 23 "0"
8804 14 17 "0"
8806 21 24 "0"
8810 NA 16 "0"
8811 11 NA "0"
8812 NA 45 "0"
8813 NA 43 "0"
8815 18 NA NA
8821 70 NA "0"
8823 24 NA "0"
8825 6 NA "0"
8826 NA 8 "0"
8827 NA 27 "0"
8833 3 6 "0"
8835 NA 14 "0"
8837 NA 37 "0"
8838 73 76 "0"
8840 NA 12 "0"
8841 NA 94 "0"
8845 1 4 "0"
8847 NA 20 "0"
8850 61 NA "0"
8851 23 26 "0"
8853 46 49 "0"
8859 29 NA "0"
8860 NA 9 "0"
8861 13 16 "0"
8862 5 NA "0"
8863 NA 32 "0"
8866 NA 12 "0"
8871 24 NA "0"
8873 NA 33 "0"
8876 4 NA "0"
8878 NA 4 "0"
8879 34 NA "0"
8880 23 NA "0"
8881 NA 22 "0"
8882 12 15 "0"
8884 5 8 "0"
8886 NA 27 "0"
8887 18 21 "0"
8889 129 NA "0"
8890 NA 16 "0"
8892 NA 7 "0"
8897 12 15 "0"
8899 NA 49 "0"
8900 NA 17 "0"
8901 NA 11 "0"
8902 NA 21 "0"
8904 12 15 "0"
8906 12 NA "0"
8907 NA 11 "0"
8909 6 9 "0"
8910 NA 33 NA
8914 NA NA "0"
8916 NA 17 NA
8917 NA 30 "0"
8918 20 NA "0"
8920 NA 40 "0"
8921 NA NA "0"
8924 42 NA "0"
8926 NA NA "0"
8927 19 22 "0"
8928 12 NA "0"
8929 47 50 "0"
8930 8 NA "0"
8931 5 8 "0"
8933 5 NA "0"
8934 25 28 "0"
8935 13 16 "0"
8937 NA 15 "0"
8939 NA NA "0"
8940 21 NA "0"
8943 NA 34 "0"
8944 39 42 "0"
8946 24 NA "0"
8949 4 7 "0"
8950 69 72 "0"
8951 NA NA "0"
8953 59 NA "0"
8955 34 37 "0"
8956 NA 6 "0"
8957 12 NA "0"
8958 9 NA "0"
8959 29 NA "0"
8961 NA 18 "0"
8963 64 NA "0"
8965 NA 69 "0"
8967 NA 17 "0"
8968 NA NA "0"
8970 NA 11 "0"
8971 20 NA "0"
8972 19 NA "0"
8975 NA 16 "0"
8978 NA NA "0"
8981 2 NA "0"
8982 NA 5 "0"
8987 6 9 "0"
8989 23 26 "0"
8992 7 NA "0"
8993 20 NA NA
8998 30 33 "0"
9002 19 22 "0"
9005 NA 6 "0"
9006 12 NA "0"
9009 NA 22 "0"
9012 37 40 "0"
9022 23 NA "0"
9023 10 NA "0"
9024 42 45 "0"
9026 9 12 "0"
9027 NA 7 "0"
9029 NA 30 "0"
9031 20 NA NA
9033 NA 22 "0"
9034 NA 15 "0"
9036 67 70 "0"
9037 25 NA "0"
9043 26 29 "0"
9048 NA 88 "0"
9049 NA 15 "0"
9050 NA 15 "0"
9051 NA 43 "0"
9052 12 NA "0"
9053 NA 31 "0"
9057 NA 23 "0"
9058 70 73 "0"
9059 NA 49 "0"
9061 24 NA "0"
9062 122 NA "0"
9064 NA 44 "0"
9065 116 119 "0"
9066 30 NA "0"
9069 NA 3 "0"
9071 NA 17 "0"
9072 NA 15 "0"
9077 69 NA "0"
9080 38 41 "0"
9082 NA 33 "0"
9084 NA 26 "0"
9086 NA NA "0"
9087 NA 27 "0"
9092 NA 16 "0"
9095 4 NA "0"
9097 14 NA "0"
9099 7 NA "0"
9101 NA 10 "0"
9103 4 NA "0"
9106 NA 45 "0"
9109 12 15 "0"
9111 33 NA "0"
9113 31 34 "0"
9114 45 48 "0"
9116 12 15 "0"
9117 17 NA "0"
9118 20 NA "0"
9119 NA 66 "0"
9122 28 31 "0"
9124 NA NA "0"
9125 NA 5 "0"
9127 NA 12 "0"
9129 13 NA "0"
9132 NA 41 "0"
9137 NA 65 "0"
9139 NA 17 "0"
9146 12 15 "0"
9148 27 30 "0"
9153 33 NA "0"
9154 5 NA "0"
9155 5 NA "0"
9158 NA 18 "0"
9159 NA 16 "0"
9163 NA 22 "0"
9164 16 19 "0"
9167 NA 14 "0"
9168 19 NA "0"
9169 NA NA "0"
9170 NA 34 "0"
9171 NA 15 "0"
9172 NA 13 "0"
9173 29 32 "0"
9174 22 25 "0"
9177 5 NA "0"
9178 17 NA "0"
9181 22 NA "0"
9183 22 25 "0"
9185 NA 28 "0"
9186 16 19 "0"
9187 NA 5 "0"
9188 NA 15 NA
9189 NA 18 "0"
9191 13 NA "0"
9192 11 14 "0"
9193 8 NA "0"
9194 3 NA NA
9197 33 NA "0"
9199 NA 16 NA
9202 40 NA "0"
9207 NA NA "0"
9212 22 25 "0"
9216 NA 17 "0"
9217 69 NA "0"
9219 23 NA "0"
9221 NA 17 "0"
9224 15 NA "0"
9227 NA 45 "0"
9229 30 NA "0"
9230 NA 31 "0"
9232 19 22 "0"
9234 NA 41 "0"
9235 NA 19 "0"
9237 NA 12 "0"
9238 NA 23 "0"
9239 NA 21 "0"
9241 2 NA "0"
9245 16 19 "0"
9249 23 NA "0"
9251 3 6 "0"
9253 13 NA "0"
9254 12 NA "0"
9258 NA 14 "0"
9260 NA 29 "0"
9262 12 NA "0"
9263 NA NA "0"
9264 NA 25 "0"
9265 9 12 "0"
9267 20 NA "0"
9268 14 NA "0"
9269 NA 55 "0"
9272 12 15 "0"
9275 9 12 "0"
9277 13 NA "0"
9279 10 NA "0"
9280 NA 10 "0"
9281 7 10 "0"
9287 29 32 "0"
9289 NA 15 "0"
9290 60 NA "0"
9296 19 22 "0"
9298 NA 12 "0"
9300 NA 10 "0"
9301 6 9 "0"
9308 70 NA NA
9312 NA 69 "0"
9315 58 NA "0"
9317 NA 24 "0"
9322 NA 16 "0"
9323 NA 33 "0"
9325 NA 11 "0"
9326 5 NA "0"
9331 57 NA "0"
9333 12 NA "0"
9339 NA 20 "0"
9341 NA NA "0"
9344 NA NA "0"
9345 71 NA "0"
9347 NA 23 "0"
9355 32 35 "0"
9356 NA 36 "0"
9360 25 NA "0"
9361 23 26 "0"
9362 74 77 "0"
9365 14 NA "0"
9368 NA 14 "0"
9369 NA 13 "0"
9370 10 NA "0"
9371 10 NA "0"
9372 4 NA "0"
9373 NA 7 "0"
9374 14 17 "0"
9375 33 NA "0"
9376 9 12 "0"
9377 7 NA "0"
9378 20 NA NA
9379 23 NA "0"
9381 NA 17 NA
9382 12 15 "0"
9387 NA 35 "0"
9388 NA 31 "0"
9392 NA 16 "0"
9395 20 23 "0"
9396 NA 26 "0"
9397 NA 15 NA
9399 12 15 "0"
9400 8 NA "0"
9401 7 NA "0"
9403 NA 13 "0"
9404 5 NA "0"
9407 NA 39 "0"
9409 NA 16 "0"
9410 12 15 "0"
9411 NA 15 "0"
9412 10 NA "0"
9413 9 12 "0"
9415 1 NA "0"
9416 43 46 "0"
9418 11 NA "0"
9419 NA 19 "0"
9421 8 11 "0"
9423 17 NA "0"
9424 12 NA "0"
9426 NA 9 "0"
9427 35 NA "0"
9429 NA 22 "0"
9430 19 22 "0"
9431 19 NA "0"
9433 9 12 "0"
9435 6 NA "0"
9437 10 13 "0"
9445 6 9 "0"
9449 NA 4 "0"
9451 NA 26 "0"
9452 20 23 "0"
9455 NA 14 "0"
9457 2 NA "0"
9458 5 8 "0"
9459 10 NA "0"
9460 3 NA "0"
9462 20 NA "0"
9464 NA 9 "0"
9466 22 NA "0"
9467 NA 22 "0"
9468 NA 14 "0"
9469 31 NA "0"
9470 NA 37 "0"
9473 21 NA "0"
9474 8 NA "0"
9475 NA 17 "0"
9476 18 21 "0"
9478 NA 6 "0"
9483 NA 22 "0"
9484 NA 6 "0"
9485 12 NA "0"
9486 9 NA "0"
9488 14 NA "0"
9494 34 NA "0"
9495 21 24 "0"
9496 NA 12 "0"
9497 4 NA "0"
9499 7 10 "0"
9500 5 NA "0"
9502 NA 5 "0"
9503 20 NA "0"
9504 18 21 "0"
9505 NA NA "0"
9506 NA 18 "0"
9508 NA 11 "0"
9509 NA 23 "0"
9510 21 NA "0"
9513 17 20 "0"
9515 10 13 "0"
9520 18 NA "0"
9522 13 16 "0"
9523 NA 13 "0"
9524 29 NA "0"
9529 14 17 "0"
9532 15 18 "0"
9535 6 NA "0"
9536 25 28 "0"
9537 56 59 "0"
9538 11 NA "0"
9539 2 NA "0"
9541 19 22 "0"
9544 NA 33 "0"
9551 63 NA "0"
9552 NA 14 "0"
9553 30 33 "0"
9554 12 NA "0"
9555 26 NA "0"
9556 NA 31 "0"
9557 40 NA "0"
9562 25 28 "0"
9564 20 NA "0"
9566 13 16 "0"
9567 12 NA "0"
9568 10 NA "0"
9569 NA 13 "0"
9570 9 12 "0"
9571 23 26 "0"
9574 NA 2 "0"
9575 19 22 "0"
9576 11 NA "0"
9577 8 NA "0"
9578 17 NA "0"
9584 35 NA NA
9588 13 NA "0"
9589 NA 36 "0"
9590 NA 22 "0"
9591 NA 33 "0"
9593 23 26 "0"
9594 3 6 "0"
9595 NA 23 "0"
9597 15 NA "0"
9599 20 23 "0"
9600 18 NA "0"
9602 NA 16 "0"
9603 10 NA "0"
9604 31 NA "0"
9605 NA 27 "0"
9606 NA 14 "0"
9607 33 NA NA
9610 NA 17 "0"
9621 127 NA "0"
9627 20 NA "0"
9628 17 20 "0"
9629 NA 12 "0"
9634 NA 10 "0"
9636 45 48 "0"
9639 12 15 "0"
9640 NA 31 "0"
9641 7 NA "0"
9642 NA 24 "0"
9644 29 NA "0"
9647 5 NA "0"
9650 13 NA "0"
9651 23 NA "0"
9653 54 57 "0"
9654 NA 49 "0"
9659 NA 28 "0"
9660 NA 18 "0"
9661 52 NA "0"
9663 NA 35 "0"
9667 NA 25 "0"
9668 NA 21 "0"
9671 19 22 "0"
9673 NA 22 "0"
9676 9 12 "0"
9677 NA 17 "0"
9678 20 NA "0"
9680 14 NA "0"
9682 20 NA "0"
9684 NA 12 "0"
9688 NA 27 "0"
9690 19 NA "0"
9692 NA 16 "0"
9693 13 NA "0"
9694 13 16 "0"
9695 NA 16 "0"
9697 NA 14 "0"
9700 2 5 "0"
9701 16 NA "0"
9703 NA 43 "0"
9706 17 NA "0"
9708 22 25 "0"
9709 NA NA "0"
9711 NA NA "0"
9714 NA 22 "0"
9715 NA 23 "0"
9724 NA 47 "0"
9726 28 NA "0"
9728 30 NA NA
9731 NA 45 "0"
9732 NA 35 "0"
9733 29 32 "0"
9734 NA 29 "0"
9737 22 NA "0"
9738 NA NA "0"
9739 20 23 "0"
9740 22 NA "0"
9741 13 16 "0"
9745 NA 19 "0"
9746 NA 21 "0"
9747 7 NA "0"
9750 NA 22 "0"
9753 24 27 "0"
9755 NA 56 "0"
9756 21 24 "0"
9759 NA 24 "0"
9763 20 23 "0"
9766 NA 21 "0"
9768 10 13 "0"
9771 2 5 "1"
9773 NA 32 "0"
9777 NA 21 "0"
9779 NA 30 "0"
9780 NA 32 "0"
9781 31 NA NA
9782 39 NA NA
9783 18 NA "0"
9784 NA 28 "0"
9785 19 22 "0"
9788 13 NA "0"
9791 NA 14 "0"
9792 NA 74 "0"
9794 7 NA "0"
9796 NA NA "0"
9797 NA 28 "0"
9799 27 NA "0"
9801 NA 2 NA
9805 NA 19 "0"
9806 NA 16 "0"
9809 NA 33 "0"
9810 21 24 "0"
9811 NA 21 "0"
9813 NA 18 "0"
9815 8 11 "0"
9817 NA 18 "0"
9818 12 15 "0"
9820 3 NA "0"
9822 25 NA "0"
9824 24 NA "0"
9827 18 NA "0"
9829 50 NA "0"
9830 12 NA "0"
9832 4 NA "0"
9835 73 76 "0"
9836 20 23 "0"
9839 NA 21 "0"
9840 NA 20 "0"
9842 13 NA "0"
9843 21 NA "0"
9845 12 15 "0"
9847 27 NA "0"
9850 32 35 "0"
9852 38 NA "0"
9855 NA 40 "0"
9858 33 36 "0"
9859 NA 35 "0"
9860 32 35 "0"
9861 25 28 "0"
9862 NA 16 "0"
9865 18 NA "0"
9867 NA 22 "0"
9868 16 19 "0"
9871 NA 29 "0"
9874 37 40 "0"
9875 NA 10 "0"
9876 NA 10 "0"
9877 4 NA NA
9878 NA 24 "0"
9884 NA 30 "0"
9885 35 38 "0"
9887 NA 34 "0"
9888 NA 30 "0"
9890 NA 26 "0"
9891 NA 21 "0"
9893 19 NA "0"
9894 NA NA "0"
9896 NA 14 "0"
9899 17 NA "0"
9904 11 NA "0"
9906 NA 3 "0"
9915 NA 5 "0"
9916 NA 25 "0"
9923 NA 23 "0"
9926 NA 25 "0"
9927 NA 24 "0"
9928 19 NA NA
9930 NA 9 "0"
9932 6 NA "0"
9935 NA 4 "0"
9938 59 NA "0"
9939 75 NA "0"
9942 45 NA "0"
9943 45 NA "0"
9948 NA 23 "0"
9950 35 38 "0"
9952 32 NA NA
9953 32 NA "0"
9957 23 26 "0"
9960 NA 49 "0"
9964 27 NA "0"
9965 26 NA "0"
9966 24 27 "0"
9970 19 NA "0"
9971 18 21 "0"
9976 13 16 "0"
9979 12 15 "0"
9980 23 NA "0"
9985 36 39 "0"
9987 15 NA "0"
10000 3 NA "0"
10001 36 NA "0"
10003 23 26 "0"
10006 16 NA "0"
10007 NA 14 "0"
10010 NA 45 "0"
10011 NA 44 "0"
10012 NA 36 "0"
10014 NA 34 "0"
10015 NA 26 "0"
10016 26 29 "0"
10017 NA 35 "0"
10019 NA 23 "0"
10020 12 NA "0"
10023 NA 30 "0"
10024 NA 15 "0"
10025 NA 15 "0"
10027 NA 14 "0"
10030 6 NA "0"
10031 NA 11 "0"
10033 NA 4 "0"
10035 16 NA NA
10036 NA NA "0"
10037 NA 33 "0"
10038 21 NA "0"
10039 20 23 "0"
10040 25 NA "0"
10042 12 15 "0"
10044 4 7 "0"
10046 17 20 "0"
10051 NA 27 "0"
10052 NA 7 "0"
10053 13 16 "0"
10058 NA 13 "0"
10059 59 NA "0"
10061 22 25 "0"
10062 NA 33 "0"
10065 12 NA NA
10066 8 11 "0"
10067 28 NA "0"
10069 32 NA "0"
10070 NA 45 "0"
10072 20 23 "0"
10073 NA 22 "0"
10074 NA 42 "0"
10077 NA 20 "0"
10079 NA 93 "0"
10080 NA 63 "0"
10081 57 NA "0"
10082 46 NA "0"
10085 48 NA "0"
10086 43 46 "0"
10087 40 NA "0"
10088 40 NA "0"
10089 38 NA "0"
10090 NA 37 "0"
10091 NA 17 "0"
10094 30 33 "0"
10096 30 33 "0"
10099 24 27 "0"
10100 NA 27 "0"
10103 19 NA "0"
10106 18 NA "0"
10107 NA 20 "0"
10108 NA 18 "0"
10109 NA 18 "0"
10113 12 15 "0"
10114 12 NA "0"
10115 NA 15 "0"
10116 NA 13 "0"
10119 3 6 "0"
10121 NA 6 "0"
10123 NA NA "0"
10125 2 5 "0"
10127 NA 45 NA
10129 34 NA "0"
10131 12 15 "0"
10136 3 NA "0"
10137 NA 19 "0"
10139 NA 9 "0"
10140 NA 17 NA
10144 13 NA "0"
10146 7 10 "0"
10147 NA 47 "0"
10153 NA NA "0"
10154 40 NA "0"
10155 NA 25 "0"
10156 29 32 "0"
10158 11 NA "0"
10159 27 NA "0"
10160 NA NA "0"
10161 NA 15 "0"
10163 NA 30 "0"
10165 20 NA "0"
10167 19 NA NA
10172 NA NA "0"
10176 NA 29 "0"
10177 NA 24 "0"
10180 NA 15 "0"
10182 NA 18 "0"
10183 NA 5 "0"
10184 3 6 "0"
10188 NA 27 "0"
10189 23 26 "0"
10191 NA 21 "0"
10194 55 NA "0"
10198 NA 8 "0"
10200 NA 35 "0"
10202 NA 9 "0"
10204 32 35 "0"
10206 25 NA "0"
10207 24 NA "0"
10210 NA 17 "0"
10213 NA 7 NA
10214 NA 7 "0"
10216 2 NA "0"
10217 NA 30 "0"
10218 NA NA "0"
10220 20 23 "0"
10221 NA 72 "0"
10222 NA 32 "0"
10223 27 NA "0"
10225 NA 32 "0"
10227 24 NA "0"
10228 NA 62 "0"
10229 NA 26 "0"
10230 21 NA "0"
10231 7 NA "0"
10232 15 NA "0"
10237 28 NA "0"
10238 10 13 "0"
10239 NA 11 "0"
10240 7 NA "0"
10241 35 38 "0"
10242 20 NA "0"
10243 30 NA "0"
10244 29 NA "0"
10245 17 NA "0"
10246 NA 42 "0"
10247 NA 21 "0"
10248 NA 12 "0"
10249 3 NA "0"
10251 NA 24 "0"
10253 17 NA "0"
10254 NA 18 "0"
10258 NA 29 "0"
10259 16 19 "0"
10260 NA 11 "0"
10264 NA 22 "0"
10265 19 NA "0"
10266 NA 43 "0"
10267 31 34 "0"
10268 17 20 "0"
10278 16 NA "0"
10282 NA 18 "0"
10284 16 19 "0"
10285 NA 15 "0"
10286 10 NA "0"
10289 NA 31 "0"
10291 NA 14 "0"
10292 NA 49 "0"
10295 NA 16 "0"
10301 NA 43 "0"
10302 33 NA "0"
10303 32 NA "0"
10307 28 NA "0"
10308 NA NA "0"
10309 NA 28 "0"
10310 NA 9 "0"
10311 NA 30 "0"
10312 81 NA "0"
10313 18 21 "0"
10316 12 NA NA
10319 NA 10 "0"
10321 12 NA "0"
10325 12 15 "0"
10326 7 NA "0"
10327 7 10 "0"
10328 NA 9 "0"
10329 NA 21 "0"
10330 8 NA "0"
10331 39 42 "0"
10334 9 NA "0"
10339 13 16 "0"
10340 NA 15 "0"
10348 22 NA "0"
10354 29 NA "0"
10358 NA 11 "0"
10360 3 6 "0"
10362 21 NA "0"
10363 13 NA "0"
10364 NA 8 "0"
10365 16 NA "0"
10366 6 NA "0"
10368 29 32 "0"
10369 28 NA "0"
10370 35 38 "0"
10372 NA 37 "0"
10380 NA 29 "0"
10381 NA 35 "0"
10382 NA 20 "0"
10384 42 45 "0"
10387 NA 26 "0"
10388 NA 24 "0"
10390 14 NA "0"
10391 1 NA "0"
10392 32 NA "0"
10394 17 NA NA
10395 NA 36 NA
10396 32 NA "0"
10399 NA 35 "0"
10402 31 NA "0"
10403 28 31 "0"
10405 125 128 "0"
10409 NA NA "0"
10410 NA 7 "0"
10411 2 5 "0"
10415 76 79 "0"
10416 11 14 "0"
10417 57 60 "0"
10418 26 29 "0"
10420 29 NA "0"
10424 63 NA "0"
10426 16 NA "0"
10428 52 55 "0"
10430 29 32 "0"
10431 19 NA "0"
10435 NA NA "0"
10438 16 NA "0"
10440 24 27 "0"
10442 62 NA "0"
10443 87 90 "0"
10445 NA 46 "0"
10446 8 NA "0"
10449 16 NA "0"
10451 NA NA "0"
10454 12 15 "0"
10455 2 NA "0"
10459 NA 16 "0"
10462 43 NA "0"
10464 124 NA "0"
10465 NA 16 "0"
10466 33 36 "0"
10467 38 NA "0"
10468 NA 27 "0"
10469 24 NA "0"
10471 NA NA "0"
10472 54 NA "0"
10473 12 15 "0"
10475 NA 46 "0"
10476 30 NA "0"
10477 20 NA "0"
10479 20 NA "0"
10483 NA NA "0"
10484 21 24 "0"
10486 NA NA "0"
10488 12 15 "0"
10492 NA 16 "0"
10493 71 NA "0"
10496 14 17 "0"
10499 NA 20 "0"
10500 NA 15 "0"
10501 24 NA "0"
10502 23 26 "0"
10503 9 NA "0"
10504 13 16 "0"
10505 12 NA "0"
10506 12 NA "0"
10508 NA NA "0"
10509 20 23 "0"
10510 12 15 "0"
10511 12 NA "0"
10512 12 15 "0"
10514 NA 58 "0"
10515 32 35 "0"
10517 12 15 "0"
10519 5 8 "0"
10520 NA 38 "0"
10521 22 NA "0"
10522 NA 19 "0"
10523 NA 26 NA
10524 NA 40 "0"
10525 20 23 "0"
10526 NA NA "0"
10527 51 NA "0"
10528 31 NA "0"
10529 12 15 "0"
10532 NA 15 "0"
10533 64 67 "0"
10537 NA NA "0"
10538 48 51 "0"
10539 NA 35 "0"
10540 NA 34 "0"
10542 5 NA "0"
10543 13 NA "0"
10544 NA 15 "0"
10545 41 44 "0"
10547 25 28 "0"
10548 20 NA "0"
10552 NA 22 "0"
10553 43 NA "0"
10554 NA 22 "0"
10555 12 NA "0"
10557 5 NA "0"
10559 NA 74 "0"
10560 72 75 "0"
10562 35 38 "0"
10563 NA NA "0"
10565 49 52 "0"
10566 NA 13 "0"
10568 33 NA "0"
10570 4 7 "0"
10571 46 49 "0"
10573 20 NA "0"
10574 14 NA "0"
10575 19 22 "0"
10577 NA 56 "0"
10579 31 34 "0"
10580 8 11 "0"
10583 19 NA "0"
10584 NA 37 "0"
10586 46 NA "0"
10587 46 49 "0"
10588 4 NA "0"
10589 19 NA "0"
10590 NA NA "0"
10592 12 NA "0"
10595 98 NA "0"
10597 37 40 "0"
10598 32 NA "0"
10600 NA 29 "0"
10601 23 26 "0"
10603 31 NA "0"
10604 18 NA "0"
10607 NA 15 "0"
10608 8 NA "0"
10609 12 NA "0"
10610 8 11 "0"
10611 4 7 "0"
10614 47 50 "0"
10615 32 NA NA
10616 NA 30 "0"
10617 NA 30 "0"
10621 NA 7 "0"
10623 NA 32 "0"
10624 3 6 "0"
10626 12 15 "0"
10627 NA NA "0"
10629 NA 10 "0"
10631 55 NA "0"
10633 12 15 "0"
10636 NA 16 "0"
10637 12 NA "0"
10641 NA NA "0"
10645 NA 8 "0"
10646 8 11 "0"
10647 78 NA "0"
10648 NA 24 "0"
10649 NA 10 "0"
10650 NA 6 "0"
10653 30 NA "0"
10654 4 NA "0"
10655 NA 70 "0"
10656 84 87 "0"
10660 NA NA "0"
10661 42 45 "0"
10665 NA NA "0"
10666 64 67 "0"
10669 12 15 "0"
10671 23 NA "0"
10672 NA 23 "0"
10673 NA NA "0"
10674 11 14 "0"
10675 24 NA "0"
10676 3 6 "0"
10677 NA 17 "0"
10679 12 15 "0"
10682 11 14 "0"
10683 NA 75 "0"
10685 12 15 "0"
10686 19 NA "0"
10689 28 NA "0"
10690 NA 33 "0"
10696 NA 10 "0"
10697 54 57 "0"
10699 25 28 "0"
10701 NA NA "0"
10702 38 NA "0"
10704 66 NA "0"
10706 19 NA "0"
10707 66 69 "0"
10709 NA 50 "0"
10716 18 NA "0"
10717 5 8 "0"
10718 13 NA "0"
10725 47 NA "0"
10733 31 NA "0"
10738 30 NA "0"
10740 NA 9 "0"
10742 14 17 "0"
10744 NA 21 NA
10746 NA 27 "0"
10748 36 NA "0"
10749 NA 35 "0"
10751 29 NA NA
10753 24 NA "0"
10754 17 NA "0"
10757 16 NA "0"
10758 16 NA "0"
10759 NA 35 "0"
10762 14 NA "0"
10768 19 NA NA
10770 33 36 "0"
10772 24 NA "0"
10773 4 NA "0"
10776 26 29 "0"
10777 24 27 "0"
10778 NA 17 "0"
10782 30 33 "0"
10783 NA 22 "0"
10784 NA 15 "0"
10786 NA 10 "0"
10790 27 NA "0"
10793 12 15 "0"
10797 4 NA "0"
10798 70 NA "0"
10799 19 NA "0"
10801 7 10 "0"
10802 12 15 "0"
10804 22 NA "0"
10808 13 NA "0"
10810 23 26 "0"
10815 NA 38 "0"
10816 34 NA "0"
10817 32 35 "0"
10819 NA 44 "0"
10820 NA 23 "0"
10825 18 NA "0"
10828 20 NA "0"
10829 NA NA NA
10830 NA 29 "0"
10831 NA 37 "0"
10832 NA 40 "0"
10833 22 25 "0"
10834 26 29 "0"
10835 NA 26 "0"
10837 NA 17 "0"
10839 4 7 "0"
10840 NA 5 "0"
10842 22 NA "0"
10843 31 34 "0"
10844 NA 15 "0"
10845 NA 10 "0"
10846 11 14 "0"
10847 NA 18 "0"
10848 25 NA "0"
10851 NA NA "0"
10852 NA 5 "0"
10853 3 NA "0"
10854 NA 17 "0"
10857 NA 26 "0"
10858 43 46 "0"
10859 26 NA "0"
10860 NA 25 "0"
10861 NA 18 "0"
10862 NA 16 "0"
10864 6 NA "0"
10865 NA NA "0"
10868 NA 38 "0"
10869 NA 29 "0"
10870 NA 16 "0"
10872 17 NA "0"
10876 47 50 "0"
10877 56 59 "0"
10880 30 33 "0"
10885 NA NA "0"
10887 43 NA "0"
10888 NA 23 "0"
10892 14 NA "0"
10893 66 69 "0"
10895 56 NA "0"
10896 NA NA "0"
10897 NA NA "0"
10898 41 44 "0"
10899 26 29 "0"
10901 NA 15 "0"
10902 12 NA "0"
10905 NA 18 "0"
10910 88 91 "0"
10912 26 29 "0"
10914 6 9 "0"
10915 26 NA "0"
10916 7 NA "0"
10918 45 48 "0"
10921 12 NA "0"
10922 4 NA "0"
10925 9 NA "0"
10926 8 11 "0"
10928 13 16 "0"
10931 5 NA "0"
10933 2 5 "0"
10935 12 15 "0"
10938 NA 9 "0"
10940 39 NA "0"
10941 9 NA "0"
10943 NA NA "0"
10945 61 64 "0"
10946 NA 33 "0"
10956 NA 26 "0"
10962 9 NA "0"
10965 NA 11 "0"
10967 NA 27 "0"
10968 NA 37 "0"
10969 30 33 "0"
10970 NA 32 "0"
10971 NA NA "0"
10973 15 NA "0"
10974 5 8 "0"
10975 5 8 "0"
10978 31 34 "0"
10980 2 5 "0"
10981 13 NA "0"
10983 NA 19 "0"
10984 NA 4 "0"
10985 NA 29 "0"
10987 18 NA "0"
10988 15 18 "0"
10995 13 NA "0"
10998 11 NA "0"
11001 NA 6 "0"
11002 14 NA "0"
11004 3 NA "0"
11008 6 9 "0"
11009 7 NA "0"
11012 21 NA "0"
11015 12 NA "0"
11017 6 NA "0"
11018 NA 7 "0"
11019 32 NA "0"
11020 64 67 "0"
