"d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "identif" "razd" "raz98d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "desi98"
NA NA NA NA NA NA NA NA NA 1 1995-01-01 86124 19239 66194 6289 2016 4273 1095 14957 NA NA NA NA NA NA NA NA 319 306 301 24 0 2 2 23 1 NA NA NA NA NA NA "2890417" 0 0 1 0 0 1 0 0 0.0596888850924898 0.679440292574336 0.141956853924053 11.1003451033765 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 1 1996-01-01 87748 25153 64994 5243 788 4455 876 16069 NA NA NA NA NA NA NA NA 319 306 301 24 0 2 2 23 1 NA NA NA NA NA NA "2890417" 0 0 1 0 0 1 0 0 0.0464389155100486 0.8497043677284 0.142328234470908 11.0820502369248 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 1 1997-01-01 99467 28126 82686 5283 680 4603 2218 17986 NA NA NA NA NA NA NA NA 319 306 301 24 0 2 2 23 1 NA NA NA NA NA NA "2890417" 0 0 1 0 0 1 0 0 0.0414050927558722 0.871285254590195 0.140963845979011 11.3228055801032 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 4433 3738 13236 1162 851 311 63 3675 NA NA NA NA NA NA NA NA 36 36 36 16 0 2 2 29 1 NA NA NA NA NA NA "5810297" 0 0 0 0 1 0 0 0 0.142210255782646 0.267641996557659 0.449761351119814 9.4906956690415 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 3777 3765 10357 691 432 259 69 3694 NA NA NA NA NA NA NA NA 36 36 36 16 0 2 2 29 1 NA NA NA NA NA NA "5810297" 0 0 0 0 1 0 0 0 0.0916202598780164 0.374819102749638 0.48979050649695 9.24541789858888 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 4823 3063 10083 426 257 169 71 2990 NA NA NA NA NA NA NA NA 36 36 36 16 0 2 2 29 1 NA NA NA NA NA NA "5810297" 0 0 0 0 1 0 0 0 0.0540197818919604 0.396713615023474 0.379152929241694 9.21860611639321 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 7933 2827 13110 825 410 415 15 2798 NA NA NA NA NA NA NA NA 32 33 39 26 0 2 2 26 1 NA NA NA NA NA NA "10220391" 0 0 0 0 0 0 1 0 0.0766728624535316 0.503030303030303 0.26003717472119 9.48113057675775 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 7352 2838 14028 931 465 466 13 2811 NA NA NA NA NA NA NA NA 32 33 39 26 0 2 2 26 1 NA NA NA NA NA NA "10220391" 0 0 0 0 0 0 1 0 0.0913640824337586 0.500537056928034 0.27585868498528 9.54881061126007 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 7524 2613 13792 889 487 402 15 2539 NA NA NA NA NA NA NA NA 32 33 39 26 0 2 2 26 1 NA NA NA NA NA NA "10220391" 0 0 0 0 0 0 1 0 0.0876985301371214 0.452193475815523 0.250468580447864 9.53184399290347 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 5888 8917 6498 150 -266 416 105 8812 NA NA NA NA NA NA NA NA 27 29 30 26 0 2 2 26 1 NA NA NA NA NA NA "13450821" 0 0 0 0 0 0 1 0 0.0101317122593718 2.77333333333333 0.595204322863897 8.77924971622905 0.83922276510508 "1" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 6382 8770 7001 162 -268 430 68 8700 NA NA NA NA NA NA NA NA 27 29 30 26 0 2 2 26 1 NA NA NA NA NA NA "13450821" 0 0 0 0 0 0 1 0 0.0106916578669483 2.65432098765432 0.574181626187962 8.8538082749772 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 6669 9295 7290 -428 -831 403 39 9239 NA NA NA NA NA NA NA NA 27 29 30 26 0 2 2 26 1 NA NA NA NA NA NA "13450821" 0 0 0 0 0 0 1 0 -0.0268103232272613 -0.941588785046729 0.57873966424455 8.8942588250027 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 6591 3230 10730 691 -224 915 4 1634 NA NA NA NA NA NA NA NA 30 30 25 24 1 2 1 19 1 NA NA NA NA NA NA "16460967" 1 1 0 0 1 0 0 0 0.0703594338662051 1.32416787264834 0.166378169229203 9.28079883562474 0.83922276510508 "1" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 8094 3708 10299 1177 29 1148 3 1610 NA NA NA NA NA NA NA NA 30 30 25 24 1 2 1 19 1 NA NA NA NA NA NA "16460967" 1 1 0 0 1 0 0 0 0.0997288595153364 0.97536108751062 0.136417556346382 9.2398020821258 0.883827117462531 "1" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 7171 3396 11975 1140 139 1001 0 1530 NA NA NA NA NA NA NA NA 30 30 25 24 1 2 1 19 1 NA NA NA NA NA NA "16460967" 1 1 0 0 1 0 0 0 0.107883032081007 0.878070175438596 0.144790385161351 9.39057642227912 0.847376371132951 "1" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 5866 3201 8211 813 403 410 18 3133 NA NA NA NA NA NA NA NA 57 59 61 36 0 2 2 NA 1 NA NA NA NA NA NA "18080201" 0 0 0 0 0 1 0 0 0.089665821109518 0.504305043050431 0.345538766957097 9.01322999770879 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 5696 2790 9154 794 529 265 75 2699 NA NA NA NA NA NA NA NA 57 59 61 36 0 2 2 NA 1 NA NA NA NA NA NA "18080201" 0 0 0 0 0 1 0 0 0.0935658732029225 0.33375314861461 0.318053264199859 9.12194622121359 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 5214 3094 8030 -95 -327 232 277 2508 NA NA NA NA NA NA NA NA 57 59 61 36 0 2 2 NA 1 NA NA NA NA NA NA "18080201" 0 0 0 0 0 1 0 0 -0.0114347616754935 -2.44210526315789 0.301877708233028 8.99093980694081 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 5928 884 10174 788 702 86 46 835 NA NA NA NA NA NA NA NA 53 54 60 24 0 2 2 24 1 NA NA NA NA NA NA "21880043" 0 0 0 0 1 0 0 0 0.115678214914856 0.109137055837563 0.122577803875514 9.22759072538271 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 9737 1360 11278 1504 1452 52 238 1120 NA NA NA NA NA NA NA NA 53 54 60 24 0 2 2 24 1 NA NA NA NA NA NA "21880043" 0 0 0 0 1 0 0 0 0.135532125799766 0.0345744680851064 0.10092817878706 9.33060920436713 0.883827117462531 "0" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 6370 1696 11721 737 458 279 580 1113 NA NA NA NA NA NA NA NA 53 54 60 24 0 2 2 24 1 NA NA NA NA NA NA "21880043" 0 0 0 0 1 0 0 0 0.0913711877014629 0.378561736770692 0.137986610463675 9.36913738372318 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 5800 2938 18380 570 18 552 151 2787 NA NA NA NA NA NA NA NA 35 35 35 48 0 2 2 25 1 NA NA NA NA NA NA "23070179" 0 0 1 0 1 0 0 0 0.0652323186083772 0.968421052631579 0.318951705195697 9.81901839590968 0.83922276510508 "1" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 5040 5127 18928 954 340 614 82 2995 NA NA NA NA NA NA NA NA 35 35 35 48 0 2 2 25 1 NA NA NA NA NA NA "23070179" 0 0 1 0 1 0 0 0 0.0938329890823252 0.643605870020964 0.294580505557195 9.84839758621817 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 5983 5991 18105 718 130 588 56 3402 NA NA NA NA NA NA NA NA 35 35 35 48 0 2 2 25 1 NA NA NA NA NA NA "23070179" 0 0 1 0 1 0 0 0 0.0599632537163855 0.818941504178273 0.284115583764824 9.80394342219974 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 2100 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 21 19 25 0 2 2 25 1 NA NA NA NA NA NA "23690283" 0 0 0 0 1 0 0 0 NA NA NA 7.64969262371151 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 NA NA 2300 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 21 19 25 0 2 2 25 1 NA NA NA NA NA NA "23690283" 0 0 0 0 1 0 0 0 NA NA NA 7.74066440191724 0.883827117462531 NA 0.115472637541575 NA 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 NA NA 2400 NA NA NA NA NA NA NA NA NA NA NA NA NA 21 21 19 25 0 2 2 25 1 NA NA NA NA NA NA "23690283" 0 0 0 0 1 0 0 0 NA NA NA 7.78322401633604 0.847376371132951 NA 0.11414817232376 NA 0
NA NA NA NA NA NA NA NA NA 1 1995-01-01 4320 1837 13042 416 351 65 4 1510 NA NA NA NA NA NA NA NA 19 18 16 29 1 2 2 29 1 NA NA NA NA NA NA "26830894" 0 0 0 0 1 0 0 0 0.0675653727464674 0.15625 0.245249309728764 9.47593019795315 0.83922276510508 "0" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 1 1996-01-01 4227 1973 13451 234 136 98 3 1658 NA NA NA NA NA NA NA NA 19 18 16 29 1 2 2 29 1 NA NA NA NA NA NA "26830894" 0 0 0 0 1 0 0 0 0.037741935483871 0.418803418803419 0.26741935483871 9.50680873170858 0.883827117462531 "0" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 1 1997-01-01 3977 1843 12843 464 425 39 1 1527 NA NA NA NA NA NA NA NA 19 18 16 29 1 2 2 29 1 NA NA NA NA NA NA "26830894" 0 0 0 0 1 0 0 0 0.0797250859106529 0.084051724137931 0.262371134020619 9.46055419481306 0.847376371132951 "0" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 3418 1638 9504 -458 -554 96 0 1340 NA NA NA NA NA NA NA NA 59 58 58 67 0 2 2 60 1 NA NA NA NA NA NA "26910894" 0 0 0 0 1 0 0 0 -0.0905854430379747 -0.209606986899563 0.26503164556962 9.15946804160243 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 3790 1472 11493 416 261 155 4 1299 NA NA NA NA NA NA NA NA 59 58 58 67 0 2 2 60 1 NA NA NA NA NA NA "26910894" 0 0 0 0 1 0 0 0 0.0790573926263778 0.372596153846154 0.246864310148233 9.34949343336876 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3265 1872 10935 139 29 110 2 1302 NA NA NA NA NA NA NA NA 59 58 58 67 0 2 2 60 1 NA NA NA NA NA NA "26910894" 0 0 0 0 1 0 0 0 0.0270585945104146 0.79136690647482 0.253455324119136 9.29972393311087 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 16338 3514 21924 1776 683 1093 31 3467 NA NA NA NA NA NA NA NA 85 94 98 26 0 2 2 NA 1 NA NA NA NA NA NA "35070375" 0 0 0 0 1 0 0 0 0.0894620189401572 0.615427927927928 0.174642353415273 9.99533720616601 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 15361 3663 26301 1809 652 1157 8 3639 NA NA NA NA NA NA NA NA 85 94 98 26 0 2 2 NA 1 NA NA NA NA NA NA "35070375" 0 0 0 0 1 0 0 0 0.0950904121110177 0.639579878385849 0.191284693019344 10.1773622402567 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 13412 3593 29288 1723 909 814 25 3402 NA NA NA NA NA NA NA NA 85 94 98 26 0 2 2 NA 1 NA NA NA NA NA NA "35070375" 0 0 0 0 1 0 0 0 0.101323140252867 0.472431804991294 0.200058806233461 10.2849331548001 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 6642 1888 7280 651 178 473 0 1888 NA NA NA NA NA NA NA NA 12 12 12 11 1 1 1 25 1 NA NA NA NA NA NA "35540062" 1 1 0 0 1 0 0 0 0.0763188745603751 0.726574500768049 0.221336459554513 8.89288614119073 0.83922276510508 "0" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 7239 1916 8292 627 93 534 0 1916 NA NA NA NA NA NA NA NA 12 12 12 11 1 1 1 25 1 NA NA NA NA NA NA "35540062" 1 1 0 0 1 0 0 0 0.0684871654833424 0.851674641148325 0.209284543965046 9.02304647355567 0.883827117462531 "0" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 7043 1876 7118 555 41 514 10 1863 NA NA NA NA NA NA NA NA 12 12 12 11 1 1 1 25 1 NA NA NA NA NA NA "35540062" 1 1 0 0 1 0 0 0 0.0622267070299361 0.926126126126126 0.208879919273461 8.87038206607014 0.847376371132951 "1" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 2246 2447 7024 -219 -298 79 40 2404 NA NA NA NA NA NA NA NA 15 15 15 43 0 2 2 43 1 NA NA NA NA NA NA "36580588" 0 0 0 1 1 0 0 0 -0.0466652461112295 -0.360730593607306 0.512252290645642 8.85708813531495 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2846 2307 9199 142 22 120 58 2246 NA NA NA NA NA NA NA NA 15 15 15 43 0 2 2 43 1 NA NA NA NA NA NA "36580588" 0 0 0 1 1 0 0 0 0.0275567630506501 0.845070422535211 0.43586260430817 9.12685006147716 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 2719 2270 10424 73 -56 129 41 2217 NA NA NA NA NA NA NA NA 15 15 15 43 0 2 2 43 1 NA NA NA NA NA NA "36580588" 0 0 0 1 1 0 0 0 0.0146321908198036 1.76712328767123 0.444377630787733 9.25186611880468 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 26599 12805 30865 1015 -227 1242 476 11278 NA NA NA NA NA NA NA NA 141 136 131 69 0 2 2 69 1 NA NA NA NA NA NA "39970323" 0 0 0 0 1 0 0 0 0.0257588062125673 1.22364532019704 0.286214597502792 10.337378134828 0.83922276510508 "1" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 25877 17016 27901 1110 -130 1240 484 14369 NA NA NA NA NA NA NA NA 141 136 131 69 0 2 2 69 1 NA NA NA NA NA NA "39970323" 0 0 0 0 1 0 0 0 0.0258783484484648 1.11711711711712 0.334996386356748 10.236417809461 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 25797 16939 26358 809 -430 1239 440 16298 NA NA NA NA NA NA NA NA 141 136 131 69 0 2 2 69 1 NA NA NA NA NA NA "39970323" 0 0 0 0 1 0 0 0 0.0189301759640584 1.53152039555006 0.381364657431674 10.1795271132038 0.847376371132951 "1" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 12080 30642 6278 -873 -1911 1038 296 29984 NA NA NA NA NA NA NA NA 50 60 100 121 1 2 2 71 1 NA NA NA NA NA NA "40490634" 0 0 0 0 1 0 0 0 -0.0204344365900473 -1.18900343642612 0.70183980150742 8.7448067374019 0.83922276510508 "0" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 8617 28291 7691 -1070 -1866 796 195 27691 NA NA NA NA NA NA NA NA 50 60 100 121 1 2 2 71 1 NA NA NA NA NA NA "40490634" 0 0 0 0 1 0 0 0 -0.0289910046602363 -0.74392523364486 0.750270943968787 8.94780609305705 0.883827117462531 "0" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 7384 29688 9445 -173 -861 688 230 29041 NA NA NA NA NA NA NA NA 50 60 100 121 1 2 2 71 1 NA NA NA NA NA NA "40490634" 0 0 0 0 1 0 0 0 -0.00466659473457057 -3.97687861271676 0.783367501078981 9.15324077993561 0.847376371132951 "0" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 34442 4079 36539 884 -49 933 735 1919 NA NA NA NA NA NA NA NA 100 100 100 41 0 2 2 41 1 NA NA NA NA NA NA "40750086" 0 0 0 0 1 0 0 0 0.0229485215856286 1.05542986425339 0.049816982944368 10.5061354622888 0.83922276510508 "1" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 33474 3819 37219 452 -417 869 239 1655 NA NA NA NA NA NA NA NA 100 100 100 41 0 2 2 41 1 NA NA NA NA NA NA "40750086" 0 0 0 0 1 0 0 0 0.0121202370418041 1.92256637168142 0.0443783015579331 10.5245746625597 0.883827117462531 "1" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 33778 4367 40030 186 -544 730 225 1795 NA NA NA NA NA NA NA NA 100 100 100 41 0 2 2 41 1 NA NA NA NA NA NA "40750086" 0 0 0 0 1 0 0 0 0.00487613055446323 3.9247311827957 0.0470572814261371 10.5973844519866 0.847376371132951 "1" 0.11414817232376 "1" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 NA NA 1700 NA NA NA NA NA NA NA NA NA NA NA NA NA 15 15 15 32 0 2 2 NA 1 NA NA NA NA NA NA "41040321" 0 0 0 0 0 1 0 0 NA NA NA 7.43838353004431 0.83922276510508 NA 0.112094395280236 NA 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 NA NA 1800 NA NA NA NA NA NA NA NA NA NA NA NA NA 15 15 15 32 0 2 2 NA 1 NA NA NA NA NA NA "41040321" 0 0 0 0 0 1 0 0 NA NA NA 7.49554194388426 0.883827117462531 NA 0.115472637541575 NA 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 NA NA 1800 NA NA NA NA NA NA NA NA NA NA NA NA NA 15 15 15 32 0 2 2 NA 1 NA NA NA NA NA NA "41040321" 0 0 0 0 0 1 0 0 NA NA NA 7.49554194388426 0.847376371132951 NA 0.11414817232376 NA 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 3576 1226 5980 304 210 94 0 1198 NA NA NA NA NA NA NA NA 28 26 27 30 0 2 2 30 1 NA NA NA NA NA NA "41580300" 0 0 0 0 1 0 0 0 0.0633069554352353 0.309210526315789 0.249479383590171 8.69617584694468 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 2779 1357 5637 184 131 53 0 1044 NA NA NA NA NA NA NA NA 28 26 27 30 0 2 2 30 1 NA NA NA NA NA NA "41580300" 0 0 0 0 1 0 0 0 0.0444874274661509 0.28804347826087 0.252417794970986 8.63710728808157 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 3190 1626 5393 186 173 13 0 1426 NA NA NA NA NA NA NA NA 28 26 27 30 0 2 2 30 1 NA NA NA NA NA NA "41580300" 0 0 0 0 1 0 0 0 0.0386212624584718 0.0698924731182796 0.29609634551495 8.59285709533723 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 6215 1948 6307 510 294 216 160 1379 NA NA NA NA NA NA NA NA 18 16 15 31 0 2 2 26 1 NA NA NA NA NA NA "42090151" 0 0 0 0 1 0 0 0 0.0624770305034914 0.423529411764706 0.168932990322185 8.74941540666365 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 5736 1953 5392 319 81 238 114 1458 NA NA NA NA NA NA NA NA 18 16 15 31 0 2 2 26 1 NA NA NA NA NA NA "42090151" 0 0 0 0 1 0 0 0 0.0414878397711016 0.746081504702194 0.189621537261022 8.59267165259214 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 6152 1600 6152 289 76 213 131 1292 NA NA NA NA NA NA NA NA 18 16 15 31 0 2 2 26 1 NA NA NA NA NA NA "42090151" 0 0 0 0 1 0 0 0 0.037280701754386 0.737024221453287 0.166666666666667 8.72453251118548 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 9934 564 16854 2625 2620 5 0 255 NA NA NA NA NA NA NA NA 17 15 15 24 0 2 2 24 1 NA NA NA NA NA NA "42260959" 0 0 0 0 0 1 0 0 0.250047628119642 0.0019047619047619 0.0242903410173366 9.7323432963323 0.83922276510508 "0" 0.112094395280236 "1" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 10199 267 15105 2359 2353 6 2 253 NA NA NA NA NA NA NA NA 17 15 15 24 0 2 2 24 1 NA NA NA NA NA NA "42260959" 0 0 0 0 0 1 0 0 0.22539652207147 0.00254345061466723 0.0241735142365756 9.62278109382077 0.883827117462531 "0" 0.115472637541575 "1" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 9901 736 13945 1977 1974 3 1 321 NA NA NA NA NA NA NA NA 17 15 15 24 0 2 2 24 1 NA NA NA NA NA NA "42260959" 0 0 0 0 0 1 0 0 0.18586067500235 0.00151745068285281 0.0301776816771646 9.54287630006159 0.847376371132951 "0" 0.11414817232376 "1" 0
NA NA NA NA NA NA NA NA NA 1 1995-01-01 7339 3785 13603 1020 647 373 1 3780 NA NA NA NA NA NA NA NA 53 54 51 29 1 2 1 NA 1 NA NA NA NA NA NA "42390303" 1 1 0 0 1 0 0 0 0.0916936353829558 0.365686274509804 0.339805825242718 9.51804563563343 0.83922276510508 "0" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 1 1996-01-01 7318 3727 13511 509 187 322 0 3724 NA NA NA NA NA NA NA NA 53 54 51 29 1 2 1 NA 1 NA NA NA NA NA NA "42390303" 1 1 0 0 1 0 0 0 0.0460842009959258 0.632612966601179 0.337166138524219 9.51125944745996 0.883827117462531 "0" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 1 1997-01-01 7874 3113 14721 1010 735 275 2 3065 NA NA NA NA NA NA NA NA 53 54 51 29 1 2 1 NA 1 NA NA NA NA NA NA "42390303" 1 1 0 0 1 0 0 0 0.0919268226085374 0.272277227722772 0.278966050787294 9.59703032475801 0.847376371132951 "0" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 4626 3989 12053 901 65 836 53 3901 NA NA NA NA NA NA NA NA 136 131 136 37 1 2 1 37 1 NA NA NA NA NA NA "43480301" 1 1 0 0 1 0 0 0 0.104585026117237 0.927857935627081 0.452814857806152 9.39706887058834 0.83922276510508 "1" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 6461 3802 10094 853 28 825 41 3735 NA NA NA NA NA NA NA NA 136 131 136 37 1 2 1 37 1 NA NA NA NA NA NA "43480301" 1 1 0 0 1 0 0 0 0.0831140991912696 0.967174677608441 0.363928675825782 9.21969646690021 0.883827117462531 "1" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 6729 3631 11151 721 91 630 31 3420 NA NA NA NA NA NA NA NA 136 131 136 37 1 2 1 37 1 NA NA NA NA NA NA "43480301" 1 1 0 0 1 0 0 0 0.0695945945945946 0.87378640776699 0.33011583011583 9.31928445896536 0.847376371132951 "1" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 1 1995-01-01 24076 4437 43045 2190 1666 524 64 3769 NA NA NA NA NA NA NA NA 191 197 192 25 0 2 2 21 1 NA NA NA NA NA NA "43930949" 0 0 0 0 1 0 0 0 0.0768070704590888 0.239269406392694 0.132185318977309 10.6700013590921 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 1 1996-01-01 24945 4542 47807 3225 2858 367 48 4006 NA NA NA NA NA NA NA NA 191 197 192 25 0 2 2 21 1 NA NA NA NA NA NA "43930949" 0 0 0 0 1 0 0 0 0.109370230949232 0.113798449612403 0.135856479126395 10.7749273512724 0.883827117462531 "0" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 1 1997-01-01 28930 5751 47164 3854 3661 193 94 4851 NA NA NA NA NA NA NA NA 191 197 192 25 0 2 2 21 1 NA NA NA NA NA NA "43930949" 0 0 0 0 1 0 0 0 0.111127130128889 0.050077841203944 0.139874859433119 10.7613861686966 0.847376371132951 "0" 0.11414817232376 "0" 0
NA NA NA NA NA NA NA NA NA 0 1995-01-01 4852 3059 4598 132 -189 321 13 2940 NA NA NA NA NA NA NA NA 23 21 22 30 1 2 2 30 1 NA NA NA NA NA NA "45870293" 0 0 0 0 1 0 0 0 0.0166856276071293 2.43181818181818 0.37163443306788 8.43337670532313 0.83922276510508 "1" 0.112094395280236 "0" 1
NA NA NA NA NA NA NA NA NA 0 1996-01-01 4375 2510 4404 -171 -436 265 9 2492 NA NA NA NA NA NA NA NA 23 21 22 30 1 2 2 30 1 NA NA NA NA NA NA "45870293" 0 0 0 0 1 0 0 0 -0.0248366013071895 -1.54970760233918 0.361946259985476 8.39026849784257 0.883827117462531 "0" 0.115472637541575 "0" 1
NA NA NA NA NA NA NA NA NA 0 1997-01-01 4228 2209 3781 -505 -705 200 11 2170 NA NA NA NA NA NA NA NA 23 21 22 30 1 2 2 30 1 NA NA NA NA NA NA "45870293" 0 0 0 0 1 0 0 0 -0.078452695354979 -0.396039603960396 0.337113562218425 8.23774380389093 0.847376371132951 "0" 0.11414817232376 "0" 1
NA NA NA NA NA NA NA NA NA 0 1995-01-01 4985 1310 12442 425 153 272 1 1164 NA NA NA NA NA NA NA NA 25 25 26 18 0 2 2 48 1 NA NA NA NA NA NA "45930535" 0 0 0 0 1 0 0 0 0.0675138999205719 0.64 0.184908657664813 9.42883312507496 0.83922276510508 "0" 0.112094395280236 "0" 0
NA NA NA NA NA NA NA NA NA 0 1996-01-01 4582 1729 11938 352 17 335 0 1591 NA NA NA NA NA NA NA NA 25 25 26 18 0 2 2 48 1 NA NA NA NA NA NA "45930535" 0 0 0 0 1 0 0 0 0.0557756298526383 0.951704545454545 0.252099508794169 9.3874818687286 0.883827117462531 "1" 0.115472637541575 "0" 0
NA NA NA NA NA NA NA NA NA 0 1997-01-01 4933 1509 11077 315 63 252 0 1356 NA NA NA NA NA NA NA NA 25 25 26 18 0 2 2 48 1 NA NA NA NA NA NA "45930535" 0 0 0 0 1 0 0 0 0.0488978578081341 0.8 0.21049363551692 9.31262616551693 0.847376371132951 "0" 0.11414817232376 "0" 0
