"identif" "d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "razd" "raz01d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "desi01" "persist" "perdesi"
693740153 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 851 830 856 NA NA 1 NA NA 1 0 0 1 0 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA NA 0 0
694230187 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 23 21 20 60 47 1 0 0 0 0 1 0 0 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 0 0 0
694230245 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 34816.9418521177 8215.79635071555 55498.4583761562 2552.32999530024 1307.66886849458 1244.66112680566 546.411399236677 4874.83667050566 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 253 253 253 39 NA 1 0 0 0 0 1 0 0 0 0.0593113546079714 0.487656819101578 0.113282046973825 10.9241105223425 0.682926829268293 0 0.0995614662892028 0 0 0 0
694230245 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 39107.1493128541 9154.71499326024 47135.9882660993 1515.28454192855 605.803942631964 909.480599296586 1088.69114328064 5048.88264549882 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 253 253 253 39 NA 1 0 0 0 0 1 0 0 0 0.0313971406557657 0.600204498977506 0.104614330964815 10.7607920703252 0.598704696626315 1 0.100247520197656 0 0 0 0
694230245 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 38655 12790 54126 2572 765 1807 1169 5359 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 253 253 253 39 NA 1 0 0 0 0 1 0 0 0 0.0499951404412479 0.702566096423017 0.104169501409272 10.8990699408847 0.632456223065049 1 0.100114425048501 0 0 0 0
694470163 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 13 12 12 44 44 1 0 0 0 0 1 0 0 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 0 0 0
694490161 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 4419 436 6436 882 814 68 81 343 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 77 76 79 49 NA 1 0 0 1 0 1 0 0 0 0.181668383110196 0.0770975056689342 0.070648815653965 8.76966250811227 0.682926829268293 0 0.0995614662892028 1 0 0 0
694490161 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 4934.22921390095 463.261838483269 7518.06308004565 1131.55706590506 1085.07594498701 46.4811209180538 70.2381382761702 351.190691380851 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 77 76 79 49 NA 1 0 0 1 0 1 0 0 0 0.209645010046885 0.0410771337288909 0.0650655439670845 8.92506381462439 0.598704696626315 0 0.100247520197656 1 0 0 0
694490161 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 5083 641 9029 721 675 46 86 356 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 77 76 79 49 NA 1 0 0 1 0 1 0 0 0 0.125960866526904 0.0638002773925104 0.0621942697414396 9.10819689830748 0.632456223065049 0 0.100114425048501 1 0 0 0
694910432 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 10096.2159203004 4549.98528097838 11522.6698755855 1479.64901589138 1079.91137599612 399.737639895263 5.68102588998435 3739.66440630697 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 118 116 115 21 21 1 0 0 0 0 0 0 1 0 0.101026129271131 0.270157068062827 0.255333403857682 9.35207166743114 0.682926829268293 0 0.0995614662892028 0 0 0 0
694910432 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 19819.033502559 4977.61159342447 12241.5778791181 2001.27048397176 1500.82374875405 500.446735217712 2.58228449544743 4025.78152840255 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 118 116 115 21 21 1 0 0 0 0 0 0 1 0 0.0807073084372983 0.250064516129032 0.162351863037094 9.41259345945057 0.598704696626315 0 0.100247520197656 0 0 0 0
694910432 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 20260 6958 13560 17907 1016 16891 2 5979 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 118 116 115 21 21 1 0 0 0 0 0 0 1 0 0.657910206481005 0.943262411347518 0.219670806084209 9.51487956149439 0.632456223065049 1 0.100114425048501 0 0 0 0
694930166 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 3954.5104763282 1202.82811797941 7415.28815712685 152.354785231399 120.850914386941 31.5038708444587 0.516456899089486 1134.13935040051 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA 2 NA NA 43 45 43 43 NA 1 0 0 0 0 1 0 0 0 0.0295413579010616 0.206779661016948 0.219907871019427 8.91129911519616 0.682926829268293 0 0.0995614662892028 0 0 0 0
694930166 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 3170.01244661127 2205.7874160112 7260.3510874 456.031441896017 428.142769345184 27.8886725508323 1.54937069726846 1618.57592174645 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA 2 NA NA 43 45 43 43 NA 1 0 0 0 0 1 0 0 0 0.0848304352003074 0.0611551528878822 0.301085599000865 8.89018346579558 0.598704696626315 0 0.100247520197656 0 0 0 0
694930166 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 3607 2136 7842 464 428 36 2 1568 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA 2 NA NA 43 45 43 43 NA 1 0 0 0 0 1 0 0 0 0.0807940100992513 0.0775862068965517 0.273028034128504 8.96724918285228 0.632456223065049 0 0.100114425048501 0 0 0 0
695440173 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 1422.32230009245 1368.61078258714 3601.25395735099 59.9090002943802 -9.29622418361095 69.2052244779912 60.4254571934699 1274.09917005376 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 40 39 37 24 24 1 0 0 1 0 0 0 1 0 0.0214655810510732 1.15517241379311 0.456513693560326 8.18903738528074 0.682926829268293 1 0.0995614662892028 0 0 0 0
695440173 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 2132.96699323958 1421.28938629427 4183.81733952393 157.002897323204 109.488862606971 47.5140347162328 55.7773451016645 1331.4258858527 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 40 39 37 24 24 1 0 0 1 0 0 0 1 0 0.0441732054635281 0.302631578947368 0.374600406858471 8.33897934789022 0.598704696626315 0 0.100247520197656 0 0 0 0
695440173 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 2370 1545 4433 156 109 47 50 1411 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 40 39 37 24 24 1 0 0 1 0 0 0 1 0 0.0398467432950192 0.301282051282051 0.360408684546616 8.39683183474505 0.632456223065049 0 0.100114425048501 0 0 0 0
695490566 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 3751.54291498603 878.493185351217 4997.75341248896 231.88914769118 86.2483021479448 145.640845543235 67.1393968816332 712.710520743491 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 39 45 41 6 5 1 0 0 0 0 1 0 0 0 0.0500836586726158 0.62806236080178 0.153931957612939 8.51674377294067 0.682926829268293 0 0.0995614662892028 0 0 0 0
695490566 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 4201.43235654119 2041.68243013629 5383.73775454869 350.944565065822 207.77445294303 143.170112122793 69.9224467662051 1949.98099593548 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 39 45 41 6 5 1 0 0 0 0 1 0 0 0 0.0562130566323596 0.407956487646247 0.312341044905446 8.59113816184494 0.598704696626315 0 0.100247520197656 0 0 0 0
695490566 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 5198.65514623477 2065.82759635795 5921.69480496005 -2.58228449544741 -225.175208003016 222.592923507569 87.2812159461232 1939.81211298011 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 39 45 41 6 5 1 0 0 0 0 1 0 0 0 -0.000355467083748042 -86.2000000000003 0.267026873311531 8.68637797152806 0.632456223065049 0 0.100114425048501 0 0 0 0
696080168 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 26 25 28 39 39 1 0 0 0 0 0 0 1 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 0 0 0
696230399 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 1002 163 2354 61 60 1 1 23 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 21 21 21 21 21 1 0 0 0 0 0 0 1 0 0.0523605150214592 0.0163934426229508 0.0197424892703863 7.76387128782022 0.682926829268293 0 0.0995614662892028 1 0 0 0
696230399 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 1306 160 2706 63 63 0 0 21 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 21 21 21 21 21 1 0 0 0 0 0 0 1 0 0.0429740791268759 0 0.014324693042292 7.90322680873073 0.598704696626315 0 0.100247520197656 1 0 0 0
696230399 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 1228 189 2546 56 55 1 0 34 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 21 21 21 21 21 1 0 0 0 0 0 0 1 0 0.0395201129146083 0.0178571428571429 0.0239943542695836 7.84227877911735 0.632456223065049 0 0.100114425048501 1 0 0 0
696290684 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 2577.11992645654 2211.46844190118 14246.4635613835 1048.92396205075 1035.49608267442 13.4278793763266 0 2194.94182113032 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 33 31 33 13 13 1 0 0 0 0 1 0 0 0 0.21904659188956 0.0128015755785327 0.458369283865401 9.56426398376626 0.682926829268293 0 0.0995614662892028 0 0 0 0
696290684 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 2744.96841866062 2163.43795028586 11557.2724878245 261.84364783837 243.767656370238 18.075991468132 2.06582759635795 2139.68093292774 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 33 31 33 13 13 1 0 0 0 0 1 0 0 0 0.0533459595959596 0.0690335305719921 0.435921717171717 9.3550701704274 0.598704696626315 0 0.100247520197656 0 0 0 0
696290684 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 3090 1997 13060 145 122 23 2 1958 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 33 31 33 13 13 1 0 0 0 0 1 0 0 0 0.0285040298800865 0.158620689655172 0.384902693139375 9.47730940283042 0.632456223065049 0 0.100114425048501 0 0 0 0
697040161 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 10052.3170838778 5675.86132099346 10503.1839567829 778.817003826944 320.20327743548 458.613726391464 888.822323333006 3918.35849339193 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 98 90 85 42 NA 1 0 0 0 0 0 0 1 0 0.0495173047875484 0.588859416445624 0.249129835161227 9.25943372415881 0.682926829268293 0 0.0995614662892028 0 0 0 0
697040161 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 9237.34809711455 5580.83325156099 9036.44636336874 640.923011770053 291.28169108647 349.641320683582 866.614676672158 3741.21377700424 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 98 90 85 42 NA 1 0 0 0 0 0 0 1 0 0.0432524745573679 0.54552780016116 0.252474557367907 9.10902127470435 0.598704696626315 0 0.100247520197656 0 0 0 0
697040161 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 11192 5679 10498 888 365 523 933 3769 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 98 90 85 42 NA 1 0 0 0 0 0 0 1 0 0.0526346985952226 0.588963963963964 0.223401102483552 9.25894004181225 0.632456223065049 0 0.100114425048501 0 0 0 0
697230168 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 17299.2402919014 10979.3572177434 36155.0816776586 2345.23077876536 1707.92296528893 637.307813476426 394.056614005278 7740.13954665413 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 330 336 324 56 NA 1 0 0 0 0 0 0 1 0 0.0829330654734728 0.271746311385157 0.273710163455392 10.4955727897037 0.682926829268293 0 0.0995614662892028 0 0 0 0
697230168 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 20503.0531093288 11594.2275318008 35169.5438146539 620.814894100513 127.938186306662 492.876707793851 170.580915884665 8640.10743904517 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 330 336 324 56 NA 1 0 0 0 0 0 0 1 0 0.0193416663873075 0.793918948268744 0.269185029587014 10.4679357545182 0.598704696626315 1 0.100247520197656 0 0 0 0
697230168 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 20979 12412 38925 2402 1813 589 222 8546 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 330 336 324 56 NA 1 0 0 0 0 0 0 1 0 0.0719355514959121 0.245212323064113 0.255937228594531 10.5693919967022 0.632456223065049 0 0.100114425048501 0 0 0 0
697300159 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 132766.091505833 31814.2614408115 209978.463747308 17304.4048608923 14410.1803983949 2894.22446249748 919.293280379286 28826.0418226797 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 891 953 809 57 57 1 NA NA 1 1 0 0 1 0 0.105142591755787 0.1672536262162 0.175148742280464 12.2547602508564 0.682926829268293 0 0.0995614662892028 0 NA 0 0
697300159 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 134906.805352559 31446.5441286597 224755.328544056 16833.9126258218 14899.2650818326 1934.64754398922 893.986892323901 26186.9470683324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 891 953 809 57 57 1 NA NA 1 1 0 0 1 0 0.10119371012558 0.11492560208621 0.157417612269291 12.3227676608139 0.598704696626315 0 0.100247520197656 0 NA 0 0
697300159 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 119376 42351 208477 16261 14672 1589 1380 27378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 891 953 809 57 57 1 NA NA 1 1 0 0 1 0 0.100545981808851 0.0977184674989238 0.169285277040939 12.2475840023856 0.632456223065049 0 0.100114425048501 0 NA 0 0
697560168 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 875.566345086171 315.27710443275 1221.69213694371 29.7848409570979 7.7695435037469 22.015297453351 123.909438766288 182.046912878886 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 11 11 11 53 53 1 0 0 0 0 0 1 0 0 0.0250115504007941 0.739144368273172 0.152872246097864 7.10799217422962 0.682926829268293 1 0.0995614662892028 0 0 0 0
697560168 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 795.081791279109 443.80909532245 1099.98806209878 -48.0878885692595 -71.9114648267029 23.8235762574434 174.776737231894 259.25195866279 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 11 11 11 53 53 1 0 0 0 0 0 1 0 0 -0.0388152734751088 -0.495417390246426 0.209261333234884 7.0030546060901 0.598704696626315 0 0.100247520197656 0 0 0 0
697560168 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 705.662982951758 451.630748294401 1127.49194069009 77.7734623786972 46.2305613370036 31.5429010416936 199.473307441627 242.430391422684 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 11 11 11 53 53 1 0 0 0 0 0 1 0 0 0.0672028719061251 0.405574087573777 0.209480432561955 7.02775092340458 0.632456223065049 0 0.100114425048501 0 0 0 0
698340709 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 22 22 14 15 15 1 0 0 1 0 1 0 0 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 1 0 1
699240132 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1042 228 1926 28 25 3 0 119 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 12 13 13 23 NA 1 0 0 0 0 0 1 0 0 0.0220472440944882 0.107142857142857 0.0937007874015748 7.56320059235807 0.682926829268293 0 0.0995614662892028 1 0 0 0
699240132 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1075 230 1829 49 46 3 11 122 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 12 13 13 23 NA 1 0 0 0 0 0 1 0 0 0.0375478927203065 0.0612244897959184 0.0934865900383142 7.51152464839087 0.598704696626315 0 0.100247520197656 1 0 0 0
699240132 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 971 297 1678 47 42 5 8 181 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 12 13 13 23 NA 1 0 0 0 0 0 1 0 0 0.0370662460567823 0.106382978723404 0.142744479495268 7.42535788702715 0.632456223065049 0 0.100114425048501 0 0 0 0
699980133 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1089 57 1476 54 37 17 6 40 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 24 24 24 23 NA 1 0 0 0 0 0 0 1 0 0.0471204188481675 0.314814814814815 0.0349040139616056 7.29709100516042 0.682926829268293 0 0.0995614662892028 1 0 0 0
699980133 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1189 51 1397 51 37 14 4 36 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 24 24 24 23 NA 1 0 0 0 0 0 0 1 0 0.0411290322580645 0.274509803921569 0.0290322580645161 7.24208235925696 0.598704696626315 0 0.100247520197656 1 0 0 0
699980133 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1187 45 1652 61 45 16 5 30 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 24 24 24 23 NA 1 0 0 0 0 0 0 1 0 0.049512987012987 0.262295081967213 0.0243506493506494 7.40974195408092 0.632456223065049 0 0.100114425048501 1 0 0 0
700450514 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1162 907 2402 261 255 6 9 574 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 20 14 1 0 0 1 0 0 1 0 0 0.126147897535041 0.0229885057471264 0.277428709521508 7.78405700263993 0.682926829268293 0 0.0995614662892028 0 0 0 0
700450514 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1521 1092 2300 169 162 7 5 726 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 20 14 1 0 0 1 0 0 1 0 0 0.0646766169154229 0.0414201183431953 0.277841561423651 7.74066440191724 0.598704696626315 0 0.100247520197656 0 0 0 0
700450514 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 2410 1023 2867 340 272 68 3 665 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 20 14 1 0 0 1 0 0 1 0 0 0.0990387416254005 0.2 0.193708127002622 7.96102146588337 0.632456223065049 0 0.100114425048501 0 0 0 0
700520167 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 16 16 17 29 0 1 0 0 0 0 0 0 1 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 0 0 0
701720269 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 3311.52163696179 1562.79857664479 4272.13146926823 1420.77292939518 1371.19306708259 49.5798623125907 0.516456899089486 1562.2821197457 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 20 20 20 109 21 1 0 0 0 0 1 0 0 0 0.291481246026701 0.034896401308615 0.32051282051282 8.35986815480794 0.682926829268293 0 0.0995614662892028 0 0 0 0
701720269 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 3678.20603531532 1489.46169697408 4331.52401266352 1636.13545631549 1577.77582671838 58.359629597112 0 1489.46169697408 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 20 20 20 109 21 1 0 0 0 0 1 0 0 0 0.316610033979612 0.0356691919191919 0.288227063761743 8.37367472504414 0.598704696626315 0 0.100247520197656 0 0 0 0
701720269 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 4680 1389 4398 1444 1421 23 0 1389 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 20 20 20 109 21 1 0 0 0 0 1 0 0 0 0.237930466304169 0.0159279778393352 0.228868017795353 8.38890517111471 0.632456223065049 0 0.100114425048501 0 0 0 0
702170159 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1579.36280477413 514.388991721196 2531.79170053763 179.775723427001 82.7229565091645 97.0527669178369 0.337757647435533 433.600677074995 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 44 44 40 76 76 1 0 0 0 0 0 0 1 0 0.0858629584117484 0.539854687094309 0.207092683001293 7.83668251310968 0.682926829268293 0 0.0995614662892028 0 1 0 0
702170159 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1478.50831289025 597.399591482593 2770.44286488971 185.229686975473 114.79968857649 70.4299983989836 1.58076094759512 428.921652455494 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 44 44 40 76 76 1 0 0 0 0 0 0 1 0 0.0892282777021526 0.380230618261042 0.206618825214733 7.92676246542365 0.598704696626315 0 0.100247520197656 0 1 0 0
702170159 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1202.61384052844 548.453326757116 2327.82055033647 90.5019052095007 13.6026055250559 76.8992996844448 1.1625083278675 382.458730445651 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 44 44 40 76 76 1 0 0 0 0 0 0 1 0 0.0516838570788771 0.849698130734734 0.218414654555214 7.75268772269147 0.632456223065049 1 0.100114425048501 0 1 0 0
702860272 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 3812 2888 3651 282 -109 391 426 1741 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 66 38 39 22 21 1 0 0 0 0 0 0 0 1 0.042089552238806 1.38652482269504 0.259850746268657 8.20275638165564 0.682926829268293 1 0.0995614662892028 0 0 0 0
702860272 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 3855 2837 3264 762 490 272 472 1639 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 66 38 39 22 21 1 0 0 0 0 0 0 0 1 0.113867304243873 0.356955380577428 0.244919306634788 8.090708716084 0.598704696626315 0 0.100247520197656 0 0 0 0
702860272 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 4329 2058 4770 1236 605 631 350 710 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 66 38 39 22 21 1 0 0 0 0 0 0 0 1 0.193518083607327 0.510517799352751 0.111163300454047 8.47010158388239 0.632456223065049 0 0.100114425048501 0 0 0 0
702910168 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 10646 4687 9959 1346 967 379 501 4186 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 80 80 81 55 29 1 0 0 0 0 0 0 0 1 0.0877845170547186 0.281575037147103 0.273005934911629 9.20623194393164 0.682926829268293 0 0.0995614662892028 0 0 0 0
702910168 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 11803 4520 13489 2517 2214 303 336 4184 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 80 80 81 55 29 1 0 0 0 0 0 0 0 1 0.154199595662562 0.120381406436234 0.256325430374318 9.50962981746968 0.598704696626315 0 0.100247520197656 0 0 0 0
702910168 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 15562 4439 19312 6005 5659 346 235 4018 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 2 NA NA 80 80 81 55 29 1 0 0 0 0 0 0 0 1 0.300234988250587 0.0576186511240633 0.200889955502225 9.86848194333731 0.632456223065049 0 0.100114425048501 0 0 0 0
702970162 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1299.92201500824 52.1621468080381 1808.11560371229 102.774922918808 17.5595345690425 85.2153883497653 19.6253621654005 32.5367846426376 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 14 14 12 NA 1 0 0 0 0 0 0 1 0 0.0760122230710465 0.829145728643217 0.0240641711229947 7.5000404790144 0.682926829268293 1 0.0995614662892028 1 0 0 0
702970162 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1139.8203762905 26.8557587526533 1847.88278494218 6.19748278907394 -57.3267157989329 63.5241985880068 7.23039658725281 19.6253621654005 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 14 14 12 NA 1 0 0 0 0 0 0 1 0 0.00531208499335998 10.2499999999998 0.016821602478973 7.5217958221284 0.598704696626315 1 0.100247520197656 1 0 0 0
702970162 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1304 64 2026 43 -17 60 26 38 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 14 14 12 NA 1 0 0 0 0 0 0 1 0 0.0314327485380117 1.3953488372093 0.0277777777777778 7.61381868480863 0.632456223065049 1 0.100114425048501 1 0 0 0
703380403 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 25385.9224178446 4432.23310798597 26814.4422007261 1301.98784260459 975.587082380039 326.400760224555 82.1166469552283 2812.62427244134 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 78 73 74 21 21 1 0 0 0 0 0 0 1 0 0.0436642649300263 0.250694168980563 0.0943258971871969 10.1966959094377 0.682926829268293 0 0.0995614662892028 1 0 0 0
703380403 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 24810.5894322589 3686.46934570075 26964.2147014621 1179.58755752039 902.250202709332 277.337354811054 90.3799573406601 2846.19397088216 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 78 73 74 21 21 1 0 0 0 0 0 0 1 0 0.0413933089274711 0.235113835376533 0.0998767624777991 10.2022658844643 0.598704696626315 0 0.100247520197656 1 0 0 0
703380403 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 20365 3194 28564 1715 1502 213 69 2574 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 78 73 74 21 21 1 0 0 0 0 0 0 1 0 0.0727959590814551 0.124198250728863 0.109257608557239 10.259902462669 0.632456223065049 0 0.100114425048501 0 0 0 0
703890682 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 135034.370206634 76436.6539790422 289191.590015855 21822.3698141271 14850.2016764191 6972.16813770807 11614.0827467244 43305.9439024516 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 1618 1989 2250 13 7 1 0 0 1 0 0 1 0 0 0.103193191115236 0.319496379041038 0.204784291697703 12.5748446886774 0.682926829268293 0 0.0995614662892028 0 0 0 0
