"identif" "d17_1" "d17_2" "d17_3" "d17_4" "d17_5" "dip89" "dip90" "dip91" "eta92" "isgru" "anno" "aco" "aim" "sales" "util" "utiln" "of" "imim" "imte" "ind92" "nonotten" "avrebacc" "dip92" "dip93" "dip94" "eta95" "ind95" "dip95" "dip96" "dip97" "eta98" "desi" "chie" "paga" "eta98n" "ind98" "dip98" "dip99" "dip00" "eta01" "eta01n" "ind01" "razd" "raz01d" "duacq" "dusco" "dupav1" "dupav2" "dupav3" "dupav4" "roa" "ofut" "quoimm" "lsales" "pofut" "duofut" "pquoimm" "dimm" "desi01" "persist" "perdesi"
544950555 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 68847 56538 133189 1207 -2526 3733 5988 32224 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 240 250 260 23 13 1 0 0 1 0 1 0 0 0 0.0096263508394146 3.09279204639602 0.257000438648961 11.7995244510957 0.632456223065049 1 0.100114425048501 0 0 0 0
546950469 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1836.40780624603 137.911024805425 3143.40270313541 242.156312394449 165.140334767362 77.0159776270871 11.1660171360399 117.47823185816 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 21 21 21 25 NA 1 0 0 0 0 0 0 0 1 0.122653093606712 0.318042411802322 0.0595031714282923 8.05306115558186 0.682926829268293 0 0.0995614662892028 1 0 0 0
546950469 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 2362.80529936424 325.449619113037 4264.38347079694 862.836831123759 776.43029381233 86.4065373114287 6.66549654748563 104.475298382973 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 21 21 21 25 NA 1 0 0 0 0 0 0 0 1 0.320965405919354 0.100142384046 0.0388636128459692 8.35805289397767 0.598704696626315 0 0.100247520197656 1 0 0 0
546950469 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 2539.93502972209 695.150986174449 5366.50363843885 1052.53916034437 964.225030600071 88.3141297443022 1.54937069726846 371.84896734443 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 21 21 21 25 NA 1 0 0 0 0 0 0 0 1 0.325351213282248 0.0839057899901865 0.114942528735632 8.58793188391238 0.632456223065049 0 0.100114425048501 0 0 0 0
548050682 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 3107.00470492235 1256.53963548472 6964.93774112082 512.325243896771 321.75264813275 190.572595764021 0 1154.79762636409 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 66 70 74 17 17 1 0 0 0 0 1 0 0 0 0.117410344419458 0.371975806451613 0.264646703751923 8.84864394735426 0.682926829268293 0 0.0995614662892028 0 0 0 0
548050682 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 5985.73546044715 1278.23082524648 8002.49965139159 542.79620094305 331.56532921545 211.2308717276 7.7468534863423 1248.27632509929 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 66 70 74 17 17 1 0 0 0 0 1 0 0 0 0.0747244934233914 0.389153187440533 0.171845005332385 8.98750922828158 0.598704696626315 0 0.100247520197656 0 0 0 0
548050682 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 6312 1290 9329 516 272 244 6 1275 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 66 70 74 17 17 1 0 0 0 0 1 0 0 0 0.0678768745067088 0.472868217054264 0.167719021310182 9.14088310696096 0.632456223065049 0 0.100114425048501 0 0 0 0
549410133 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1173 2367 3421 248 31 217 39 2295 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 NA NA 20 19 15 25 25 1 1 1 0 0 0 0 1 0 0.0700564971751412 0.875 0.648305084745763 8.13768818497761 0.682926829268293 1 0.0995614662892028 0 1 0 0
549410133 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1613 2325 3184 240 85 155 34 2249 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 NA NA 20 19 15 25 25 1 1 1 0 0 0 0 1 0 0.0609446419502285 0.645833333333333 0.571102082275267 8.06589354696427 0.598704696626315 1 0.100247520197656 0 1 0 0
549410133 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1509 2279 3571 248 67 181 29 2180 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 NA NA 20 19 15 25 25 1 1 1 0 0 0 0 1 0 0.0654699049630412 0.729838709677419 0.575501583949314 8.18060094759445 0.632456223065049 1 0.100114425048501 0 1 0 0
549700194 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 23 22 1 0 0 0 0 1 0 0 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 0 0 0
550880075 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 2560 158 2610 220 85 135 30 120 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 18 20 18 22 22 1 0 0 0 0 0 0 1 0 0.0809418690213392 0.613636363636364 0.0441501103752759 7.86710550031674 0.682926829268293 0 0.0995614662892028 1 0 0 0
550880075 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 2352 109 2246 242 109 133 11 90 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 18 20 18 22 22 1 0 0 0 0 0 0 1 0 0.0983340105648111 0.549586776859504 0.0365704997968306 7.71690613529839 0.598704696626315 0 0.100247520197656 1 0 0 0
550880075 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 2412 121 2162 230 108 122 4 106 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 18 20 18 22 22 1 0 0 0 0 0 0 1 0 0.0908014212396368 0.530434782608696 0.0418476115278326 7.67878899819915 0.632456223065049 0 0.100114425048501 1 0 0 0
550890041 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 17 17 17 22 NA 1 0 0 0 0 1 0 0 0 NA NA NA NA 0.632456223065049 NA 0.100114425048501 NA 0 0 0
551480388 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1656.36193867591 328.10005164569 2364.62334591767 -27.7139066349218 -31.5094780170121 3.79557138209031 0 324.918097682658 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 16 16 16 33 NA 1 0 0 0 0 1 0 0 0 -0.0139654509736569 -0.136955479863946 0.163731076365944 7.7683740264741 0.682926829268293 0 0.0995614662892028 0 0 0 0
551480388 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1565.32010153543 443.73416104159 2655.82702825536 115.779451729356 111.85300293864 3.92644879071617 0 439.608713660801 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 16 16 16 33 NA 1 0 0 0 0 1 0 0 0 0.0576288325736137 0.0339131748515667 0.21881375821921 7.88451138357175 0.598704696626315 0 0.100247520197656 0 0 0 0
551480388 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1377.57837336735 360.432639559566 2923.1202719662 90.0962061076193 85.1364442975411 4.95976181007814 0 358.026072293637 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 16 16 16 33 NA 1 0 0 0 0 1 0 0 0 0.0518386853923853 0.0550496188946485 0.205997585533534 7.9804069110202 0.632456223065049 0 0.100114425048501 0 0 0 0
551550040 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 2613.78836629189 1629.93797352642 5070.05737836149 25.3063880553847 -92.4457849370182 117.752172992403 0 1591.20370609471 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 38 42 40 23 NA 1 0 0 0 0 0 0 1 0 0.00596324692710233 4.65306122448981 0.37495436290617 8.53110741375225 0.682926829268293 1 0.0995614662892028 0 1 0 0
551550040 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 2837.93066049673 1448.66160194601 5267.86037071276 121.367371286029 37.184896734443 84.1824745515863 0 1408.89442071612 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 38 42 40 23 NA 1 0 0 0 0 0 0 1 0 0.0283132530120482 0.693617021276596 0.328674698795181 8.56937955733209 0.598704696626315 1 0.100247520197656 0 1 0 0
551550040 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 2688.67461665987 1396.49945513797 5606.65609651546 59.3925433952912 -30.4709570462795 89.8635004415707 0.516456899089486 1204.37748867668 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 38 42 40 23 NA 1 0 0 0 0 0 0 1 0 0.0145385587863464 1.51304347826086 0.294816687737042 8.63170975957444 0.632456223065049 1 0.100114425048501 0 1 0 0
552050355 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 393 3839 1378 285 173 112 4 3831 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 17 17 17 22 21 1 0 0 0 0 1 0 0 0 0.06734404536862 0.392982456140351 0.905245746691871 7.2283884515736 0.682926829268293 0 0.0995614662892028 0 0 0 0
552050355 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 701 3643 1573 466 396 70 1 3638 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 17 17 17 22 21 1 0 0 0 0 1 0 0 0 0.107274401473297 0.150214592274678 0.837476979742173 7.36073990305828 0.598704696626315 0 0.100247520197656 0 0 0 0
552050355 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 468.761802331286 3469.57596822757 1434.59780454172 227.351822318168 183.67189803075 43.6799242874186 0.403404483878798 3464.89371833474 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 17 17 17 22 21 1 0 0 0 0 1 0 0 0 0.0577278627591931 0.192124803936212 0.87978581833093 7.2686398133285 0.632456223065049 0 0.100114425048501 0 0 0 0
552410186 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1141 868 2650 149 82 67 33 761 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 13 13 13 25 21 1 0 0 0 0 1 0 0 0 0.0741662518666003 0.449664429530201 0.378795420607267 7.88231491898027 0.682926829268293 0 0.0995614662892028 0 0 0 0
552410186 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1516 1267 2615 218 154 64 24 1243 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 13 13 13 25 21 1 0 0 0 0 1 0 0 0 0.0783327344592167 0.293577981651376 0.446640316205534 7.86901937649902 0.598704696626315 0 0.100247520197656 0 0 0 0
552410186 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1498 1705 2955 261 164 97 14 1691 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 13 13 13 25 21 1 0 0 0 0 1 0 0 0 0.0814861067748985 0.371647509578544 0.52794255385576 7.9912539298402 0.632456223065049 0 0.100114425048501 0 0 0 0
553040256 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1140 783 2046 129 74 55 1 546 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 18 18 18 24 24 1 0 0 0 0 0 0 1 0 0.0670826833073323 0.426356589147287 0.28393135725429 7.62364194651157 0.682926829268293 0 0.0995614662892028 0 0 0 0
553040256 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1120 766 1976 191 148 43 1 504 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 18 18 18 24 24 1 0 0 0 0 0 0 1 0 0.101272534464475 0.225130890052356 0.267232237539767 7.58882987830781 0.598704696626315 0 0.100247520197656 0 0 0 0
553040256 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1228 634 2281 174 147 27 1 458 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 18 18 18 24 24 1 0 0 0 0 0 0 1 0 0.0934479054779807 0.155172413793103 0.245972073039742 7.73236922228439 0.632456223065049 0 0.100114425048501 0 0 0 0
553610040 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 413.681976170679 119.301543689671 1102.63547955605 36.6684398353536 -5.68102588998431 42.3494657253379 0.516456899089486 118.785086790582 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 14 14 22 22 1 0 0 0 0 1 0 0 0 0.0687984496124032 1.15492957746479 0.222868217054264 7.00545848372246 0.682926829268293 1 0.0995614662892028 0 0 0 0
553610040 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 449.833959106943 115.169888496955 1209.54205766758 17.043077669953 -23.2405604590269 40.2836381289799 15.4937069726846 99.6761815242709 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 14 14 22 22 1 0 0 0 0 1 0 0 0 0.0301645338208409 2.36363636363637 0.176416819012797 7.09799710221739 0.598704696626315 1 0.100247520197656 0 0 0 0
553610040 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 547 109 1344 107 62 45 11 98 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 14 14 22 22 1 0 0 0 0 1 0 0 0 0.163109756097561 0.420560747663551 0.149390243902439 7.20340552108309 0.632456223065049 0 0.100114425048501 0 0 0 0
555270272 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1303 363 2583 82 55 27 0 354 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 22 24 24 24 NA 1 0 0 0 0 1 0 0 0 0.0492196878751501 0.329268292682927 0.212484993997599 7.85670679309584 0.682926829268293 0 0.0995614662892028 0 0 0 0
555270272 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1758 354 2954 70 59 11 1 344 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 22 24 24 24 NA 1 0 0 0 0 1 0 0 0 0.0331439393939394 0.157142857142857 0.162878787878788 7.99091546309133 0.598704696626315 0 0.100247520197656 0 0 0 0
555270272 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1643 498 3074 39 26 13 1 489 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 22 24 24 24 NA 1 0 0 0 0 1 0 0 0 0.0182157870154134 0.333333333333333 0.228397944885567 8.03073492409854 0.632456223065049 0 0.100114425048501 0 0 0 0
555430041 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 998.311185939977 312.456423949139 2037.93892380711 83.1495607534074 25.8228449544744 57.326715798933 0.516456899089486 311.93996705005 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 20 20 20 28 15 1 0 0 0 0 0 1 0 0 0.0634357762017337 0.68944099378882 0.237982663514578 7.61969424464229 0.682926829268293 1 0.0995614662892028 0 0 0 0
555430041 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1149.11660047411 355.322346573567 2002.30339776994 89.3470435424812 51.1292330098592 38.217810532622 1.54937069726846 353.772975876298 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 20 20 20 28 15 1 0 0 0 0 0 1 0 0 0.0593889461036732 0.427745664739884 0.235152763474082 7.60205349573066 0.598704696626315 0 0.100247520197656 0 0 0 0
555430041 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1207 336 2236 71 28 43 1 334 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 20 20 20 28 15 1 0 0 0 0 0 1 0 0 0.0460142579390797 0.605633802816901 0.216461438755671 7.71244383427499 0.632456223065049 0 0.100114425048501 0 0 0 0
556470277 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 22563.4854643206 6752.67395559504 26686.3608897519 2316.82564931543 1558.66692145207 758.158727863366 268.557587526533 4884.13289468927 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 109 112 120 12 12 1 0 0 0 0 0 0 1 0 0.0790289620181805 0.327240303165404 0.166602071735607 10.191907885772 0.682926829268293 0 0.0995614662892028 0 0 0 0
556470277 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 21643.6757270422 7362.60955341972 26317.6106638021 2400.49166696793 1798.81937952868 601.672287439252 212.263785525779 4900.14305856105 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 109 112 120 12 12 1 0 0 0 0 0 0 1 0 0.0827576383448473 0.250645438898451 0.168933836621323 10.1779936010678 0.598704696626315 0 0.100247520197656 0 0 0 0
556470277 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 28364 10422 29578 1631 816 815 133 5385 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 109 112 120 12 12 1 0 0 0 0 0 0 1 0 0.0420512556076935 0.499693439607603 0.138838756252256 10.2947861207267 0.632456223065049 0 0.100114425048501 0 0 0 0
556960384 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 66444.2458954588 49175.4765606036 115180.217634937 15725.5961203758 13275.5245910953 2450.07152928052 5968.6923827772 20525.0300836144 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 476 496 616 53 20 1 NA NA 1 1 0 0 0 1 0.136011363687123 0.155801504154488 0.17752187643777 11.6542532905791 0.682926829268293 0 0.0995614662892028 0 NA 0 0
556960384 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 58359.629597112 46658.7820913406 112277.729862054 10156.6413774938 8683.18984439154 1473.4515331023 6021.88744338341 21094.165586411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 476 496 616 53 20 1 NA NA 1 1 0 0 0 1 0.0967129593201668 0.145072714329299 0.200861594145881 11.628730811729 0.598704696626315 0 0.100247520197656 0 NA 0 0
556960384 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 93507 50657 142186 13550 10606 2944 7180 31196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 476 496 616 53 20 1 NA NA 1 1 0 0 0 1 0.0939901778530007 0.217269372693727 0.216392441941123 11.8648913386212 0.632456223065049 0 0.100114425048501 0 NA 0 0
558030277 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1180.40015183833 742.830114601786 3163.67312874754 278.743295098308 260.298300856802 18.4449942415056 10.9868360300991 708.534525143704 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 39 39 40 24 24 1 0 0 0 0 1 0 0 0 0.144934956548006 0.0661719745940449 0.368408576709432 8.0594890140525 0.682926829268293 0 0.0995614662892028 0 0 0 0
558030277 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1317.23460519452 840.70025977782 3371.53129728808 235.64563464806 221.680842031328 13.9647926167322 8.02417792973087 808.820098436685 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 39 39 40 24 24 1 0 0 0 0 1 0 0 0 0.109199604896824 0.0592618345660795 0.374812100015378 8.1231223110288 0.598704696626315 0 0.100247520197656 0 0 0 0
558030277 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1733 1179 3740 318 298 20 8 1148 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 39 39 40 24 24 1 0 0 0 0 1 0 0 0 0.109203296703297 0.0628930817610063 0.394230769230769 8.22684089040858 0.632456223065049 0 0.100114425048501 0 0 0 0
565530640 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1207.99930433256 292.423551467512 2790.04745154343 -22.2959628564198 -37.4795390105719 15.1835761541521 29.7590671755489 262.664484291963 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 35 35 35 38 32 1 0 0 0 0 1 0 0 0 -0.0148597862064231 -0.68100114141427 0.175060306017468 7.93381388239244 0.682926829268293 0 0.0995614662892028 0 0 0 0
565530640 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1366.665250714 322.778369752152 3086.20233231936 -22.9829822287181 -40.969466035212 17.9864838064939 39.5541195184556 283.224250233697 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 35 35 35 38 32 1 0 0 0 0 1 0 0 0 -0.013603876418425 -0.782600083292025 0.167643505117708 8.0346965953621 0.598704696626315 0 0.100247520197656 0 0 0 0
565530640 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1406 309 3245 13 1 12 41 268 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 35 35 35 38 32 1 0 0 0 0 1 0 0 0 0.0075801749271137 0.923076923076923 0.156268221574344 8.08487062913819 0.632456223065049 1 0.100114425048501 0 0 0 0
565900827 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 693 298 1316 8 2 6 0 220 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 15 15 21 21 1 0 0 0 0 0 1 0 0 0.00807265388496468 0.75 0.221997981836529 7.18235211188526 0.682926829268293 1 0.0995614662892028 0 0 0 0
565900827 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 837 380 1810 223 217 6 1 305 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 15 15 21 21 1 0 0 0 0 0 1 0 0 0.183237469186524 0.0269058295964126 0.250616269515201 7.50108212425987 0.598704696626315 0 0.100247520197656 0 0 0 0
565900827 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 744 650 1940 286 276 10 6 569 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 14 15 15 21 21 1 0 0 0 0 0 1 0 0 0.205164992826399 0.034965034965035 0.408177905308465 7.57044325205737 0.632456223065049 0 0.100114425048501 0 0 0 0
566130557 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 1449 764 1494 66 -10 76 17 735 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 29 29 29 23 23 1 0 0 0 0 0 0 1 0 0.0298237686398554 1.15151515151515 0.332128332580208 7.30921236569276 0.682926829268293 1 0.0995614662892028 0 1 0 0
566130557 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1249 647 1535 101 28 73 12 624 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 29 29 29 23 23 1 0 0 0 0 0 0 1 0 0.0532700421940928 0.722772277227723 0.329113924050633 7.3362856600213 0.598704696626315 1 0.100247520197656 0 1 0 0
566130557 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1148 801 1870 149 68 81 7 589 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 29 29 29 23 23 1 0 0 0 0 0 0 1 0 0.0764494612621857 0.543624161073825 0.302206259620318 7.53369370984863 0.632456223065049 0 0.100114425048501 0 1 0 0
568880661 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 971 329 1776 81 -5 86 5 324 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 15 16 16 24 NA 1 0 0 0 0 0 0 1 0 0.0623076923076923 1.06172839506173 0.249230769230769 7.48211892355212 0.682926829268293 1 0.0995614662892028 0 1 0 1
568880661 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 744 322 1648 48 7 41 2 320 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 15 16 16 24 NA 1 0 0 0 0 0 0 1 0 0.0450281425891182 0.854166666666667 0.300187617260788 7.40731771046942 0.598704696626315 1 0.100247520197656 0 1 0 1
568880661 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 928 281 1423 -53 -102 49 5 276 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 15 16 16 24 NA 1 0 0 0 0 0 0 1 0 -0.04383788254756 -0.924528301886792 0.228287841191067 7.26052259808985 0.632456223065049 0 0.100114425048501 0 1 0 1
569350136 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 830 254 1283 41 19 22 13 238 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 24 24 1 0 0 0 0 1 0 0 0 0.0378228782287823 0.536585365853659 0.219557195571956 7.15695636461564 0.682926829268293 0 0.0995614662892028 0 0 0 0
569350136 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 1302 274 1698 47 22 25 21 252 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 24 24 1 0 0 0 0 1 0 0 0 0.0298223350253807 0.531914893617021 0.15989847715736 7.43720636687129 0.598704696626315 0 0.100247520197656 0 0 0 0
569350136 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1590 277 1829 68 16 52 19 257 NA NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA NA 15 15 15 24 24 1 0 0 0 0 1 0 0 0 0.0364220674879486 0.764705882352941 0.137653990358864 7.51152464839087 0.632456223065049 1 0.100114425048501 0 0 0 0
571790568 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 780 1428 1997 -99 -224 125 42 1327 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 17 17 16 12 11 1 0 0 0 0 1 0 0 0 -0.0448369565217391 -1.26262626262626 0.600996376811594 7.59940133341582 0.682926829268293 0 0.0995614662892028 0 1 0 0
571790568 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 837 1348 2370 102 27 75 34 1246 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 17 17 16 12 11 1 0 0 0 0 1 0 0 0 0.0466819221967963 0.735294117647059 0.57025171624714 7.77064523412918 0.598704696626315 1 0.100247520197656 0 1 0 0
571790568 NA NA NA NA NA NA NA NA NA 0 "2000-01-01" 1170 1275 2921 124 53 71 26 1219 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 2 NA NA 17 17 16 12 11 1 0 0 0 0 1 0 0 0 0.0507157464212679 0.57258064516129 0.498568507157464 7.97968130238774 0.632456223065049 0 0.100114425048501 0 1 0 0
572210566 NA NA NA NA NA NA NA NA NA 1 "1998-01-01" 1020 158 1883 196 68 128 5 149 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 16 16 16 12 12 1 0 0 0 0 1 0 0 0 0.166383701188455 0.653061224489796 0.126485568760611 7.54062152865715 0.682926829268293 0 0.0995614662892028 0 0 0 0
572210566 NA NA NA NA NA NA NA NA NA 1 "1999-01-01" 1089 243 1981 66 -26 92 15 155 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 16 16 16 12 12 1 0 0 0 0 1 0 0 0 0.0495495495495495 1.39393939393939 0.116366366366366 7.59135704669855 0.598704696626315 1 0.100247520197656 0 0 0 0
572210566 NA NA NA NA NA NA NA NA NA 1 "2000-01-01" 1657 280 2888 166 66 100 49 153 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 16 16 16 12 12 1 0 0 0 0 1 0 0 0 0.0856995353639649 0.602409638554217 0.0789881259679917 7.96831950001272 0.632456223065049 0 0.100114425048501 1 0 0 0
572600600 NA NA NA NA NA NA NA NA NA 0 "1998-01-01" 451.899786703301 793.794253900541 855.25262489219 20.6582759635794 -54.2279744043962 74.8862503679755 0.516456899089486 649.186322155485 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 17 19 20 15 20 1 0 0 1 0 1 0 0 0 0.0165837479270314 3.62500000000001 0.521144278606965 6.75139689300494 0.682926829268293 1 0.0995614662892028 0 1 0 0
572600600 NA NA NA NA NA NA NA NA NA 0 "1999-01-01" 379.038147572394 1009.68613519809 1198.08152168861 124.068786377933 70.6677250590052 53.4010613189276 17.4256534470916 720.585754569352 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 1 NA NA 17 19 20 15 20 1 0 0 1 0 1 0 0 0 0.0893401144613225 0.43041495671812 0.518883239466222 7.08847682451432 0.598704696626315 0 0.100247520197656 0 1 0 0
