"identif" "eta98c" "eta01c" "persist" "perdesi"
"1971" 351210183 29 32 0 0
"1972" 351430047 23 26 0 0
"1973" 351730370 NA NA 0 0
"1974" 352020251 NA NA 0 0
"1976" 352490537 16 19 0 0
"1977" 352660147 26 29 0 0
"1978" 352940390 NA NA 0 0
"1979" 353180069 23 26 0 0
"1980" 353260137 24 27 0 0
"1981" 353520472 NA NA 0 0
"1982" 353710949 NA NA 0 0
"1983" 354690457 20 23 0 0
"1985" 355570418 24 27 0 0
"1988" 355850943 NA NA 0 0
"1989" 355880288 24 27 0 0
"1990" 356740374 NA NA 0 0
"1991" 357390409 NA NA 0 0
"1993" 357620138 NA NA 0 0
"1994" 357650515 NA NA 0 0
"1995" 358270131 NA NA 0 0
"1997" 358910371 NA NA 0 0
"1998" 359070457 NA NA 0 0
"1999" 359450278 NA NA 0 0
"2000" 359530244 NA NA 0 0
"2001" 359970291 22 25 0 0
"2002" 360090428 NA NA 0 0
"2003" 360310454 NA NA 0 0
"2004" 360540208 NA NA 0 0
"2005" 361060404 NA NA 0 0
"2006" 361310031 NA NA 0 0
"2007" 361380422 NA NA 0 0
"2008" 361550279 29 32 0 0
"2009" 361660476 NA NA 0 0
"2010" 361820484 NA NA 0 0
"2011" 362710346 NA NA 0 0
"2012" 364040460 17 20 0 0
"2013" 364090515 NA NA 0 0
"2015" 365930420 NA NA 0 0
"2016" 366210186 NA NA 0 0
"2018" 367610293 NA NA 0 0
"2019" 367810141 24 27 0 0
"2020" 368640380 NA NA 0 0
"2022" 369630281 NA NA 0 0
"2023" 370140171 NA NA 0 0
"2024" 370290372 NA NA 0 0
"2025" 370370398 21 24 0 0
"2026" 370910292 NA NA 0 0
"2027" 370910748 19 22 0 0
"2028" 371080483 20 23 0 0
"2029" 371610446 19 22 0 0
"2030" 371890220 22 25 0 0
"2031" 372000647 NA NA 0 0
"2032" 372260274 NA NA 0 0
"2033" 373210169 NA NA 0 0
"2034" 373640318 NA NA 0 0
"2035" 373860148 NA NA 0 0
"2036" 374050467 17 20 0 0
"2037" 374150432 21 24 0 0
"2038" 374220383 NA NA 0 0
"2040" 374550516 NA NA 0 0
"2041" 374580174 NA NA 0 0
"2042" 374610682 10 13 0 0
"2043" 375420438 NA NA 0 0
"2044" 375820512 NA NA 0 0
"2045" 376400413 NA NA 0 0
"2046" 377070132 NA NA 0 0
"2047" 377740411 NA NA 0 0
"2048" 377910204 NA NA 0 0
"2049" 378020102 NA NA 0 0
"2050" 378200563 NA NA 0 0
"2052" 378420427 NA NA 0 0
"2053" 378460340 18 21 0 0
"2054" 378720297 NA NA 0 0
"2057" 379850382 32 35 0 0
"2058" 380370248 25 28 0 0
"2059" 380370495 NA NA 0 0
"2060" 380580143 NA NA 0 0
"2061" 380620452 NA NA 0 0
"2062" 380950958 2 5 0 0
"2063" 381020396 21 24 0 0
"2064" 382510296 NA NA 0 0
"2065" 382830496 NA NA 0 0
"2066" 383370492 NA NA 0 0
"2067" 383490498 NA NA 0 0
"2068" 383680536 8 11 0 0
"2069" 383710622 20 23 0 0
"2070" 383810497 NA NA 0 0
"2071" 383960490 NA NA 0 0
"2072" 384310497 NA NA 0 0
"2074" 384540458 NA NA 0 0
"2075" 384710043 NA NA 0 0
"2077" 385060497 36 39 0 0
"2078" 385240139 24 27 0 0
"2079" 385830493 NA NA 0 0
"2080" 385870489 NA NA 0 0
"2081" 386060447 17 20 0 0
"2082" 387760201 NA NA 0 0
"2083" 387920706 10 13 0 0
"2084" 388070741 18 21 0 0
"2085" 388160146 NA NA 0 0
"2086" 388510472 NA NA 0 0
"2087" 389330615 17 20 0 0
"2089" 389660490 NA NA 0 0
"2091" 390160498 39 42 0 0
"2092" 390410448 18 21 0 0
"2093" 390570431 NA NA 0 0
"2095" 391380178 24 27 0 0
"2096" 391710481 19 22 0 0
"2097" 392810942 NA NA 0 0
"2098" 394060280 NA NA 0 0
"2099" 394400213 21 24 0 0
"2100" 394590211 21 24 0 0
"2101" 394660436 NA NA 0 0
"2102" 394760178 NA NA 0 0
"2103" 394770399 NA NA 0 0
"2104" 394820493 47 50 0 1
"2105" 394840450 NA NA 0 0
"2106" 394990494 NA NA 0 0
"2107" 395030457 NA NA 0 0
"2108" 395100489 49 52 0 0
"2109" 396010458 20 23 0 0
"2110" 396440340 18 21 0 0
"2111" 396600513 20 23 0 0
"2113" 397320590 38 41 0 0
"2114" 397360323 NA NA 0 0
"2115" 397600884 NA NA 0 0
"2116" 399890590 45 48 0 0
"2117" 400320181 26 29 0 0
"2118" 400510427 NA NA 0 0
"2119" 400630472 NA NA 0 0
"2120" 401720181 31 34 0 0
"2121" 401740494 NA NA 0 0
"2122" 401760492 NA NA 0 0
"2123" 401890596 NA NA 0 0
"2124" 402280490 NA NA 0 0
"2125" 402490495 NA NA 0 0
"2126" 402830427 NA NA 0 0
"2127" 403210595 79 82 0 0
"2129" 403760292 NA NA 0 0
"2130" 404180326 11 14 0 0
"2133" 405480493 36 39 0 0
"2134" 405560492 NA NA 0 0
"2135" 406160490 NA NA 0 0
"2136" 406210212 NA NA 0 0
"2137" 406620170 NA NA 0 0
"2139" 407110148 NA NA 0 0
"2140" 407160945 18 21 0 0
"2141" 407370494 NA NA 0 0
"2142" 407560589 NA NA 0 0
"2143" 407570432 NA NA 0 0
"2144" 407750497 NA NA 0 0
"2145" 407990374 NA NA 0 0
"2146" 408290889 NA NA 0 0
"2147" 408570498 NA NA 0 0
"2149" 410200514 NA NA 0 0
"2150" 412840458 NA NA 0 0
"2151" 413300295 23 26 0 0
"2152" 413450322 NA NA 0 0
"2153" 413610180 26 29 0 0
"2154" 413620179 34 37 0 0
"2155" 413720435 NA NA 0 0
"2156" 414250077 22 25 0 0
"2158" 415110783 15 18 0 0
"2159" 416360296 23 26 0 0
"2160" 416950732 27 30 0 0
"2161" 417020378 NA NA 0 0
"2162" 417710028 NA NA 0 0
"2163" 418360294 NA NA 0 0
"2164" 418390440 16 19 0 0
"2166" 418870482 19 22 0 0
"2167" 419260147 23 26 0 0
"2168" 419400040 NA NA 0 0
"2169" 420060940 NA NA 0 0
"2170" 420150493 NA NA 0 0
"2171" 420280498 NA NA 0 0
"2172" 420410947 18 21 0 0
"2173" 420820392 20 23 0 0
"2174" 420820517 19 22 0 0
"2175" 420900178 NA NA 0 0
"2176" 421080491 NA NA 0 0
"2177" 421340622 14 17 0 0
"2179" 421620494 NA NA 0 0
"2180" 421670489 NA NA 0 0
"2181" 421700247 NA NA 0 0
"2182" 421830598 NA NA 0 0
"2183" 421860942 NA NA 0 0
"2184" 422590944 17 20 0 0
"2185" 422630625 19 22 0 0
"2186" 423010496 NA NA 0 0
"2187" 423120592 51 54 1 1
"2188" 423130385 NA NA 0 0
"2189" 423130492 NA NA 0 0
"2190" 423480491 NA NA 0 0
"2191" 423490177 24 27 0 0
"2192" 424450493 27 30 0 0
"2193" 424850593 NA NA 0 0
"2194" 425050350 NA NA 0 0
"2195" 425090405 NA NA 0 0
"2196" 425280394 NA NA 0 0
"2197" 425750495 NA NA 0 0
"2198" 426150497 NA NA 0 0
"2199" 426420494 47 50 0 0
"2200" 426500493 NA NA 0 0
"2201" 426520491 NA NA 0 0
"2202" 426930476 NA NA 0 0
"2203" 427780490 NA NA 0 0
"2204" 428090493 NA NA 0 0
"2205" 428160494 NA NA 0 0
"2206" 428170030 NA NA 0 0
"2207" 428630496 NA NA 0 0
"2208" 428980495 NA NA 0 0
"2209" 429010474 20 23 0 0
"2210" 429160493 NA NA 0 0
"2211" 429300495 NA NA 0 0
"2212" 429390496 NA NA 0 0
"2213" 429390785 NA NA 0 0
"2214" 429680383 NA NA 0 0
"2215" 429740492 NA NA 0 0
"2216" 429760466 14 17 0 0
"2218" 430110321 9 12 0 0
"2219" 430390319 NA NA 0 0
"2221" 430720491 NA NA 0 0
"2222" 430980491 NA NA 0 0
"2223" 431100495 NA NA 0 0
"2224" 431130492 NA NA 0 0
"2225" 431630491 NA NA 0 0
"2226" 432910455 NA NA 0 0
"2228" 433240497 47 50 0 0
"2230" 433770386 NA NA 0 0
"2231" 433810695 10 13 0 0
"2232" 434110069 22 25 0 0
"2233" 434230497 NA NA 0 0
"2235" 434660321 8 11 0 0
"2237" 434930492 NA NA 0 0
"2238" 435020069 22 25 0 0
"2239" 435060182 NA NA 0 0
"2240" 435080230 19 22 0 0
"2241" 435080313 22 25 0 0
"2242" 435210498 NA NA 0 0
"2243" 435480364 NA NA 0 0
"2244" 435750939 17 20 0 0
"2246" 435970596 NA NA 0 0
"2247" 436620273 NA NA 0 0
"2248" 436620695 4 7 0 0
"2249" 436800313 NA NA 0 0
"2250" 436880497 NA NA 0 0
"2251" 436960497 NA NA 0 0
"2252" 436960513 NA NA 0 0
"2253" 437270367 NA NA 0 0
"2254" 437280489 34 37 0 0
"2255" 437320238 NA NA 0 0
"2256" 437590236 19 22 0 0
"2257" 437760251 NA NA 0 0
"2258" 438600497 NA NA 0 0
"2259" 438670490 NA NA 0 0
"2260" 438680489 NA NA 0 0
"2261" 439120073 NA NA 0 0
"2262" 439700395 19 22 0 0
"2263" 439720732 NA NA 0 0
"2264" 439910366 22 25 0 0
"2265" 441000321 NA NA 0 0
"2266" 441670594 NA NA 0 0
"2268" 442360492 NA NA 0 0
"2269" 442520491 31 34 0 0
"2271" 443040325 NA NA 0 0
"2272" 443650495 30 33 0 0
"2273" 443710190 24 27 0 0
"2274" 443780193 22 25 0 0
"2275" 443880407 NA NA 0 0
"2276" 443900312 NA NA 0 0
"2277" 444040845 NA NA 0 0
"2278" 444060363 22 25 0 0
"2280" 444530936 22 25 0 0
"2282" 444920285 NA NA 0 0
"2283" 445070494 25 28 0 0
"2284" 445500680 16 19 0 0
"2285" 446200181 24 27 0 0
"2286" 446700469 NA NA 0 0
"2287" 447460495 NA NA 0 0
"2289" 447760241 NA NA 0 0
"2291" 447940785 NA NA 0 0
"2293" 449310193 NA NA 0 0
"2294" 449520320 8 11 0 0
"2295" 450030904 NA NA 0 0
"2296" 450280186 NA NA 0 0
"2297" 450570180 NA NA 0 0
"2298" 451250436 NA NA 0 0
"2299" 451260245 NA NA 0 0
"2300" 451980058 NA NA 0 0
"2301" 452410352 21 24 0 0
"2302" 453070360 21 24 0 0
"2303" 455160019 37 40 0 0
"2304" 456870048 NA NA 0 0
"2305" 456880021 41 44 0 0
"2307" 457290022 NA NA 0 0
"2308" 457290568 NA NA 0 0
"2309" 457580555 21 24 0 0
"2310" 457890318 NA NA 0 0
"2312" 459510310 21 24 0 0
"2313" 459510484 16 19 0 0
"2314" 459700325 7 10 0 0
"2315" 460020465 NA NA 0 0
"2316" 460520027 NA NA 0 0
"2317" 461190028 NA NA 0 0
"2318" 461330368 NA NA 0 0
"2319" 462460058 NA NA 0 0
"2320" 462560021 NA NA 0 0
"2321" 462730400 18 21 0 0
"2322" 462740045 NA NA 0 0
"2323" 463170028 NA NA 0 0
"2324" 463280033 NA NA 0 0
"2326" 463580028 NA NA 0 0
"2328" 463840357 NA NA 0 0
"2329" 464710590 NA NA 0 0
"2330" 465000371 NA NA 0 0
"2331" 465370592 NA NA 0 0
"2333" 465900737 27 30 0 0
"2334" 466190023 NA NA 0 0
"2336" 466620516 NA NA 0 0
"2338" 466940211 NA NA 0 0
"2339" 467090180 NA NA 0 0
"2340" 467200383 NA NA 0 0
"2341" 467510187 NA NA 0 0
"2342" 467860640 NA NA 0 0
"2343" 468300687 16 19 0 0
"2345" 469270020 NA NA 0 0
"2346" 469280425 17 20 0 0
"2347" 469480025 NA NA 0 0
"2348" 469740196 28 31 0 0
"2349" 469750021 NA NA 0 0
"2350" 469830021 NA NA 0 0
"2351" 469930185 25 28 0 0
"2353" 470160186 25 28 0 0
"2356" 470530024 NA NA 0 0
"2357" 470550022 NA NA 0 0
"2358" 470860025 52 55 0 0
"2360" 471110355 21 24 0 0
"2361" 471280074 NA NA 0 0
"2362" 471450024 NA NA 0 0
"2363" 471500273 NA NA 0 0
"2364" 471720020 NA NA 0 0
"2365" 471900747 16 19 0 0
"2366" 472000497 NA NA 0 0
"2367" 472130021 NA NA 0 0
"2368" 472480426 NA NA 0 0
"2369" 472950459 12 15 0 0
"2370" 473170737 NA NA 0 0
"2371" 473250422 NA NA 0 0
"2372" 473530732 NA NA 0 0
"2373" 473700020 NA NA 0 0
"2374" 473720028 NA NA 0 0
"2375" 473810175 22 25 0 0
"2376" 473930229 18 21 0 0
"2377" 474220028 NA NA 0 0
"2379" 474720076 NA NA 0 0
"2380" 475000023 NA NA 0 0
"2381" 475110905 NA NA 0 0
"2382" 475120318 NA NA 0 0
"2383" 475230273 NA NA 0 0
"2384" 475290277 22 25 0 0
"2385" 475310042 20 23 0 0
"2387" 475800026 NA NA 0 0
"2388" 475810025 50 53 0 0
"2389" 476150025 NA NA 0 0
"2390" 476880027 NA NA 0 0
"2391" 476960358 NA NA 0 0
"2393" 477260021 33 36 0 0
"2394" 477620315 21 24 0 0
"2395" 478030514 18 21 0 0
"2397" 478390181 NA NA 0 0
"2399" 478750475 NA NA 0 0
"2400" 478910020 NA NA 0 0
"2401" 479410549 21 24 0 0
"2402" 479520174 23 26 0 0
"2403" 479560022 NA NA 0 0
"2404" 479660020 NA NA 0 0
"2405" 479810021 40 43 0 0
"2406" 479970354 20 23 0 0
"2407" 480010173 NA NA 0 0
"2408" 480570028 41 44 0 0
"2409" 480650036 19 22 0 0
"2410" 480780510 18 21 0 0
"2411" 480910479 14 17 0 0
"2412" 481080027 NA NA 0 0
"2413" 481640598 55 58 0 0
"2414" 482240026 NA NA 0 0
"2415" 482270023 NA NA 0 0
"2416" 482420553 NA NA 0 0
"2417" 482560027 NA NA 0 0
"2419" 482680023 NA NA 0 0
"2420" 482770022 NA NA 0 0
"2421" 482780253 22 25 0 0
"2422" 483050077 21 24 0 0
"2424" 483190378 NA NA 0 0
"2425" 483240356 NA NA 0 0
"2426" 483520475 NA NA 0 0
"2427" 483520715 NA NA 0 0
"2428" 485290366 NA NA 0 0
"2429" 486160022 NA NA 0 0
"2430" 486360317 NA NA 0 0
"2431" 486390512 17 20 0 0
"2432" 486540554 21 24 0 0
"2436" 487510027 NA NA 0 0
"2437" 487700024 27 30 0 0
"2438" 487990021 NA NA 0 0
"2439" 488170019 NA NA 0 0
"2440" 488620023 NA NA 0 0
"2441" 488680597 43 46 0 0
"2443" 489050022 NA NA 0 0
"2445" 489740275 NA NA 0 0
"2446" 489990888 NA NA 0 0
"2447" 490280667 NA NA 0 0
"2448" 490430179 24 27 0 0
"2450" 491030020 28 31 0 0
"2451" 492140182 NA NA 0 0
"2453" 492440020 NA NA 0 0
"2454" 492990024 NA NA 0 0
"2455" 493020474 NA NA 0 0
"2456" 493650510 NA NA 0 0
"2457" 494570493 NA NA 0 0
"2458" 494660253 NA NA 0 0
"2459" 494670368 NA NA 0 0
"2460" 495040470 19 22 0 0
"2461" 495480320 4 7 0 0
"2463" 495860034 NA NA 0 0
"2464" 495890552 15 18 0 0
"2465" 496010480 12 15 0 0
"2466" 496140254 NA NA 0 0
"2467" 496460024 NA NA 0 0
"2468" 496550360 21 24 0 0
"2469" 496710939 15 18 0 0
"2470" 496990517 NA NA 0 0
"2471" 497390269 NA NA 0 0
"2472" 497690512 NA NA 0 0
"2473" 497920794 18 21 0 0
"2474" 498200452 NA NA 0 0
"2476" 498510180 NA NA 0 0
"2477" 498670456 NA NA 0 0
"2478" 498730432 NA NA 0 0
"2479" 499050020 NA NA 0 0
"2480" 499430487 NA NA 0 0
"2481" 499550019 NA NA 0 0
"2482" 499580026 NA NA 0 0
"2483" 499790253 NA NA 0 0
"2484" 499791209 NA NA 0 0
"2485" 500370367 NA NA 0 0
"2487" 500760253 NA NA 0 0
"2489" 500940086 NA NA 0 0
"2490" 501150256 NA NA 0 0
"2491" 501820022 NA NA 0 0
"2492" 502770481 NA NA 0 0
"2493" 502850250 NA NA 0 0
"2495" 503240029 18 21 0 0
"2496" 503550354 NA NA 0 0
"2498" 503750185 NA NA 0 0
"2499" 503770027 47 50 0 0
"2500" 504110934 NA NA 0 0
"2502" 504660209 19 22 0 0
"2503" 504870024 NA NA 0 0
"2504" 504940033 NA NA 0 0
"2505" 505500026 NA NA 0 0
"2507" 506520163 NA NA 0 0
"2508" 506710046 NA NA 0 0
"2509" 506780486 8 11 0 0
"2510" 507040021 NA NA 0 0
"2511" 507170258 NA NA 0 0
"2512" 507470533 18 21 0 0
"2513" 507880038 NA NA 0 0
"2514" 508110021 NA NA 0 0
"2515" 508780021 NA NA 0 0
"2517" 508850840 NA NA 0 0
"2518" 508910073 NA NA 0 1
"2519" 509100047 20 23 0 0
"2520" 509110252 NA NA 0 0
"2521" 509460185 NA NA 0 0
"2522" 509500022 NA NA 0 0
"2523" 509730257 NA NA 0 0
"2524" 510230262 NA NA 0 0
"2525" 510510028 NA NA 0 0
"2526" 510980354 20 23 0 0
"2527" 511250186 NA NA 0 0
"2528" 511310022 NA NA 0 0
"2529" 511880495 NA NA 0 0
"2530" 512170209 19 22 0 0
"2531" 512240434 16 19 0 0
"2532" 512530024 NA NA 0 0
"2533" 512580019 NA NA 0 0
"2534" 513120643 NA NA 0 0
"2536" 513600214 19 22 0 0
"2537" 513620022 NA NA 0 0
"2538" 513720020 NA NA 0 0
"2540" 514670026 41 44 0 0
"2541" 514790022 NA NA 0 0
"2542" 515230531 17 20 0 0
"2543" 515770023 35 38 0 0
"2544" 515940254 NA 25 0 0
"2546" 516050185 NA NA 0 0
"2547" 516150290 NA NA 0 0
"2548" 516340198 NA NA 0 0
"2549" 516730026 NA NA 0 0
"2550" 517190188 NA NA 0 0
"2551" 517290335 17 20 0 0
"2554" 518130027 NA NA 0 0
"2555" 518180535 NA NA 0 0
"2556" 518230025 NA NA 0 0
"2557" 518260022 26 29 0 0
"2559" 519010020 NA NA 0 0
"2560" 519400255 NA NA 0 0
"2562" 519810197 15 18 0 0
"2563" 520120256 NA NA 0 0
"2564" 520180028 NA NA 0 0
"2565" 520410019 NA NA 0 0
"2566" 520580829 NA NA 0 0
"2567" 520670028 38 41 0 0
"2568" 521240185 NA NA 0 0
"2569" 521570019 NA NA 0 0
"2570" 522000258 NA NA 0 0
"2571" 522880253 NA NA 0 0
"2572" 523150275 NA NA 0 0
"2573" 523220779 NA NA 0 0
"2574" 523950401 NA NA 0 0
"2575" 524250181 24 27 0 0
"2576" 525660214 NA NA 0 0
"2577" 526030019 NA NA 0 1
"2578" 527510019 49 52 0 0
"2579" 527540406 NA NA 0 0
"2580" 527790249 NA NA 0 0
"2581" 529470024 26 29 0 0
"2582" 529520529 NA NA 0 0
"2583" 529920028 47 50 0 0
"2584" 530860775 NA NA 0 0
"2586" 532460277 NA NA 0 0
"2587" 532730380 NA NA 0 0
"2589" 533260262 17 20 0 0
"2590" 534810553 20 23 0 0
"2591" 535570163 NA NA 0 0
"2592" 536620785 5 8 0 0
"2593" 537100472 17 20 0 0
"2594" 538200040 NA NA 0 0
"2595" 538280654 NA NA 0 0
"2596" 539550187 23 26 0 0
"2597" 539830381 NA NA 0 0
"2598" 540721215 NA NA 0 0
"2600" 541230273 NA NA 0 0
"2601" 542100137 NA NA 0 0
"2602" 542840195 NA NA 0 0
"2603" 544100349 NA NA 0 0
"2604" 544630768 NA NA 0 0
"2606" 546030257 NA NA 0 0
"2607" 546950469 NA NA 0 0
"2608" 548050682 14 17 0 0
"2609" 549000379 NA NA 0 0
"2610" 549380245 NA NA 0 0
"2611" 549410133 22 25 0 0
"2612" 549540418 NA NA 0 0
"2613" 549700194 19 22 0 0
"2614" 550880075 19 22 0 0
"2615" 550890041 NA NA 0 0
"2616" 551060131 NA NA 0 0
"2617" 551480388 NA NA 0 0
"2618" 551550040 NA NA 0 0
"2619" 552050355 18 21 0 0
"2621" 553040256 21 24 0 0
"2622" 553610040 19 22 0 0
"2623" 555270272 NA NA 0 0
"2625" 556320464 NA NA 0 0
"2627" 556600269 NA NA 0 0
"2629" 557930147 NA NA 0 0
"2630" 558030277 21 24 0 0
"2631" 558220381 NA NA 0 0
"2632" 559390407 NA NA 0 0
"2633" 561340679 NA NA 0 0
"2634" 561700411 NA NA 0 0
"2635" 561970551 19 22 0 1
"2636" 562040270 NA NA 0 0
"2637" 562400391 NA NA 0 0
"2638" 563820043 NA NA 0 0
"2639" 565150381 NA NA 0 0
"2640" 565250379 NA NA 0 0
"2642" 565540350 NA NA 0 0
"2643" 565900827 18 21 0 0
"2644" 566130557 20 23 0 0
"2645" 566140274 NA NA 0 0
"2646" 566790251 NA NA 0 0
"2647" 568080684 NA NA 0 0
"2648" 568800222 NA NA 0 0
"2649" 568880661 NA NA 0 1
"2650" 569350136 21 24 0 0
"2651" 569380315 NA NA 0 0
"2652" 570870296 NA NA 0 0
"2653" 571370833 21 24 0 0
"2654" 571590497 NA NA 0 0
"2655" 571770727 NA NA 0 0
"2656" 571790568 8 11 0 0
"2657" 572210566 9 12 0 0
"2659" 573170851 NA NA 0 0
"2660" 573540558 NA NA 0 0
"2661" 574140142 NA NA 0 0
"2662" 574280948 15 18 0 0
"2663" 574351210 NA NA 0 0
"2665" 574440682 NA NA 0 0
"2668" 575720942 NA NA 0 0
"2669" 576420393 4 7 0 0
"2670" 578180284 NA NA 0 0
"2671" 578270077 18 21 0 0
"2672" 578430564 NA NA 0 0
"2673" 578760349 18 21 0 0
"2674" 579220535 NA NA 0 0
"2675" 579860496 NA NA 0 0
"2676" 580260554 19 22 0 0
"2677" 581730042 NA NA 0 0
"2679" 582170594 NA NA 0 0
"2681" 582310042 NA NA 0 0
"2684" 582460209 18 21 0 0
"2685" 583420386 NA NA 0 0
"2686" 583740312 NA NA 0 0
"2687" 584010137 NA NA 0 0
"2688" 584840467 NA NA 0 0
"2689" 585150130 21 24 0 0
"2690" 585990667 NA NA 0 0
"2691" 587130229 15 18 0 0
"2692" 587450181 NA NA 0 0
"2694" 589210948 NA NA 0 0
"2695" 589660381 25 28 0 0
"2696" 590160314 19 22 0 0
"2698" 590810561 NA NA 0 0
"2699" 590910197 19 22 0 0
"2700" 591140258 20 23 0 0
"2701" 592050258 NA NA 0 0
"2702" 592080552 NA NA 0 0
"2703" 592610175 22 25 0 0
"2704" 592670253 NA NA 0 0
"2705" 593110175 NA NA 0 0
"2706" 594340821 17 20 0 0
"2707" 594900153 9 12 0 0
"2708" 596760216 18 21 0 0
"2709" 597010189 NA NA 0 0
"2710" 598180379 NA NA 0 0
"2712" 599030294 23 26 0 0
"2713" 599260024 NA NA 0 0
"2714" 600110729 NA NA 0 0
"2715" 600280102 18 21 0 0
"2716" 600360425 18 21 0 0
"2717" 600760780 2 5 0 0
"2718" 602030075 NA NA 0 0
"2719" 602410309 NA NA 0 0
"2720" 602520075 18 21 0 0
"2721" 602560337 15 18 0 0
"2722" 602570187 20 23 0 0
"2724" 604770496 32 35 0 0
"2725" 605260273 NA NA 0 0
"2726" 605640946 NA NA 0 0
"2727" 605780255 NA NA 0 1
"2728" 605800961 NA NA 0 0
"2729" 607680270 NA NA 0 0
"2730" 607690287 NA NA 0 0
"2731" 608040136 NA NA 0 0
"2732" 608590369 NA NA 0 0
"2733" 608660131 NA NA 0 0
"2734" 609730279 21 24 0 0
"2735" 609840492 NA NA 0 0
"2736" 610030687 13 16 0 1
"2737" 610810823 17 20 0 0
"2738" 611410019 NA NA 0 0
"2739" 611410383 NA NA 0 0
"2740" 611570277 20 23 0 0
"2741" 611620419 NA NA 0 0
"2742" 611710766 NA NA 0 0
"2743" 612150673 18 21 0 0
"2744" 612390386 NA NA 0 0
"2745" 612640418 NA NA 0 0
"2746" 612640707 18 21 0 0
"2747" 613000836 NA NA 0 0
"2748" 613020139 21 24 0 0
"2751" 613640680 NA NA 0 0
"2752" 614210442 NA NA 0 0
"2753" 614240191 19 22 0 0
"2755" 614590686 13 16 0 0
"2757" 615080529 NA NA 0 0
"2759" 617000155 8 11 0 0
"2760" 617170270 20 23 0 0
"2761" 617580338 NA NA 0 0
"2762" 618260708 NA NA 0 0
"2763" 618460837 NA NA 0 0
"2764" 618810552 NA NA 0 0
"2765" 618920186 NA NA 0 0
"2766" 619120315 NA NA 0 0
"2768" 619260061 NA NA 0 0
"2769" 619470257 NA NA 0 0
"2770" 619510291 NA NA 0 0
"2771" 619620025 NA NA 0 0
"2773" 621600255 20 23 0 0
"2774" 622540252 20 23 0 0
"2775" 622580273 20 23 0 0
"2776" 623140671 NA NA 0 0
"2778" 624220068 NA NA 0 0
"2779" 624560161 NA NA 0 0
"2780" 624770708 NA NA 0 0
"2781" 625500253 NA NA 0 0
"2782" 627210702 17 20 0 0
"2783" 627410294 NA NA 0 0
"2784" 627510143 NA NA 0 0
"2785" 627540215 17 20 0 0
"2786" 627640247 NA NA 0 0
"2788" 628850704 NA NA 0 0
"2789" 628870272 NA NA 0 0
"2790" 629020372 NA NA 0 0
"2791" 629240186 23 26 0 0
"2792" 630380427 NA NA 0 0
"2793" 630770064 NA NA 0 0
"2794" 630910752 18 21 0 0
"2795" 631280022 41 44 0 0
"2797" 631450154 NA NA 0 0
"2798" 631660421 NA NA 0 0
"2799" 631820942 2 5 0 0
"2800" 632200177 NA NA 0 0
"2801" 632310232 NA NA 0 0
"2802" 632570702 NA NA 0 0
"2803" 633900684 11 14 0 0
"2804" 633930186 NA NA 0 0
"2805" 634360144 22 25 0 0
"2806" 634700364 19 22 0 0
"2807" 635010152 6 9 0 0
"2809" 636500531 14 17 0 0
"2810" 637110173 133 136 0 0
"2811" 637640534 14 17 0 0
"2812" 637900532 14 17 0 0
"2813" 638490194 18 21 0 0
"2815" 639490896 NA NA 0 0
"2816" 639510198 18 21 0 0
"2817" 639570994 NA NA 0 0
"2819" 640240686 NA NA 0 0
"2820" 640480175 NA NA 0 0
"2821" 640830262 NA NA 0 0
"2822" 641590683 NA NA 0 0
"2823" 641820494 NA NA 0 0
"2824" 642660535 13 16 0 0
"2826" 643200273 20 23 0 0
"2827" 644410376 NA NA 0 0
"2828" 644440225 17 20 0 0
"2829" 645130552 18 21 0 0
"2830" 645340489 NA NA 0 0
"2831" 646330085 0 3 0 0
"2832" 646390650 NA NA 0 0
"2833" 646490137 NA NA 0 0
"2834" 647080648 NA NA 0 0
"2835" 650190276 19 22 0 0
"2836" 650210231 NA NA 0 0
"2837" 650890883 NA NA 0 0
"2838" 651030190 NA NA 0 0
"2839" 651050685 12 15 0 0
"2840" 651190250 NA NA 0 0
"2841" 651240922 NA NA 0 0
"2842" 651360688 NA NA 0 0
"2843" 651810518 NA NA 0 0
"2844" 652050171 21 24 0 0
"2846" 652260135 20 23 0 0
"2847" 653420183 NA NA 0 0
"2848" 656620995 NA NA 0 0
"2849" 656820264 NA NA 0 0
"2850" 656990174 NA NA 0 0
"2852" 657940020 NA 49 0 0
"2854" 658340493 NA NA 0 0
"2855" 658420261 13 16 0 0
"2856" 658720686 11 14 0 0
"2858" 659340203 NA NA 0 0
"2859" 660770448 NA NA 0 0
"2860" 661180514 NA NA 0 0
"2861" 661380494 NA NA 0 0
"2862" 661900250 NA NA 0 0
"2863" 662850553 NA NA 0 0
"2864" 663510552 16 19 0 0
"2865" 663800374 NA NA 0 0
"2866" 664360410 NA NA 0 0
"2867" 664600169 NA NA 0 0
"2870" 665600426 17 20 0 0
"2871" 666520136 NA NA 0 0
"2872" 667080247 NA NA 0 0
"2873" 667750203 NA NA 0 0
"2874" 668090203 NA NA 0 0
"2875" 668320269 NA NA 0 0
"2876" 668430019 NA NA 0 0
"2877" 668500680 NA NA 0 0
"2878" 669530371 NA NA 0 0
"2879" 669920729 NA NA 0 0
"2880" 670190686 11 14 0 0
"2881" 670610749 NA NA 0 0
"2882" 670690139 21 24 0 0
"2883" 670930139 22 25 0 0
"2884" 671250289 23 26 0 0
